TXNAME	GENEID
Caust.v2_005721-RA	Caust.v2_005721
Caust.v2_005737-RA	Caust.v2_005737
Caust.v2_005743-RA	Caust.v2_005743
Caust.v2_005696-RB	Caust.v2_005696
Caust.v2_005723-RA	Caust.v2_005723
Caust.v2_005727-RA	Caust.v2_005727
Caust.v2_005695-RA	Caust.v2_005695
Caust.v2_005736-RA	Caust.v2_005736
Caust.v2_005706-RA	Caust.v2_005706
Caust.v2_005738-RA	Caust.v2_005738
Caust.v2_005693-RA	Caust.v2_005693
Caust.v2_005730-RA	Caust.v2_005730
Caust.v2_005700-RA	Caust.v2_005700
Caust.v2_005698-RA	Caust.v2_005698
Caust.v2_005741-RA	Caust.v2_005741
Caust.v2_005702-RA	Caust.v2_005702
Caust.v2_005716-RA	Caust.v2_005716
Caust.v2_005732-RD	Caust.v2_005732
Caust.v2_005691-RA	Caust.v2_005691
Caust.v2_005689-RA	Caust.v2_005689
Caust.v2_005724-RA	Caust.v2_005724
Caust.v2_005732-RA	Caust.v2_005732
Caust.v2_005704-RA	Caust.v2_005704
Caust.v2_005696-RE	Caust.v2_005696
Caust.v2_005715-RA	Caust.v2_005715
Caust.v2_005694-RA	Caust.v2_005694
Caust.v2_005691-RB	Caust.v2_005691
Caust.v2_005696-RD	Caust.v2_005696
Caust.v2_005696-RG	Caust.v2_005696
Caust.v2_005690-RA	Caust.v2_005690
Caust.v2_005692-RA	Caust.v2_005692
Caust.v2_005714-RA	Caust.v2_005714
Caust.v2_005688-RA	Caust.v2_005688
Caust.v2_005719-RA	Caust.v2_005719
Caust.v2_005705-RA	Caust.v2_005705
Caust.v2_005713-RA	Caust.v2_005713
Caust.v2_005732-RB	Caust.v2_005732
Caust.v2_019883-RA	Caust.v2_019883
Caust.v2_019882-RA	Caust.v2_019882
Caust.v2_022654-RA	Caust.v2_022654
Caust.v2_021961-RA	Caust.v2_021961
Caust.v2_022234-RA	Caust.v2_022234
Caust.v2_016620-RA	Caust.v2_016620
Caust.v2_016617-RA	Caust.v2_016617
Caust.v2_016616-RA	Caust.v2_016616
Caust.v2_016614-RA	Caust.v2_016614
Caust.v2_016620-RB	Caust.v2_016620
Caust.v2_016615-RA	Caust.v2_016615
Caust.v2_016618-RA	Caust.v2_016618
Caust.v2_016619-RA	Caust.v2_016619
Caust.v2_022406-RA	Caust.v2_022406
Caust.v2_022606-RA	Caust.v2_022606
Caust.v2_022111-RA	Caust.v2_022111
Caust.v2_021804-RA	Caust.v2_021804
Caust.v2_021653-RA	Caust.v2_021653
Caust.v2_020706-RA	Caust.v2_020706
Caust.v2_020705-RA	Caust.v2_020705
Caust.v2_021382-RA	Caust.v2_021382
Caust.v2_022425-RA	Caust.v2_022425
Caust.v2_019897-RA	Caust.v2_019897
Caust.v2_019896-RA	Caust.v2_019896
Caust.v2_019895-RA	Caust.v2_019895
Caust.v2_015241-RA	Caust.v2_015241
Caust.v2_015243-RA	Caust.v2_015243
Caust.v2_015247-RA	Caust.v2_015247
Caust.v2_015242-RA	Caust.v2_015242
Caust.v2_015248-RA	Caust.v2_015248
Caust.v2_015245-RA	Caust.v2_015245
Caust.v2_015244-RA	Caust.v2_015244
Caust.v2_015246-RA	Caust.v2_015246
Caust.v2_014257-RA	Caust.v2_014257
Caust.v2_014264-RD	Caust.v2_014264
Caust.v2_014264-RB	Caust.v2_014264
Caust.v2_014262-RA	Caust.v2_014262
Caust.v2_014259-RA	Caust.v2_014259
Caust.v2_014261-RA	Caust.v2_014261
Caust.v2_014259-RB	Caust.v2_014259
Caust.v2_014264-RC	Caust.v2_014264
Caust.v2_014260-RA	Caust.v2_014260
Caust.v2_014265-RA	Caust.v2_014265
Caust.v2_014263-RA	Caust.v2_014263
Caust.v2_014264-RA	Caust.v2_014264
Caust.v2_014264-RE	Caust.v2_014264
Caust.v2_014258-RA	Caust.v2_014258
Caust.v2_019494-RA	Caust.v2_019494
Caust.v2_019493-RA	Caust.v2_019493
Caust.v2_017029-RB	Caust.v2_017029
Caust.v2_017031-RA	Caust.v2_017031
Caust.v2_017032-RA	Caust.v2_017032
Caust.v2_017033-RA	Caust.v2_017033
Caust.v2_017030-RA	Caust.v2_017030
Caust.v2_017029-RA	Caust.v2_017029
Caust.v2_022463-RA	Caust.v2_022463
Caust.v2_016479-RA	Caust.v2_016479
Caust.v2_016477-RA	Caust.v2_016477
Caust.v2_016476-RA	Caust.v2_016476
Caust.v2_016474-RA	Caust.v2_016474
Caust.v2_016473-RA	Caust.v2_016473
Caust.v2_016480-RA	Caust.v2_016480
Caust.v2_016482-RA	Caust.v2_016482
Caust.v2_016481-RA	Caust.v2_016481
Caust.v2_016478-RA	Caust.v2_016478
Caust.v2_016475-RA	Caust.v2_016475
Caust.v2_020950-RA	Caust.v2_020950
Caust.v2_020949-RA	Caust.v2_020949
Caust.v2_017192-RA	Caust.v2_017192
Caust.v2_017194-RA	Caust.v2_017194
Caust.v2_017195-RA	Caust.v2_017195
Caust.v2_017196-RA	Caust.v2_017196
Caust.v2_017193-RA	Caust.v2_017193
Caust.v2_017197-RA	Caust.v2_017197
Caust.v2_019442-RA	Caust.v2_019442
Caust.v2_021685-RA	Caust.v2_021685
Caust.v2_020562-RA	Caust.v2_020562
Caust.v2_020561-RA	Caust.v2_020561
Caust.v2_021724-RA	Caust.v2_021724
Caust.v2_007061-RA	Caust.v2_007061
Caust.v2_007046-RA	Caust.v2_007046
Caust.v2_007058-RA	Caust.v2_007058
Caust.v2_007056-RA	Caust.v2_007056
Caust.v2_007039-RC	Caust.v2_007039
Caust.v2_007057-RA	Caust.v2_007057
Caust.v2_007039-RA	Caust.v2_007039
Caust.v2_007060-RA	Caust.v2_007060
Caust.v2_007057-RB	Caust.v2_007057
Caust.v2_007030-RA	Caust.v2_007030
Caust.v2_007051-RA	Caust.v2_007051
Caust.v2_007052-RA	Caust.v2_007052
Caust.v2_007039-RF	Caust.v2_007039
Caust.v2_007050-RA	Caust.v2_007050
Caust.v2_007036-RA	Caust.v2_007036
Caust.v2_007045-RA	Caust.v2_007045
Caust.v2_007044-RA	Caust.v2_007044
Caust.v2_007034-RA	Caust.v2_007034
Caust.v2_007021-RA	Caust.v2_007021
Caust.v2_007058-RB	Caust.v2_007058
Caust.v2_007031-RA	Caust.v2_007031
Caust.v2_007047-RA	Caust.v2_007047
Caust.v2_007026-RA	Caust.v2_007026
Caust.v2_007022-RA	Caust.v2_007022
Caust.v2_007044-RC	Caust.v2_007044
Caust.v2_007024-RA	Caust.v2_007024
Caust.v2_007062-RA	Caust.v2_007062
Caust.v2_007055-RA	Caust.v2_007055
Caust.v2_007054-RB	Caust.v2_007054
Caust.v2_007025-RA	Caust.v2_007025
Caust.v2_007029-RA	Caust.v2_007029
Caust.v2_007027-RA	Caust.v2_007027
Caust.v2_007048-RA	Caust.v2_007048
Caust.v2_007059-RA	Caust.v2_007059
Caust.v2_007039-RB	Caust.v2_007039
Caust.v2_007043-RA	Caust.v2_007043
Caust.v2_007044-RB	Caust.v2_007044
Caust.v2_007032-RA	Caust.v2_007032
Caust.v2_007039-RD	Caust.v2_007039
Caust.v2_007040-RA	Caust.v2_007040
Caust.v2_007041-RA	Caust.v2_007041
Caust.v2_007049-RA	Caust.v2_007049
Caust.v2_007058-RC	Caust.v2_007058
Caust.v2_007023-RA	Caust.v2_007023
Caust.v2_007038-RA	Caust.v2_007038
Caust.v2_007035-RA	Caust.v2_007035
Caust.v2_007033-RA	Caust.v2_007033
Caust.v2_007039-RE	Caust.v2_007039
Caust.v2_007028-RA	Caust.v2_007028
Caust.v2_007063-RA	Caust.v2_007063
Caust.v2_007053-RA	Caust.v2_007053
Caust.v2_007037-RA	Caust.v2_007037
Caust.v2_007054-RA	Caust.v2_007054
Caust.v2_007042-RA	Caust.v2_007042
Caust.v2_018359-RA	Caust.v2_018359
Caust.v2_018363-RA	Caust.v2_018363
Caust.v2_018362-RA	Caust.v2_018362
Caust.v2_018360-RA	Caust.v2_018360
Caust.v2_018361-RA	Caust.v2_018361
Caust.v2_021409-RA	Caust.v2_021409
Caust.v2_018001-RA	Caust.v2_018001
Caust.v2_018005-RA	Caust.v2_018005
Caust.v2_018002-RA	Caust.v2_018002
Caust.v2_018004-RA	Caust.v2_018004
Caust.v2_018006-RA	Caust.v2_018006
Caust.v2_018003-RA	Caust.v2_018003
Caust.v2_015294-RA	Caust.v2_015294
Caust.v2_015297-RA	Caust.v2_015297
Caust.v2_015298-RA	Caust.v2_015298
Caust.v2_015295-RA	Caust.v2_015295
Caust.v2_015293-RA	Caust.v2_015293
Caust.v2_015294-RB	Caust.v2_015294
Caust.v2_015292-RA	Caust.v2_015292
Caust.v2_015299-RA	Caust.v2_015299
Caust.v2_015291-RA	Caust.v2_015291
Caust.v2_015296-RA	Caust.v2_015296
Caust.v2_019351-RA	Caust.v2_019351
Caust.v2_019350-RA	Caust.v2_019350
Caust.v2_019349-RA	Caust.v2_019349
Caust.v2_019352-RA	Caust.v2_019352
Caust.v2_000400-RA	Caust.v2_000400
Caust.v2_000137-RA	Caust.v2_000137
Caust.v2_000377-RA	Caust.v2_000377
Caust.v2_000165-RB	Caust.v2_000165
Caust.v2_000073-RB	Caust.v2_000073
Caust.v2_000198-RA	Caust.v2_000198
Caust.v2_000132-RA	Caust.v2_000132
Caust.v2_000462-RA	Caust.v2_000462
Caust.v2_000575-RA	Caust.v2_000575
Caust.v2_000259-RG	Caust.v2_000259
Caust.v2_000106-RA	Caust.v2_000106
Caust.v2_000499-RA	Caust.v2_000499
Caust.v2_000496-RA	Caust.v2_000496
Caust.v2_000517-RA	Caust.v2_000517
Caust.v2_000021-RA	Caust.v2_000021
Caust.v2_000601-RB	Caust.v2_000601
Caust.v2_000578-RG	Caust.v2_000578
Caust.v2_000538-RC	Caust.v2_000538
Caust.v2_000328-RA	Caust.v2_000328
Caust.v2_000337-RA	Caust.v2_000337
Caust.v2_000431-RB	Caust.v2_000431
Caust.v2_000269-RA	Caust.v2_000269
Caust.v2_000324-RA	Caust.v2_000324
Caust.v2_000562-RA	Caust.v2_000562
Caust.v2_000600-RA	Caust.v2_000600
Caust.v2_000423-RA	Caust.v2_000423
Caust.v2_000068-RA	Caust.v2_000068
Caust.v2_000129-RA	Caust.v2_000129
Caust.v2_000127-RA	Caust.v2_000127
Caust.v2_000237-RA	Caust.v2_000237
Caust.v2_000094-RA	Caust.v2_000094
Caust.v2_000531-RA	Caust.v2_000531
Caust.v2_000199-RA	Caust.v2_000199
Caust.v2_000398-RA	Caust.v2_000398
Caust.v2_000175-RA	Caust.v2_000175
Caust.v2_000035-RB	Caust.v2_000035
Caust.v2_000449-RB	Caust.v2_000449
Caust.v2_000365-RA	Caust.v2_000365
Caust.v2_000361-RA	Caust.v2_000361
Caust.v2_000190-RA	Caust.v2_000190
Caust.v2_000421-RA	Caust.v2_000421
Caust.v2_000475-RA	Caust.v2_000475
Caust.v2_000168-RB	Caust.v2_000168
Caust.v2_000240-RA	Caust.v2_000240
Caust.v2_000487-RA	Caust.v2_000487
Caust.v2_000399-RA	Caust.v2_000399
Caust.v2_000002-RA	Caust.v2_000002
Caust.v2_000286-RA	Caust.v2_000286
Caust.v2_000474-RA	Caust.v2_000474
Caust.v2_000370-RA	Caust.v2_000370
Caust.v2_000439-RA	Caust.v2_000439
Caust.v2_000174-RA	Caust.v2_000174
Caust.v2_000148-RA	Caust.v2_000148
Caust.v2_000402-RA	Caust.v2_000402
Caust.v2_000597-RA	Caust.v2_000597
Caust.v2_000071-RB	Caust.v2_000071
Caust.v2_000422-RA	Caust.v2_000422
Caust.v2_000413-RA	Caust.v2_000413
Caust.v2_000075-RC	Caust.v2_000075
Caust.v2_000630-RA	Caust.v2_000630
Caust.v2_000408-RA	Caust.v2_000408
Caust.v2_000243-RA	Caust.v2_000243
Caust.v2_000079-RA	Caust.v2_000079
Caust.v2_000260-RA	Caust.v2_000260
Caust.v2_000284-RB	Caust.v2_000284
Caust.v2_000217-RA	Caust.v2_000217
Caust.v2_000256-RA	Caust.v2_000256
Caust.v2_000225-RA	Caust.v2_000225
Caust.v2_000431-RA	Caust.v2_000431
Caust.v2_000160-RA	Caust.v2_000160
Caust.v2_000128-RA	Caust.v2_000128
Caust.v2_000538-RA	Caust.v2_000538
Caust.v2_000141-RA	Caust.v2_000141
Caust.v2_000512-RA	Caust.v2_000512
Caust.v2_000205-RA	Caust.v2_000205
Caust.v2_000087-RA	Caust.v2_000087
Caust.v2_000330-RA	Caust.v2_000330
Caust.v2_000287-RA	Caust.v2_000287
Caust.v2_000235-RA	Caust.v2_000235
Caust.v2_000522-RA	Caust.v2_000522
Caust.v2_000357-RA	Caust.v2_000357
Caust.v2_000183-RA	Caust.v2_000183
Caust.v2_000309-RD	Caust.v2_000309
Caust.v2_000177-RA	Caust.v2_000177
Caust.v2_000032-RA	Caust.v2_000032
Caust.v2_000298-RC	Caust.v2_000298
Caust.v2_000035-RA	Caust.v2_000035
Caust.v2_000354-RC	Caust.v2_000354
Caust.v2_000158-RA	Caust.v2_000158
Caust.v2_000510-RA	Caust.v2_000510
Caust.v2_000266-RC	Caust.v2_000266
Caust.v2_000503-RA	Caust.v2_000503
Caust.v2_000216-RA	Caust.v2_000216
Caust.v2_000192-RA	Caust.v2_000192
Caust.v2_000190-RD	Caust.v2_000190
Caust.v2_000570-RA	Caust.v2_000570
Caust.v2_000420-RA	Caust.v2_000420
Caust.v2_000182-RA	Caust.v2_000182
Caust.v2_000242-RA	Caust.v2_000242
Caust.v2_000045-RA	Caust.v2_000045
Caust.v2_000505-RA	Caust.v2_000505
Caust.v2_000259-RB	Caust.v2_000259
Caust.v2_000019-RA	Caust.v2_000019
Caust.v2_000569-RA	Caust.v2_000569
Caust.v2_000360-RA	Caust.v2_000360
Caust.v2_000267-RA	Caust.v2_000267
Caust.v2_000048-RE	Caust.v2_000048
Caust.v2_000578-RF	Caust.v2_000578
Caust.v2_000119-RB	Caust.v2_000119
Caust.v2_000190-RB	Caust.v2_000190
Caust.v2_000039-RA	Caust.v2_000039
Caust.v2_000078-RA	Caust.v2_000078
Caust.v2_000592-RA	Caust.v2_000592
Caust.v2_000307-RA	Caust.v2_000307
Caust.v2_000168-RC	Caust.v2_000168
Caust.v2_000008-RA	Caust.v2_000008
Caust.v2_000075-RJ	Caust.v2_000075
Caust.v2_000262-RA	Caust.v2_000262
Caust.v2_000075-RD	Caust.v2_000075
Caust.v2_000457-RA	Caust.v2_000457
Caust.v2_000452-RA	Caust.v2_000452
Caust.v2_000603-RC	Caust.v2_000603
Caust.v2_000331-RA	Caust.v2_000331
Caust.v2_000288-RA	Caust.v2_000288
Caust.v2_000477-RA	Caust.v2_000477
Caust.v2_000188-RA	Caust.v2_000188
Caust.v2_000101-RA	Caust.v2_000101
Caust.v2_000303-RC	Caust.v2_000303
Caust.v2_000391-RA	Caust.v2_000391
Caust.v2_000291-RA	Caust.v2_000291
Caust.v2_000280-RA	Caust.v2_000280
Caust.v2_000340-RA	Caust.v2_000340
Caust.v2_000033-RA	Caust.v2_000033
Caust.v2_000623-RA	Caust.v2_000623
Caust.v2_000209-RA	Caust.v2_000209
Caust.v2_000508-RA	Caust.v2_000508
Caust.v2_000214-RA	Caust.v2_000214
Caust.v2_000187-RA	Caust.v2_000187
Caust.v2_000014-RA	Caust.v2_000014
Caust.v2_000353-RA	Caust.v2_000353
Caust.v2_000097-RA	Caust.v2_000097
Caust.v2_000093-RA	Caust.v2_000093
Caust.v2_000223-RA	Caust.v2_000223
Caust.v2_000156-RA	Caust.v2_000156
Caust.v2_000325-RA	Caust.v2_000325
Caust.v2_000606-RA	Caust.v2_000606
Caust.v2_000256-RB	Caust.v2_000256
Caust.v2_000297-RA	Caust.v2_000297
Caust.v2_000089-RA	Caust.v2_000089
Caust.v2_000295-RA	Caust.v2_000295
Caust.v2_000143-RB	Caust.v2_000143
Caust.v2_000588-RA	Caust.v2_000588
Caust.v2_000095-RB	Caust.v2_000095
Caust.v2_000093-RD	Caust.v2_000093
Caust.v2_000448-RA	Caust.v2_000448
Caust.v2_000620-RA	Caust.v2_000620
Caust.v2_000031-RA	Caust.v2_000031
Caust.v2_000320-RA	Caust.v2_000320
Caust.v2_000120-RA	Caust.v2_000120
Caust.v2_000271-RA	Caust.v2_000271
Caust.v2_000440-RA	Caust.v2_000440
Caust.v2_000560-RA	Caust.v2_000560
Caust.v2_000311-RA	Caust.v2_000311
Caust.v2_000536-RB	Caust.v2_000536
Caust.v2_000447-RA	Caust.v2_000447
Caust.v2_000096-RA	Caust.v2_000096
Caust.v2_000323-RA	Caust.v2_000323
Caust.v2_000342-RA	Caust.v2_000342
Caust.v2_000558-RA	Caust.v2_000558
Caust.v2_000319-RA	Caust.v2_000319
Caust.v2_000313-RA	Caust.v2_000313
Caust.v2_000041-RA	Caust.v2_000041
Caust.v2_000084-RA	Caust.v2_000084
Caust.v2_000586-RA	Caust.v2_000586
Caust.v2_000518-RA	Caust.v2_000518
Caust.v2_000352-RA	Caust.v2_000352
Caust.v2_000130-RA	Caust.v2_000130
Caust.v2_000486-RA	Caust.v2_000486
Caust.v2_000200-RA	Caust.v2_000200
Caust.v2_000165-RA	Caust.v2_000165
Caust.v2_000404-RA	Caust.v2_000404
Caust.v2_000323-RJ	Caust.v2_000323
Caust.v2_000166-RA	Caust.v2_000166
Caust.v2_000493-RC	Caust.v2_000493
Caust.v2_000061-RD	Caust.v2_000061
Caust.v2_000523-RA	Caust.v2_000523
Caust.v2_000298-RD	Caust.v2_000298
Caust.v2_000251-RA	Caust.v2_000251
Caust.v2_000611-RA	Caust.v2_000611
Caust.v2_000479-RA	Caust.v2_000479
Caust.v2_000074-RB	Caust.v2_000074
Caust.v2_000416-RA	Caust.v2_000416
Caust.v2_000368-RA	Caust.v2_000368
Caust.v2_000591-RA	Caust.v2_000591
Caust.v2_000502-RA	Caust.v2_000502
Caust.v2_000303-RB	Caust.v2_000303
Caust.v2_000544-RA	Caust.v2_000544
Caust.v2_000354-RB	Caust.v2_000354
Caust.v2_000224-RA	Caust.v2_000224
Caust.v2_000266-RB	Caust.v2_000266
Caust.v2_000263-RA	Caust.v2_000263
Caust.v2_000167-RA	Caust.v2_000167
Caust.v2_000048-RL	Caust.v2_000048
Caust.v2_000091-RA	Caust.v2_000091
Caust.v2_000346-RD	Caust.v2_000346
Caust.v2_000018-RA	Caust.v2_000018
Caust.v2_000067-RA	Caust.v2_000067
Caust.v2_000063-RA	Caust.v2_000063
Caust.v2_000083-RA	Caust.v2_000083
Caust.v2_000528-RA	Caust.v2_000528
Caust.v2_000579-RA	Caust.v2_000579
Caust.v2_000139-RA	Caust.v2_000139
Caust.v2_000318-RA	Caust.v2_000318
Caust.v2_000541-RB	Caust.v2_000541
Caust.v2_000075-RA	Caust.v2_000075
Caust.v2_000395-RA	Caust.v2_000395
Caust.v2_000180-RA	Caust.v2_000180
Caust.v2_000052-RA	Caust.v2_000052
Caust.v2_000153-RA	Caust.v2_000153
Caust.v2_000259-RE	Caust.v2_000259
Caust.v2_000547-RB	Caust.v2_000547
Caust.v2_000248-RA	Caust.v2_000248
Caust.v2_000530-RA	Caust.v2_000530
Caust.v2_000382-RA	Caust.v2_000382
Caust.v2_000469-RA	Caust.v2_000469
Caust.v2_000417-RA	Caust.v2_000417
Caust.v2_000507-RA	Caust.v2_000507
Caust.v2_000185-RA	Caust.v2_000185
Caust.v2_000133-RA	Caust.v2_000133
Caust.v2_000378-RA	Caust.v2_000378
Caust.v2_000048-RD	Caust.v2_000048
Caust.v2_000356-RA	Caust.v2_000356
Caust.v2_000252-RA	Caust.v2_000252
Caust.v2_000364-RA	Caust.v2_000364
Caust.v2_000072-RA	Caust.v2_000072
Caust.v2_000525-RA	Caust.v2_000525
Caust.v2_000419-RA	Caust.v2_000419
Caust.v2_000107-RA	Caust.v2_000107
Caust.v2_000017-RB	Caust.v2_000017
Caust.v2_000064-RA	Caust.v2_000064
Caust.v2_000289-RA	Caust.v2_000289
Caust.v2_000276-RA	Caust.v2_000276
Caust.v2_000281-RA	Caust.v2_000281
Caust.v2_000590-RA	Caust.v2_000590
Caust.v2_000304-RA	Caust.v2_000304
Caust.v2_000298-RA	Caust.v2_000298
Caust.v2_000578-RA	Caust.v2_000578
Caust.v2_000057-RA	Caust.v2_000057
Caust.v2_000031-RB	Caust.v2_000031
Caust.v2_000172-RA	Caust.v2_000172
Caust.v2_000125-RA	Caust.v2_000125
Caust.v2_000524-RA	Caust.v2_000524
Caust.v2_000258-RA	Caust.v2_000258
Caust.v2_000095-RA	Caust.v2_000095
Caust.v2_000433-RA	Caust.v2_000433
Caust.v2_000323-RI	Caust.v2_000323
Caust.v2_000539-RA	Caust.v2_000539
Caust.v2_000047-RA	Caust.v2_000047
Caust.v2_000112-RA	Caust.v2_000112
Caust.v2_000515-RA	Caust.v2_000515
Caust.v2_000407-RC	Caust.v2_000407
Caust.v2_000220-RA	Caust.v2_000220
Caust.v2_000113-RA	Caust.v2_000113
Caust.v2_000527-RA	Caust.v2_000527
Caust.v2_000303-RA	Caust.v2_000303
Caust.v2_000098-RA	Caust.v2_000098
Caust.v2_000004-RA	Caust.v2_000004
Caust.v2_000015-RA	Caust.v2_000015
Caust.v2_000358-RA	Caust.v2_000358
Caust.v2_000553-RA	Caust.v2_000553
Caust.v2_000284-RD	Caust.v2_000284
Caust.v2_000311-RE	Caust.v2_000311
Caust.v2_000309-RB	Caust.v2_000309
Caust.v2_000075-RI	Caust.v2_000075
Caust.v2_000470-RA	Caust.v2_000470
Caust.v2_000492-RA	Caust.v2_000492
Caust.v2_000059-RA	Caust.v2_000059
Caust.v2_000119-RC	Caust.v2_000119
Caust.v2_000310-RA	Caust.v2_000310
Caust.v2_000285-RA	Caust.v2_000285
Caust.v2_000316-RA	Caust.v2_000316
Caust.v2_000533-RA	Caust.v2_000533
Caust.v2_000181-RA	Caust.v2_000181
Caust.v2_000601-RA	Caust.v2_000601
Caust.v2_000294-RB	Caust.v2_000294
Caust.v2_000493-RB	Caust.v2_000493
Caust.v2_000326-RA	Caust.v2_000326
Caust.v2_000117-RB	Caust.v2_000117
Caust.v2_000314-RA	Caust.v2_000314
Caust.v2_000450-RB	Caust.v2_000450
Caust.v2_000614-RA	Caust.v2_000614
Caust.v2_000312-RA	Caust.v2_000312
Caust.v2_000116-RA	Caust.v2_000116
Caust.v2_000292-RA	Caust.v2_000292
Caust.v2_000296-RA	Caust.v2_000296
Caust.v2_000076-RA	Caust.v2_000076
Caust.v2_000158-RB	Caust.v2_000158
Caust.v2_000023-RA	Caust.v2_000023
Caust.v2_000579-RB	Caust.v2_000579
Caust.v2_000253-RA	Caust.v2_000253
Caust.v2_000346-RE	Caust.v2_000346
Caust.v2_000259-RF	Caust.v2_000259
Caust.v2_000055-RA	Caust.v2_000055
Caust.v2_000257-RA	Caust.v2_000257
Caust.v2_000042-RA	Caust.v2_000042
Caust.v2_000321-RA	Caust.v2_000321
Caust.v2_000231-RA	Caust.v2_000231
Caust.v2_000043-RA	Caust.v2_000043
Caust.v2_000494-RA	Caust.v2_000494
Caust.v2_000493-RA	Caust.v2_000493
Caust.v2_000547-RC	Caust.v2_000547
Caust.v2_000500-RA	Caust.v2_000500
Caust.v2_000048-RB	Caust.v2_000048
Caust.v2_000173-RA	Caust.v2_000173
Caust.v2_000392-RA	Caust.v2_000392
Caust.v2_000589-RA	Caust.v2_000589
Caust.v2_000261-RA	Caust.v2_000261
Caust.v2_000085-RA	Caust.v2_000085
Caust.v2_000163-RA	Caust.v2_000163
Caust.v2_000048-RK	Caust.v2_000048
Caust.v2_000275-RA	Caust.v2_000275
Caust.v2_000029-RA	Caust.v2_000029
Caust.v2_000003-RA	Caust.v2_000003
Caust.v2_000572-RA	Caust.v2_000572
Caust.v2_000449-RA	Caust.v2_000449
Caust.v2_000568-RA	Caust.v2_000568
Caust.v2_000472-RA	Caust.v2_000472
Caust.v2_000514-RA	Caust.v2_000514
Caust.v2_000344-RA	Caust.v2_000344
Caust.v2_000581-RA	Caust.v2_000581
Caust.v2_000414-RA	Caust.v2_000414
Caust.v2_000070-RA	Caust.v2_000070
Caust.v2_000301-RA	Caust.v2_000301
Caust.v2_000412-RA	Caust.v2_000412
Caust.v2_000074-RC	Caust.v2_000074
Caust.v2_000062-RA	Caust.v2_000062
Caust.v2_000426-RA	Caust.v2_000426
Caust.v2_000381-RA	Caust.v2_000381
Caust.v2_000545-RA	Caust.v2_000545
Caust.v2_000098-RB	Caust.v2_000098
Caust.v2_000234-RA	Caust.v2_000234
Caust.v2_000035-RE	Caust.v2_000035
Caust.v2_000536-RC	Caust.v2_000536
Caust.v2_000629-RA	Caust.v2_000629
Caust.v2_000284-RA	Caust.v2_000284
Caust.v2_000255-RA	Caust.v2_000255
Caust.v2_000564-RA	Caust.v2_000564
Caust.v2_000571-RA	Caust.v2_000571
Caust.v2_000427-RA	Caust.v2_000427
Caust.v2_000024-RA	Caust.v2_000024
Caust.v2_000164-RA	Caust.v2_000164
Caust.v2_000524-RB	Caust.v2_000524
Caust.v2_000367-RA	Caust.v2_000367
Caust.v2_000102-RA	Caust.v2_000102
Caust.v2_000394-RA	Caust.v2_000394
Caust.v2_000161-RC	Caust.v2_000161
Caust.v2_000541-RC	Caust.v2_000541
Caust.v2_000016-RA	Caust.v2_000016
Caust.v2_000093-RB	Caust.v2_000093
Caust.v2_000506-RA	Caust.v2_000506
Caust.v2_000239-RA	Caust.v2_000239
Caust.v2_000483-RA	Caust.v2_000483
Caust.v2_000266-RD	Caust.v2_000266
Caust.v2_000415-RA	Caust.v2_000415
Caust.v2_000241-RA	Caust.v2_000241
Caust.v2_000168-RA	Caust.v2_000168
Caust.v2_000546-RA	Caust.v2_000546
Caust.v2_000075-RH	Caust.v2_000075
Caust.v2_000466-RA	Caust.v2_000466
Caust.v2_000332-RA	Caust.v2_000332
Caust.v2_000190-RC	Caust.v2_000190
Caust.v2_000625-RA	Caust.v2_000625
Caust.v2_000556-RA	Caust.v2_000556
Caust.v2_000311-RF	Caust.v2_000311
Caust.v2_000376-RA	Caust.v2_000376
Caust.v2_000374-RA	Caust.v2_000374
Caust.v2_000306-RA	Caust.v2_000306
Caust.v2_000265-RA	Caust.v2_000265
Caust.v2_000450-RA	Caust.v2_000450
Caust.v2_000309-RA	Caust.v2_000309
Caust.v2_000300-RA	Caust.v2_000300
Caust.v2_000075-RB	Caust.v2_000075
Caust.v2_000171-RA	Caust.v2_000171
Caust.v2_000409-RA	Caust.v2_000409
Caust.v2_000222-RA	Caust.v2_000222
Caust.v2_000587-RA	Caust.v2_000587
Caust.v2_000480-RA	Caust.v2_000480
Caust.v2_000385-RA	Caust.v2_000385
Caust.v2_000215-RA	Caust.v2_000215
Caust.v2_000438-RA	Caust.v2_000438
Caust.v2_000323-RD	Caust.v2_000323
Caust.v2_000387-RA	Caust.v2_000387
Caust.v2_000456-RA	Caust.v2_000456
Caust.v2_000046-RA	Caust.v2_000046
Caust.v2_000388-RA	Caust.v2_000388
Caust.v2_000245-RA	Caust.v2_000245
Caust.v2_000549-RA	Caust.v2_000549
Caust.v2_000465-RA	Caust.v2_000465
Caust.v2_000543-RA	Caust.v2_000543
Caust.v2_000009-RA	Caust.v2_000009
Caust.v2_000359-RA	Caust.v2_000359
Caust.v2_000221-RA	Caust.v2_000221
Caust.v2_000103-RA	Caust.v2_000103
Caust.v2_000403-RA	Caust.v2_000403
Caust.v2_000366-RA	Caust.v2_000366
Caust.v2_000497-RA	Caust.v2_000497
Caust.v2_000038-RA	Caust.v2_000038
Caust.v2_000554-RA	Caust.v2_000554
Caust.v2_000343-RA	Caust.v2_000343
Caust.v2_000279-RA	Caust.v2_000279
Caust.v2_000284-RC	Caust.v2_000284
Caust.v2_000048-RC	Caust.v2_000048
