GeneID	Function	Orthogroup
LOC410582	Background	OG0000220
LOC410583	Putative Immune	OG0000220
LOC410585	Background	OG0001522
LOC410589	Background	OG0006695
LOC410591	Background	OG0002459
LOC410595	Background	OG0006129
LOC410597	Background	OG0006153
LOC410600	Background	OG0006361
LOC410601	Background	OG0006368
LOC410602	Background	OG0008273
LOC410603	Background	OG0000046
LOC410604	Background	OG0005998
LOC410606	Background	OG0006740
LOC410607	Background	OG0005913
LOC410609	Background	OG0000616
LOC410610	Background	OG0006572
LOC410612	Background	OG0006156
LOC410613	Background	OG0003077
LOC410614	Signalling	OG0000020
LOC410616	Background	OG0003787
LOC410617	Background	OG0000845
LOC410618	Background	OG0006749
LOC410620	Background	OG0000068
LOC410621	Background	OG0000493
LOC410622	Background	OG0006742
LOC410623	Background	OG0006793
LOC410624	Background	OG0006743
LOC410626	Putative Immune	OG0003611
LOC410627	Putative Immune	OG0000875
LOC410630	Background	OG0000385
LOC410632	Background	OG0001042
LOC410633	Background	OG0000328
LOC410635	Background	OG0006706
LOC410636	Background	OG0008237
LOC410637	Background	OG0005326
LOC410638	Background	OG0002392
LOC410639	Background	OG0000996
LOC410642	Background	OG0001736
LOC410643	Background	OG0001166
LOC410648	Background	OG0001167
LOC410649	Background	OG0003194
LOC410654	Background	OG0008719
LOC410655	Background	OG0000230
LOC410657	Background	OG0005322
LOC410658	Background	OG0005556
LOC410659	Background	OG0009091
LOC410662	Background	OG0006784
LOC410663	Background	OG0001956
LOC410664	Background	OG0005839
LOC410665	Background	OG0005825
LOC410669	Background	OG0005264
LOC410671	Background	OG0005266
LOC410672	Background	OG0001401
LOC410673	Background	OG0005278
LOC410674	Putative Immune	OG0005267
LOC410675	Background	OG0002356
LOC410676	Background	OG0001400
LOC410678	Background	OG0007516
LOC410683	Putative Immune	OG0000530
LOC410684	Background	OG0003720
LOC410685	Background	OG0001869
LOC410686	Background	OG0003644
LOC410687	Background	OG0005577
LOC410688	Background	OG0003716
LOC410689	Background	OG0003690
LOC410690	Background	OG0003692
LOC410694	Background	OG0006443
LOC410696	Background	OG0008403
LOC410702	Background	OG0008077
LOC410705	Background	OG0005634
LOC410706	Background	OG0000945
LOC410710	Background	OG0002741
LOC410717	Background	OG0003679
LOC410718	Background	OG0003956
LOC410719	Signalling	Unassigned
LOC410723	Background	OG0003223
LOC410724	Background	OG0003576
LOC410725	Background	OG0003624
LOC410726	Background	OG0007756
LOC410727	Background	OG0004337
LOC410728	Background	OG0006795
LOC410729	Background	OG0002153
LOC410730	Background	OG0004796
LOC410732	Signalling	OG0001290
LOC410733	Background	OG0000090
LOC410734	Background	OG0000090
LOC410736	Background	OG0002614
LOC410739	Background	OG0006321
LOC410740	Background	OG0002618
LOC410741	Background	OG0003172
LOC410743	Background	OG0000090
LOC410744	Background	OG0000090
LOC410745	Putative Immune	OG0000090
LOC410746	Background	Unassigned
LOC410747	Putative Immune	OG0009293
LOC410748	Background	OG0000090
LOC410749	Background	OG0003034
LOC410751	Background	OG0001900
LOC410752	Background	OG0006318
LOC410753	Background	OG0001218
LOC410754	Background	OG0006952
LOC410755	Background	OG0001544
LOC410756	Background	OG0000736
LOC410757	Background	OG0006956
LOC410758	Background	OG0002825
LOC410761	Background	OG0003781
LOC410763	Background	OG0007327
LOC410765	Background	OG0009880
LOC410766	Background	OG0003175
LOC410769	Background	OG0003110
LOC410771	Background	OG0002757
LOC410772	Background	Unassigned
LOC410775	Background	OG0005197
LOC410776	Background	OG0001357
LOC410777	Background	OG0007847
LOC410779	Background	OG0001253
LOC410780	Background	OG0004049
LOC410782	Background	OG0001150
LOC410784	Background	OG0004444
LOC410785	Background	OG0000704
LOC410788	Background	OG0000070
LOC410791	Background	OG0007521
LOC410792	Background	OG0001586
LOC410793	Background	OG0006613
LOC410795	Background	OG0007412
LOC410796	Background	OG0003344
LOC410799	Background	OG0002692
LOC410801	Background	OG0006998
LOC410802	Background	OG0006995
LOC410803	Background	OG0006984
LOC410804	Background	OG0006559
LOC410805	Background	OG0001809
LOC410806	Background	OG0003369
LOC410808	Background	OG0001798
LOC410809	Background	OG0003380
LOC410811	Background	OG0003311
LOC410812	Signalling	OG0003310
LOC410816	Background	OG0000417
LOC410819	Background	OG0001192
LOC410820	Background	OG0001193
LOC410821	Background	OG0002936
LOC410823	Background	OG0000136
LOC410824	Background	OG0006854
LOC410825	Background	OG0006833
LOC410828	Putative Immune	OG0006900
LOC410829	Background	OG0006909
LOC410831	Background	OG0007425
LOC410833	Background	OG0003527
LOC410837	Background	OG0002658
LOC410838	Background	OG0006493
LOC410844	Background	OG0006611
LOC410848	Background	OG0006610
LOC410849	Background	OG0006600
LOC410850	Background	OG0006602
LOC410851	Background	OG0006603
LOC410852	Background	OG0008340
LOC410853	Background	OG0001796
LOC410854	Background	OG0007422
LOC410855	Background	OG0006193
LOC410856	Background	OG0002701
LOC410857	Background	OG0009320
LOC410860	Background	OG0002702
LOC410862	Background	OG0006616
LOC410863	Background	OG0003371
LOC410864	Background	OG0001198
LOC410865	Background	OG0006966
LOC410866	Background	OG0008451
LOC410867	Background	OG0002800
LOC410869	Background	OG0002785
LOC410870	Background	OG0009093
LOC410871	Background	OG0001788
LOC410872	Background	OG0001787
LOC410874	Background	OG0002963
LOC410875	Background	OG0002959
LOC410876	Background	OG0002958
LOC410877	Background	OG0007297
LOC410878	Background	OG0003326
LOC410879	Background	OG0003392
LOC410882	Background	OG0004425
LOC410883	Background	OG0002581
LOC410884	Background	OG0002354
LOC410885	Background	OG0005442
LOC410886	Background	OG0002946
LOC410887	Background	OG0002363
LOC410888	Background	OG0006673
LOC410889	Background	OG0008210
LOC410890	Background	OG0008027
LOC410891	Background	OG0002985
LOC410893	Background	OG0006181
LOC410894	Putative Immune	OG0000193
LOC410895	Background	OG0004578
LOC410896	Background	OG0004582
LOC410897	Background	OG0004583
LOC410904	Background	OG0002496
LOC410905	Background	OG0000334
LOC410906	Background	OG0002494
LOC410907	Background	OG0004963
LOC410910	Background	OG0006027
LOC410911	Background	OG0000476
LOC410913	Background	OG0000206
LOC410915	Background	OG0007559
LOC410916	Background	OG0001980
LOC410918	Background	OG0000292
LOC410920	Background	OG0003766
LOC410922	Background	OG0001909
LOC410923	Background	OG0007118
LOC410924	Background	OG0002518
LOC410925	Background	OG0006005
LOC410926	Background	OG0008993
LOC410933	Background	OG0001497
LOC410936	Background	OG0005418
LOC410938	Background	OG0001089
LOC410940	Background	OG0001931
LOC410941	Background	OG0003849
LOC410943	Background	OG0004477
LOC410944	Background	OG0008745
LOC410947	Background	OG0003531
LOC410948	Background	OG0003491
LOC410949	Background	OG0003492
LOC410950	Background	OG0003478
LOC410951	Background	OG0007476
LOC410952	Background	OG0003487
LOC410953	Background	OG0003475
LOC410956	Background	OG0007568
LOC410957	Background	OG0006017
LOC410958	Background	OG0003753
LOC410959	Background	OG0008756
LOC410960	Background	OG0003841
LOC410961	Background	OG0004105
LOC410964	Background	OG0007748
LOC410965	Background	OG0004460
LOC410967	Background	OG0005546
LOC410968	Background	OG0000174
LOC410969	Background	OG0004387
LOC410970	Background	OG0005440
LOC410972	Background	OG0002351
LOC410973	Background	OG0002350
LOC410975	Background	OG0005924
LOC410976	Background	OG0006255
LOC410979	Background	OG0006512
LOC410980	Background	OG0006511
LOC410982	Background	OG0002672
LOC410985	Background	OG0006504
LOC410986	Background	OG0005640
LOC410987	Background	OG0005639
LOC410989	Background	OG0006463
LOC410990	Background	OG0006565
LOC410992	Background	OG0001565
LOC410993	Background	OG0006485
LOC410994	Signalling	OG0000042
LOC410996	Signalling	OG0000042
LOC410997	Background	OG0006486
LOC410998	Background	OG0006487
LOC410999	Background	OG0006488
LOC411003	Background	OG0005500
LOC411006	Background	OG0000754
LOC411009	Background	OG0000687
LOC411011	Background	OG0002657
LOC411012	Signalling	OG0000699
LOC411013	Background	OG0004843
LOC411014	Background	OG0001297
LOC411018	Background	OG0000959
LOC411019	Background	OG0001355
LOC411021	Background	OG0009430
LOC411023	Background	OG0006553
LOC411024	Background	OG0006458
LOC411026	Background	OG0000733
LOC411030	Background	OG0002391
LOC411036	Background	OG0005543
LOC411037	Background	OG0009675
LOC411038	Background	OG0004454
LOC411043	Background	OG0002656
LOC411044	Background	OG0005653
LOC411046	Background	OG0008309
LOC411047	Background	Unassigned
LOC411048	Background	OG0000799
LOC411050	Background	OG0000490
LOC411052	Background	OG0000223
LOC411053	Background	OG0006478
LOC411054	Background	OG0006564
LOC411058	Background	OG0002541
LOC411059	Background	OG0006314
LOC411060	Background	OG0001529
LOC411062	Background	OG0001028
LOC411065	Background	OG0003384
LOC411068	Background	OG0002515
LOC411069	Background	OG0005988
LOC411070	Background	OG0005987
LOC411071	Background	OG0008161
LOC411072	Background	OG0005986
LOC411073	Background	OG0003404
LOC411076	Background	OG0002742
LOC411077	Background	OG0003421
LOC411078	Background	OG0003378
LOC411079	Background	OG0007438
LOC411080	Background	OG0003374
LOC411081	Background	OG0000551
LOC411083	Background	OG0000206
LOC411085	Background	OG0007443
LOC411086	Background	OG0003420
LOC411088	Background	OG0001346
LOC411090	Background	OG0007962
LOC411091	Background	OG0005225
LOC411093	Background	OG0007372
LOC411095	Background	OG0003509
LOC411099	Background	OG0007365
LOC411100	Background	OG0000869
LOC411102	Background	OG0003535
LOC411103	Background	OG0005298
LOC411104	Background	OG0004712
LOC411105	Background	OG0000372
LOC411106	Background	OG0004416
LOC411110	Background	OG0002149
LOC411113	Background	OG0001341
LOC411114	Background	OG0001285
LOC411115	Signalling	OG0004717
LOC411116	Background	OG0004350
LOC411121	Background	OG0007949
LOC411122	Background	OG0007950
LOC411124	Background	OG0003142
LOC411125	Background	OG0004330
LOC411126	Background	OG0002062
LOC411133	Background	OG0000295
LOC411134	Background	OG0000296
LOC411140	Putative Immune	OG0000912
LOC411141	Background	OG0003015
LOC411142	Background	OG0003016
LOC411144	Background	OG0007547
LOC411145	Background	OG0002574
LOC411147	Background	OG0000485
LOC411148	Putative Immune	OG0000595
LOC411150	Background	OG0003899
LOC411154	Background	OG0003038
LOC411155	Background	OG0003062
LOC411156	Background	OG0000599
LOC411157	Background	OG0001714
LOC411158	Background	OG0003004
LOC411159	Background	OG0002883
LOC411163	Background	OG0003002
LOC411164	Background	OG0003000
LOC411167	Background	OG0006190
LOC411171	Background	OG0002512
LOC411172	Background	OG0006348
LOC411173	Background	OG0002626
LOC411175	Background	OG0000106
LOC411176	Background	OG0003805
LOC411177	Background	OG0003802
LOC411181	Background	OG0001884
LOC411182	Background	OG0001898
LOC411183	Background	OG0006330
LOC411185	Background	OG0006625
LOC411186	Background	OG0001200
LOC411187	Background	OG0005351
LOC411188	Putative Immune	OG0005352
LOC411189	Background	OG0007996
LOC411191	Background	OG0003612
LOC411192	Background	OG0006760
LOC411193	Background	OG0006768
LOC411194	Background	OG0005137
LOC411195	Background	OG0005134
LOC411196	Background	OG0006735
LOC411197	Background	OG0008400
LOC411199	Background	OG0006254
LOC411200	Background	OG0007594
LOC411201	Background	OG0000089
LOC411202	Background	OG0001740
LOC411204	Background	OG0003167
LOC411206	Background	OG0002170
LOC411207	Background	OG0004836
LOC411209	Background	OG0008618
LOC411212	Background	OG0000089
LOC411213	Background	OG0000089
LOC411214	Background	OG0008238
LOC411215	Background	OG0005392
LOC411217	Background	OG0005206
LOC411218	Background	OG0005204
LOC411219	Background	OG0002056
LOC411220	Background	OG0003912
LOC411223	Putative Immune	OG0000597
LOC411226	Background	OG0002732
LOC411227	Background	OG0006674
LOC411229	Background	OG0000452
LOC411230	Background	OG0004484
LOC411231	Background	OG0004204
LOC411233	Background	OG0006667
LOC411234	Background	OG0006668
LOC411237	Background	OG0003860
LOC411238	Background	OG0006104
LOC411239	Background	OG0003572
LOC411240	Background	OG0000921
LOC411245	Background	OG0003892
LOC411248	Background	OG0007619
LOC411249	Background	OG0000686
LOC411250	Background	OG0000041
LOC411252	Background	OG0002067
LOC411253	Background	OG0007343
LOC411255	Background	OG0003877
LOC411260	Background	OG0003649
LOC411261	Background	OG0001836
LOC411262	Background	OG0003122
LOC411264	Background	Unassigned
LOC411265	Background	OG0001537
LOC411266	Background	OG0007922
LOC411268	Background	OG0005069
LOC411269	Background	OG0005074
LOC411270	Signalling	OG0005713
LOC411272	Background	OG0002535
LOC411273	Background	OG0005077
LOC411276	Background	OG0004624
LOC411277	Background	OG0005567
LOC411279	Background	OG0005561
LOC411280	Background	OG0000947
LOC411282	Background	OG0004565
LOC411285	Putative Immune	OG0006974
LOC411288	Background	OG0002244
LOC411290	Putative Immune	OG0003208
LOC411291	Background	OG0006285
LOC411293	Background	OG0006644
LOC411294	Background	OG0006645
LOC411295	Signalling	OG0008351
LOC411296	Background	OG0004474
LOC411297	Putative Immune	OG0004079
LOC411298	Background	OG0004080
LOC411299	Background	OG0003203
LOC411301	Background	OG0000270
LOC411304	Background	OG0007394
LOC411305	Background	OG0001775
LOC411306	Background	OG0000821
LOC411307	Background	OG0002455
LOC411315	Background	OG0004439
LOC411316	Putative Immune	OG0009116
LOC411317	Background	OG0006648
LOC411320	Background	OG0006647
LOC411326	Background	OG0008197
LOC411327	Background	OG0006142
LOC411330	Background	OG0002502
LOC411335	Background	OG0001185
LOC411336	Background	OG0005193
LOC411338	Background	OG0005192
LOC411340	Putative Immune	OG0000311
LOC411343	Background	OG0007401
LOC411344	Background	OG0001781
LOC411345	Background	OG0007095
LOC411347	Background	OG0000815
LOC411348	Background	OG0005633
LOC411349	Background	OG0006856
LOC411351	Background	OG0003660
LOC411353	Background	OG0000501
LOC411355	Background	OG0002640
LOC411358	Background	OG0007096
LOC411359	Background	OG0002371
LOC411361	Background	OG0000546
LOC411362	Background	OG0001187
LOC411364	Background	OG0005849
LOC411365	Background	OG0001267
LOC411366	Background	OG0002649
LOC411371	Background	OG0007385
LOC411372	Background	OG0002623
LOC411373	Background	OG0007999
LOC411374	Background	OG0005342
LOC411376	Background	OG0002931
LOC411378	Background	OG0002232
LOC411380	Background	OG0001738
LOC411381	Signalling	OG0001174
LOC411385	Background	OG0008116
LOC411387	Background	OG0005964
LOC411391	Background	OG0004658
LOC411392	Background	OG0002309
LOC411396	Background	OG0000481
LOC411403	Background	OG0006040
LOC411404	Background	OG0001090
LOC411405	Background	OG0009408
LOC411406	Background	OG0001536
LOC411407	Background	OG0006258
LOC411408	Background	OG0006262
LOC411410	Background	OG0001904
LOC411411	Background	OG0000630
LOC411412	Background	OG0008507
LOC411414	Background	OG0004000
LOC411415	Background	OG0003909
LOC411417	Background	OG0001725
LOC411419	Background	OG0005797
LOC411420	Background	OG0002790
LOC411423	Background	OG0007364
LOC411433	Background	OG0008324
LOC411435	Background	OG0002304
LOC411447	Background	OG0001070
LOC411448	Background	OG0008828
LOC411450	Background	OG0000992
LOC411452	Background	OG0002571
LOC411457	Background	OG0001329
LOC411458	Background	OG0002130
LOC411459	Background	OG0002222
LOC411463	Background	OG0005921
LOC411465	Background	OG0007126
LOC411466	Background	OG0001491
LOC411467	Background	OG0008787
LOC411468	Background	OG0008114
LOC411469	Background	OG0004635
LOC411472	Background	OG0008059
LOC411473	Background	OG0005579
LOC411474	Background	OG0003681
LOC411476	Background	OG0006054
LOC411477	Background	OG0002186
LOC411481	Background	OG0005984
LOC411482	Background	OG0006964
LOC411483	Background	OG0008564
LOC411486	Background	OG0007251
LOC411488	Background	OG0001001
LOC411490	Background	OG0001721
LOC411491	Background	OG0007331
LOC411492	Background	OG0005545
LOC411493	Background	OG0006866
LOC411494	Background	OG0006867
LOC411495	Background	OG0002848
LOC411496	Background	OG0000793
LOC411502	Background	OG0005672
LOC411503	Background	OG0001301
LOC411505	Background	OG0005395
LOC411506	Background	OG0007861
LOC411507	Background	OG0000857
LOC411508	Background	OG0004739
LOC411509	Background	OG0007801
LOC411510	Background	OG0001091
LOC411515	Background	OG0006370
LOC411519	Signalling	OG0000020
LOC411520	Background	OG0006834
LOC411524	Background	OG0008651
LOC411525	Background	OG0005102
LOC411526	Background	OG0006174
LOC411529	Background	OG0004131
LOC411531	Background	OG0001456
LOC411533	Background	OG0002158
LOC411534	Background	OG0003957
LOC411535	Background	OG0002843
LOC411536	Background	OG0000523
LOC411538	Background	OG0005663
LOC411539	Background	OG0007504
LOC411540	Background	OG0002248
LOC411541	Background	OG0002247
LOC411542	Background	OG0007759
LOC411545	Background	OG0006238
LOC411546	Background	OG0007315
LOC411548	Background	OG0003764
LOC411552	Putative Immune	OG0006092
LOC411553	Background	OG0007018
LOC411554	Background	OG0000810
LOC411555	Background	OG0001210
LOC411556	Putative Immune	OG0003454
LOC411557	Putative Immune	OG0002387
LOC411563	Background	OG0005424
LOC411564	Putative Immune	OG0000044
LOC411566	Signalling	OG0002127
LOC411568	Background	OG0005357
LOC411569	Background	OG0005978
LOC411570	Background	OG0005979
LOC411572	Background	OG0006149
LOC411573	Background	OG0005850
LOC411575	Background	OG0007128
LOC411576	Background	OG0000727
LOC411577	Effector	OG0004091
LOC411579	Background	OG0004841
LOC411581	Background	OG0001455
LOC411582	Background	OG0005652
LOC411585	Background	OG0001462
LOC411586	Background	OG0002736
LOC411589	Background	OG0005213
LOC411591	Background	OG0001545
LOC411595	Background	OG0001502
LOC411596	Background	OG0006656
LOC411597	Background	OG0001882
LOC411599	Putative Immune	OG0006823
LOC411600	Background	OG0008254
LOC411602	Background	OG0000270
LOC411603	Background	OG0005748
LOC411604	Background	OG0008105
LOC411607	Background	OG0001535
LOC411609	Background	OG0007553
LOC411611	Background	OG0006579
LOC411612	Background	OG0002193
LOC411613	Signalling	OG0009651
LOC411614	Background	OG0000824
LOC411617	Background	OG0006426
LOC411618	Background	OG0008521
LOC411619	Background	OG0004452
LOC411622	Background	OG0002380
LOC411627	Background	OG0003981
LOC411629	Background	OG0005628
LOC411630	Background	OG0005635
LOC411631	Background	OG0006913
LOC411633	Background	OG0006441
LOC411637	Background	OG0004617
LOC411638	Background	OG0004590
LOC411639	Signalling	OG0001885
LOC411640	Background	OG0001987
LOC411642	Background	OG0006468
LOC411646	Background	OG0005774
LOC411647	Background	OG0000689
LOC411649	Background	OG0003866
LOC411651	Background	OG0003353
LOC411652	Background	OG0003354
LOC411653	Background	OG0005290
LOC411654	Background	OG0005855
LOC411655	Background	OG0000473
LOC411657	Background	OG0000353
LOC411658	Background	OG0003200
LOC411661	Background	OG0005884
LOC411662	Background	OG0005703
LOC411663	Background	OG0007867
LOC411664	Background	OG0003213
LOC411665	Background	OG0007355
LOC411670	Background	OG0006969
LOC411671	Background	OG0001688
LOC411672	Background	OG0000331
LOC411673	Background	OG0001549
LOC411674	Background	OG0005065
LOC411675	Background	OG0003736
LOC411677	Background	OG0000382
LOC411678	Background	OG0005642
LOC411679	Background	OG0005952
LOC411683	Background	OG0006649
LOC411685	Background	OG0005258
LOC411691	Putative Immune	OG0003482
LOC411692	Background	OG0000843
LOC411693	Background	OG0001763
LOC411694	Background	OG0003555
LOC411695	Background	OG0003558
LOC411696	Background	OG0002744
LOC411697	Background	OG0003361
LOC411698	Background	OG0003759
LOC411699	Background	OG0002033
LOC411700	Background	OG0000456
LOC411704	Background	OG0002400
LOC411705	Background	OG0002401
LOC411706	Background	OG0000142
LOC411707	Background	OG0000950
LOC411711	Background	OG0001996
LOC411712	Signalling	OG0000609
LOC411714	Background	OG0000573
LOC411715	Background	OG0008494
LOC411718	Background	OG0000628
LOC411719	Background	OG0007088
LOC411720	Background	OG0006111
LOC411721	Background	OG0007512
LOC411722	Background	OG0003647
LOC411723	Background	OG0001870
LOC411724	Background	OG0003561
LOC411725	Background	OG0006617
LOC411727	Background	OG0000262
LOC411729	Background	OG0001319
LOC411730	Background	OG0004681
LOC411731	Background	OG0002759
LOC411732	Background	OG0000978
LOC411734	Background	OG0008497
LOC411735	Background	Unassigned
LOC411738	Background	OG0005989
LOC411739	Background	OG0002596
LOC411742	Background	OG0007888
LOC411744	Background	Unassigned
LOC411746	Background	OG0002024
LOC411748	Background	OG0006672
LOC411750	Background	OG0005510
LOC411753	Background	OG0006638
LOC411754	Background	OG0007862
LOC411756	Background	OG0004530
LOC411757	Background	OG0002147
LOC411758	Background	OG0004743
LOC411759	Background	OG0001271
LOC411760	Background	OG0006699
LOC411763	Background	OG0008410
LOC411764	Background	OG0008356
LOC411765	Background	OG0006717
LOC411766	Background	OG0006761
LOC411769	Background	OG0004970
LOC411771	Background	OG0004914
LOC411772	Background	OG0006106
LOC411774	Background	OG0007678
LOC411775	Background	OG0004666
LOC411778	Background	OG0006828
LOC411779	Background	OG0002772
LOC411780	Background	OG0008418
LOC411781	Background	OG0005819
LOC411785	Background	OG0007631
LOC411786	Background	OG0004014
LOC411789	Background	OG0004502
LOC411790	Background	OG0004975
LOC411791	Background	Unassigned
LOC411793	Background	OG0006341
LOC411794	Background	OG0006891
LOC411795	Background	OG0007033
LOC411796	Background	OG0002829
LOC411797	Background	OG0002964
LOC411799	Background	OG0005573
LOC411802	Background	OG0006622
LOC411805	Background	OG0000729
LOC411806	Background	OG0007170
LOC411807	Background	OG0000695
LOC411808	Background	OG0000678
LOC411809	Background	OG0005220
LOC411811	Background	OG0000469
LOC411812	Background	OG0000914
LOC411813	Background	OG0000294
LOC411814	Background	OG0008872
LOC411815	Background	OG0003191
LOC411816	Signalling	OG0004592
LOC411820	Background	OG0005947
LOC411822	Background	OG0001223
LOC411827	Background	OG0005050
LOC411828	Background	OG0007148
LOC411829	Background	OG0002860
LOC411832	Background	OG0003276
LOC411833	Background	OG0006082
LOC411836	Background	OG0007813
LOC411837	Background	OG0005182
LOC411839	Background	OG0007604
LOC411841	Background	OG0007328
LOC411843	Background	OG0008401
LOC411845	Background	OG0002577
LOC411846	Background	OG0002575
LOC411849	Background	OG0001715
LOC411850	Background	OG0005587
LOC411852	Background	OG0002020
LOC411854	Background	OG0007695
LOC411856	Background	OG0001379
LOC411857	Background	Unassigned
LOC411858	Background	OG0004159
LOC411861	Background	OG0002569
LOC411862	Background	OG0002600
LOC411863	Background	OG0002421
LOC411864	Background	OG0006048
LOC411865	Background	OG0007793
LOC411870	Background	OG0008018
LOC411871	Background	OG0005447
LOC411875	Background	OG0005684
LOC411879	Background	OG0003460
LOC411881	Background	OG0006277
LOC411882	Background	OG0000544
LOC411886	Background	OG0006297
LOC411888	Effector	OG0007590
LOC411889	Background	OG0003906
LOC411890	Background	OG0000468
LOC411891	Background	OG0005665
LOC411892	Signalling	OG0005937
LOC411893	Background	OG0001937
LOC411894	Background	OG0000270
LOC411896	Background	OG0007208
LOC411897	Background	OG0000329
LOC411901	Background	OG0004744
LOC411902	Background	OG0007811
LOC411903	Background	OG0003082
LOC411904	Background	OG0005420
LOC411905	Background	OG0000421
LOC411906	Background	OG0006872
LOC411907	Background	OG0008362
LOC411908	Background	OG0003617
LOC411909	Background	OG0001849
LOC411910	Background	OG0000758
LOC411915	Signalling	OG0007976
LOC411916	Background	OG0002273
LOC411917	Background	OG0000489
LOC411918	Background	OG0003663
LOC411919	Background	OG0003348
LOC411920	Background	OG0005679
LOC411922	Background	OG0003462
LOC411923	Background	OG0003461
LOC411924	Background	OG0007453
LOC411927	Background	OG0000071
LOC411930	Background	OG0001037
LOC411931	Background	OG0001232
LOC411935	Background	OG0000184
LOC411936	Background	OG0008489
LOC411937	Background	OG0006100
LOC411939	Background	OG0003517
LOC411942	Background	OG0001995
LOC411943	Background	OG0002474
LOC411947	Background	OG0005666
LOC411953	Background	OG0001819
LOC411955	Background	OG0005486
LOC411958	Background	OG0004993
LOC411959	Background	OG0000073
LOC411960	Background	OG0005396
LOC411961	Background	OG0003715
LOC411962	Background	OG0007981
LOC411965	Background	OG0005847
LOC411968	Putative Immune	OG0006957
LOC411969	Background	OG0001230
LOC411970	Background	OG0006012
LOC411972	Background	OG0001024
LOC411974	Background	OG0000839
LOC411976	Background	OG0005805
LOC411978	Putative Immune	OG0000797
LOC411980	Signalling	OG0003890
LOC411981	Background	OG0004464
LOC411982	Background	OG0002068
LOC411983	Background	OG0000101
LOC411985	Background	OG0003319
LOC411986	Background	OG0007687
LOC411989	Background	OG0007941
LOC411991	Background	OG0000694
LOC411995	Background	OG0001046
LOC411996	Background	OG0006161
LOC411997	Background	OG0000133
LOC411998	Background	OG0004231
LOC412000	Background	OG0007307
LOC412002	Background	OG0008583
LOC412003	Background	OG0004139
LOC412005	Background	OG0007411
LOC412007	Background	OG0002652
LOC412008	Background	OG0005374
LOC412009	Background	OG0001622
LOC412010	Background	OG0008429
LOC412011	Background	OG0001634
LOC412013	Effector	OG0005529
LOC412015	Putative Immune	OG0006211
LOC412016	Background	OG0006961
LOC412017	Background	OG0006962
LOC412018	Background	OG0002766
LOC412020	Background	OG0000478
LOC412021	Background	OG0004112
LOC412024	Background	OG0007659
LOC412025	Background	OG0005189
LOC412027	Background	OG0007550
LOC412030	Background	OG0006880
LOC412031	Background	OG0002032
LOC412034	Background	OG0000448
LOC412035	Background	OG0007140
LOC412036	Background	OG0007179
LOC412041	Background	OG0003405
LOC412045	Background	OG0003232
LOC412046	Background	OG0003699
LOC412051	Background	OG0002597
LOC412053	Background	OG0000552
LOC412055	Background	OG0002325
LOC412056	Background	OG0005302
LOC412057	Background	OG0006053
LOC412059	Background	OG0006242
LOC412064	Background	OG0000966
LOC412065	Background	OG0007707
LOC412067	Background	OG0001994
LOC412069	Background	OG0004068
LOC412070	Background	OG0005379
LOC412072	Background	OG0004365
LOC412074	Background	OG0001635
LOC412076	Background	OG0005270
LOC412077	Background	OG0002945
LOC412079	Background	OG0004627
LOC412080	Background	OG0007957
LOC412081	Background	OG0005571
LOC412082	Background	OG0000361
LOC412083	Background	OG0000847
LOC412084	Background	OG0003459
LOC412085	Background	OG0006023
LOC412088	Background	OG0002451
LOC412091	Background	OG0004718
LOC412092	Background	OG0007344
LOC412093	Background	OG0001730
LOC412094	Background	OG0003135
LOC412097	Background	OG0005403
LOC412099	Background	OG0003784
LOC412100	Background	OG0004042
LOC412101	Background	OG0003998
LOC412103	Background	OG0001066
LOC412104	Background	OG0002456
LOC412107	Background	OG0005722
LOC412108	Background	OG0000316
LOC412109	Background	OG0002417
LOC412111	Background	OG0002366
LOC412112	Background	OG0005051
LOC412114	Background	OG0002879
LOC412115	Signalling	OG0000998
LOC412116	Background	OG0004649
LOC412117	Background	OG0005584
LOC412118	Background	OG0006593
LOC412119	Background	OG0004777
LOC412125	Background	OG0000941
LOC412127	Background	OG0001197
LOC412128	Background	OG0000429
LOC412129	Background	OG0005504
LOC412130	Background	OG0005519
LOC412131	Background	OG0000251
LOC412132	Background	OG0005685
LOC412133	Background	OG0002799
LOC412141	Background	OG0002813
LOC412143	Background	OG0002378
LOC412148	Background	OG0004031
LOC412149	Background	OG0004183
LOC412150	Background	OG0002137
LOC412154	Background	OG0004899
LOC412155	Background	OG0002390
LOC412157	Background	OG0002233
LOC412158	Background	OG0005200
LOC412159	Background	OG0006231
LOC412160	Background	OG0003987
LOC412161	Background	OG0002089
LOC412162	Putative Immune	OG0004345
LOC412163	Background	OG0000162
LOC412164	Background	OG0004280
LOC412166	Background	OG0000054
LOC412167	Background	OG0004611
LOC412169	Background	OG0001919
LOC412170	Background	OG0003798
LOC412172	Background	OG0006208
LOC412174	Background	OG0000118
LOC412175	Background	OG0000350
LOC412176	Background	OG0004305
LOC412177	Background	OG0009701
LOC412180	Background	OG0002508
LOC412187	Background	OG0005601
LOC412189	Background	OG0003830
LOC412190	Background	OG0006890
LOC412191	Background	OG0005117
LOC412192	Background	OG0004378
LOC412193	Background	OG0007720
LOC412194	Background	OG0000243
LOC412195	Background	OG0007621
LOC412196	Background	OG0005586
LOC412197	Background	OG0002403
LOC412198	Background	OG0000158
LOC412199	Background	OG0004696
LOC412200	Background	OG0008078
LOC412203	Background	OG0008652
