Transcript	Gene	Protein	CcalID
Caust.v2_010090-RA	Caust.v2_010090	Caust.v2_010090-RA	NA
Caust.v2_010091-RA	Caust.v2_010091	Caust.v2_010091-RA	XP_026669488
Caust.v2_010092-RA	Caust.v2_010092	Caust.v2_010092-RA	NA
Caust.v2_010093-RA	Caust.v2_010093	Caust.v2_010093-RA	XP_017880442
Caust.v2_010094-RA	Caust.v2_010094	Caust.v2_010094-RA	XP_026669487
Caust.v2_010094-RB	Caust.v2_010094	Caust.v2_010094-RB	XP_026669487
Caust.v2_010094-RC	Caust.v2_010094	Caust.v2_010094-RC	XP_026669487
Caust.v2_010095-RA	Caust.v2_010095	Caust.v2_010095-RA	NA
Caust.v2_010096-RA	Caust.v2_010096	Caust.v2_010096-RA	XP_017880451
Caust.v2_010097-RA	Caust.v2_010097	Caust.v2_010097-RA	NA
Caust.v2_010098-RA	Caust.v2_010098	Caust.v2_010098-RA	NA
Caust.v2_010099-RA	Caust.v2_010099	Caust.v2_010099-RA	NA
Caust.v2_010100-RA	Caust.v2_010100	Caust.v2_010100-RA	XP_026675370
Caust.v2_010101-RA	Caust.v2_010101	Caust.v2_010101-RA	XP_017892180
Caust.v2_010102-RA	Caust.v2_010102	Caust.v2_010102-RA	XP_017892178
Caust.v2_010103-RA	Caust.v2_010103	Caust.v2_010103-RA	XP_017892193
Caust.v2_010104-RA	Caust.v2_010104	Caust.v2_010104-RA	NA
Caust.v2_010105-RA	Caust.v2_010105	Caust.v2_010105-RA	XP_017892289
Caust.v2_010105-RB	Caust.v2_010105	Caust.v2_010105-RB	XP_017892289
Caust.v2_010106-RA	Caust.v2_010106	Caust.v2_010106-RA	XP_017892288
Caust.v2_010107-RA	Caust.v2_010107	Caust.v2_010107-RA	XP_026675330
Caust.v2_010108-RA	Caust.v2_010108	Caust.v2_010108-RA	XP_017892185
Caust.v2_010109-RA	Caust.v2_010109	Caust.v2_010109-RA	XP_026675325
Caust.v2_010110-RA	Caust.v2_010110	Caust.v2_010110-RA	XP_026675322
Caust.v2_010111-RA	Caust.v2_010111	Caust.v2_010111-RA	XP_017892182
Caust.v2_010112-RA	Caust.v2_010112	Caust.v2_010112-RA	XP_026675323
Caust.v2_010112-RB	Caust.v2_010112	Caust.v2_010112-RB	XP_017892183
Caust.v2_010113-RA	Caust.v2_010113	Caust.v2_010113-RA	NA
Caust.v2_010114-RA	Caust.v2_010114	Caust.v2_010114-RA	XP_017892195
Caust.v2_010115-RA	Caust.v2_010115	Caust.v2_010115-RA	NA
Caust.v2_010116-RA	Caust.v2_010116	Caust.v2_010116-RA	NA
Caust.v2_010117-RA	Caust.v2_010117	Caust.v2_010117-RA	NA
Caust.v2_010118-RA	Caust.v2_010118	Caust.v2_010118-RA	XP_017880173
Caust.v2_010119-RA	Caust.v2_010119	Caust.v2_010119-RA	NA
Caust.v2_010120-RA	Caust.v2_010120	Caust.v2_010120-RA	NA
Caust.v2_010121-RA	Caust.v2_010121	Caust.v2_010121-RA	NA
Caust.v2_010122-RA	Caust.v2_010122	Caust.v2_010122-RA	NA
Caust.v2_010123-RA	Caust.v2_010123	Caust.v2_010123-RA	NA
Caust.v2_010124-RA	Caust.v2_010124	Caust.v2_010124-RA	XP_017880564
Caust.v2_010124-RB	Caust.v2_010124	Caust.v2_010124-RB	XP_017880564
Caust.v2_010124-RC	Caust.v2_010124	Caust.v2_010124-RC	XP_017880564
Caust.v2_010125-RA	Caust.v2_010125	Caust.v2_010125-RA	XP_017880611
Caust.v2_010125-RB	Caust.v2_010125	Caust.v2_010125-RB	XP_017880611
Caust.v2_010125-RC	Caust.v2_010125	Caust.v2_010125-RC	XP_017880577
Caust.v2_010125-RD	Caust.v2_010125	Caust.v2_010125-RD	XP_017880577
Caust.v2_010125-RE	Caust.v2_010125	Caust.v2_010125-RE	XP_017880611
Caust.v2_010125-RF	Caust.v2_010125	Caust.v2_010125-RF	XP_017880577
Caust.v2_010125-RG	Caust.v2_010125	Caust.v2_010125-RG	XP_017880611
Caust.v2_010125-RH	Caust.v2_010125	Caust.v2_010125-RH	XP_017880577
Caust.v2_010126-RA	Caust.v2_010126	Caust.v2_010126-RA	XP_026669134
Caust.v2_010127-RA	Caust.v2_010127	Caust.v2_010127-RA	XP_017879713
Caust.v2_010128-RA	Caust.v2_010128	Caust.v2_010128-RA	XP_017879707
Caust.v2_010128-RB	Caust.v2_010128	Caust.v2_010128-RB	XP_017879709
Caust.v2_010128-RC	Caust.v2_010128	Caust.v2_010128-RC	XP_017879709
Caust.v2_010128-RD	Caust.v2_010128	Caust.v2_010128-RD	XP_017879709
Caust.v2_010128-RE	Caust.v2_010128	Caust.v2_010128-RE	XP_017879709
Caust.v2_010129-RA	Caust.v2_010129	Caust.v2_010129-RA	XP_017879715
Caust.v2_010130-RA	Caust.v2_010130	Caust.v2_010130-RA	NA
Caust.v2_010131-RA	Caust.v2_010131	Caust.v2_010131-RA	XP_017879714
Caust.v2_010132-RA	Caust.v2_010132	Caust.v2_010132-RA	XP_017884788
Caust.v2_010133-RA	Caust.v2_010133	Caust.v2_010133-RA	XP_017884794
Caust.v2_010134-RA	Caust.v2_010134	Caust.v2_010134-RA	XP_017884787
Caust.v2_010135-RA	Caust.v2_010135	Caust.v2_010135-RA	XP_017888135
Caust.v2_010136-RA	Caust.v2_010136	Caust.v2_010136-RA	XP_026673329
Caust.v2_010137-RA	Caust.v2_010137	Caust.v2_010137-RA	XP_026671635
Caust.v2_010138-RA	Caust.v2_010138	Caust.v2_010138-RA	XP_026671635
Caust.v2_010139-RA	Caust.v2_010139	Caust.v2_010139-RA	XP_026671635
Caust.v2_010140-RA	Caust.v2_010140	Caust.v2_010140-RA	XP_026671633
Caust.v2_010140-RB	Caust.v2_010140	Caust.v2_010140-RB	XP_026671633
Caust.v2_010140-RC	Caust.v2_010140	Caust.v2_010140-RC	XP_026671633
Caust.v2_010140-RD	Caust.v2_010140	Caust.v2_010140-RD	XP_026671633
Caust.v2_010141-RA	Caust.v2_010141	Caust.v2_010141-RA	XP_017884479
Caust.v2_010142-RA	Caust.v2_010142	Caust.v2_010142-RA	XP_017884993
Caust.v2_010143-RA	Caust.v2_010143	Caust.v2_010143-RA	XP_026671633
Caust.v2_010144-RA	Caust.v2_010144	Caust.v2_010144-RA	XP_017884989
Caust.v2_010145-RA	Caust.v2_010145	Caust.v2_010145-RA	XP_017884992
Caust.v2_010146-RA	Caust.v2_010146	Caust.v2_010146-RA	NA
Caust.v2_010147-RA	Caust.v2_010147	Caust.v2_010147-RA	XP_026671805
Caust.v2_010148-RA	Caust.v2_010148	Caust.v2_010148-RA	NA
Caust.v2_010149-RA	Caust.v2_010149	Caust.v2_010149-RA	XP_017884373
Caust.v2_010150-RA	Caust.v2_010150	Caust.v2_010150-RA	NA
Caust.v2_010151-RA	Caust.v2_010151	Caust.v2_010151-RA	XP_017884393
Caust.v2_010152-RA	Caust.v2_010152	Caust.v2_010152-RA	NA
Caust.v2_010153-RA	Caust.v2_010153	Caust.v2_010153-RA	XP_017891464
Caust.v2_010154-RA	Caust.v2_010154	Caust.v2_010154-RA	NA
Caust.v2_010155-RA	Caust.v2_010155	Caust.v2_010155-RA	NA
Caust.v2_010156-RA	Caust.v2_010156	Caust.v2_010156-RA	NA
Caust.v2_010157-RA	Caust.v2_010157	Caust.v2_010157-RA	NA
Caust.v2_010158-RA	Caust.v2_010158	Caust.v2_010158-RA	NA
Caust.v2_010159-RA	Caust.v2_010159	Caust.v2_010159-RA	XP_017891507
Caust.v2_010160-RA	Caust.v2_010160	Caust.v2_010160-RA	NA
Caust.v2_010161-RA	Caust.v2_010161	Caust.v2_010161-RA	XP_017891505
Caust.v2_010162-RA	Caust.v2_010162	Caust.v2_010162-RA	NA
Caust.v2_010163-RA	Caust.v2_010163	Caust.v2_010163-RA	XP_017891511
Caust.v2_010164-RA	Caust.v2_010164	Caust.v2_010164-RA	XP_017891462
Caust.v2_010165-RA	Caust.v2_010165	Caust.v2_010165-RA	NA
Caust.v2_010166-RA	Caust.v2_010166	Caust.v2_010166-RA	NA
Caust.v2_010167-RA	Caust.v2_010167	Caust.v2_010167-RA	XP_017891461
Caust.v2_010168-RA	Caust.v2_010168	Caust.v2_010168-RA	XP_017891516
Caust.v2_010169-RA	Caust.v2_010169	Caust.v2_010169-RA	XP_026675014
Caust.v2_010170-RA	Caust.v2_010170	Caust.v2_010170-RA	XP_026674972
Caust.v2_010171-RA	Caust.v2_010171	Caust.v2_010171-RA	XP_017891459
Caust.v2_010172-RA	Caust.v2_010172	Caust.v2_010172-RA	NA
Caust.v2_010173-RA	Caust.v2_010173	Caust.v2_010173-RA	XP_017891460
Caust.v2_010174-RA	Caust.v2_010174	Caust.v2_010174-RA	NA
Caust.v2_010175-RA	Caust.v2_010175	Caust.v2_010175-RA	NA
Caust.v2_010176-RA	Caust.v2_010176	Caust.v2_010176-RA	XP_017891510
Caust.v2_010177-RA	Caust.v2_010177	Caust.v2_010177-RA	NA
Caust.v2_010178-RA	Caust.v2_010178	Caust.v2_010178-RA	NA
Caust.v2_010179-RA	Caust.v2_010179	Caust.v2_010179-RA	NA
Caust.v2_010180-RA	Caust.v2_010180	Caust.v2_010180-RA	NA
Caust.v2_010181-RA	Caust.v2_010181	Caust.v2_010181-RA	NA
Caust.v2_010182-RA	Caust.v2_010182	Caust.v2_010182-RA	NA
Caust.v2_010183-RA	Caust.v2_010183	Caust.v2_010183-RA	XP_017884243
Caust.v2_010184-RA	Caust.v2_010184	Caust.v2_010184-RA	XP_017884241
Caust.v2_010185-RA	Caust.v2_010185	Caust.v2_010185-RA	XP_017884209
Caust.v2_010185-RB	Caust.v2_010185	Caust.v2_010185-RB	XP_017884209
Caust.v2_010185-RC	Caust.v2_010185	Caust.v2_010185-RC	XP_017884209
Caust.v2_010185-RD	Caust.v2_010185	Caust.v2_010185-RD	XP_017884209
Caust.v2_010185-RE	Caust.v2_010185	Caust.v2_010185-RE	XP_017884209
Caust.v2_010185-RF	Caust.v2_010185	Caust.v2_010185-RF	XP_017884208
Caust.v2_010186-RA	Caust.v2_010186	Caust.v2_010186-RA	NA
Caust.v2_010187-RA	Caust.v2_010187	Caust.v2_010187-RA	XP_026671414
Caust.v2_010188-RA	Caust.v2_010188	Caust.v2_010188-RA	XP_017884252
Caust.v2_010189-RA	Caust.v2_010189	Caust.v2_010189-RA	XP_017884254
Caust.v2_010189-RB	Caust.v2_010189	Caust.v2_010189-RB	XP_017884254
Caust.v2_010189-RC	Caust.v2_010189	Caust.v2_010189-RC	XP_017884254
Caust.v2_010190-RA	Caust.v2_010190	Caust.v2_010190-RA	XP_026671390
Caust.v2_010191-RA	Caust.v2_010191	Caust.v2_010191-RA	NA
Caust.v2_010192-RA	Caust.v2_010192	Caust.v2_010192-RA	XP_017884276
Caust.v2_010193-RA	Caust.v2_010193	Caust.v2_010193-RA	NA
Caust.v2_010194-RA	Caust.v2_010194	Caust.v2_010194-RA	XP_017884166
Caust.v2_010195-RA	Caust.v2_010195	Caust.v2_010195-RA	XP_017884167
Caust.v2_010196-RA	Caust.v2_010196	Caust.v2_010196-RA	NA
Caust.v2_010197-RA	Caust.v2_010197	Caust.v2_010197-RA	NA
Caust.v2_010198-RA	Caust.v2_010198	Caust.v2_010198-RA	XP_017884165
Caust.v2_010199-RA	Caust.v2_010199	Caust.v2_010199-RA	XP_017884278
Caust.v2_010200-RA	Caust.v2_010200	Caust.v2_010200-RA	XP_026671420
Caust.v2_010201-RA	Caust.v2_010201	Caust.v2_010201-RA	NA
Caust.v2_010202-RA	Caust.v2_010202	Caust.v2_010202-RA	NA
Caust.v2_010203-RA	Caust.v2_010203	Caust.v2_010203-RA	NA
Caust.v2_010204-RA	Caust.v2_010204	Caust.v2_010204-RA	NA
Caust.v2_010205-RA	Caust.v2_010205	Caust.v2_010205-RA	NA
Caust.v2_010206-RA	Caust.v2_010206	Caust.v2_010206-RA	NA
Caust.v2_010207-RA	Caust.v2_010207	Caust.v2_010207-RA	XP_017881015
Caust.v2_010208-RA	Caust.v2_010208	Caust.v2_010208-RA	NA
Caust.v2_010209-RA	Caust.v2_010209	Caust.v2_010209-RA	NA
Caust.v2_010210-RA	Caust.v2_010210	Caust.v2_010210-RA	NA
Caust.v2_010211-RA	Caust.v2_010211	Caust.v2_010211-RA	NA
Caust.v2_010212-RA	Caust.v2_010212	Caust.v2_010212-RA	XP_017881013
Caust.v2_010213-RA	Caust.v2_010213	Caust.v2_010213-RA	NA
Caust.v2_010214-RA	Caust.v2_010214	Caust.v2_010214-RA	NA
Caust.v2_010215-RA	Caust.v2_010215	Caust.v2_010215-RA	XP_026669805
Caust.v2_010216-RA	Caust.v2_010216	Caust.v2_010216-RA	NA
Caust.v2_010217-RA	Caust.v2_010217	Caust.v2_010217-RA	XP_017881028
Caust.v2_010217-RB	Caust.v2_010217	Caust.v2_010217-RB	XP_017881026
Caust.v2_010218-RA	Caust.v2_010218	Caust.v2_010218-RA	XP_017881029
Caust.v2_010219-RA	Caust.v2_010219	Caust.v2_010219-RA	XP_026669788
Caust.v2_010220-RA	Caust.v2_010220	Caust.v2_010220-RA	XP_017881040
Caust.v2_010220-RB	Caust.v2_010220	Caust.v2_010220-RB	XP_017881040
Caust.v2_010220-RC	Caust.v2_010220	Caust.v2_010220-RC	XP_017881009
Caust.v2_010220-RD	Caust.v2_010220	Caust.v2_010220-RD	XP_017881009
Caust.v2_010221-RA	Caust.v2_010221	Caust.v2_010221-RA	XP_017881030
Caust.v2_010222-RA	Caust.v2_010222	Caust.v2_010222-RA	XP_026669787
Caust.v2_010222-RB	Caust.v2_010222	Caust.v2_010222-RB	XP_026669787
Caust.v2_010222-RC	Caust.v2_010222	Caust.v2_010222-RC	XP_026669787
Caust.v2_010222-RD	Caust.v2_010222	Caust.v2_010222-RD	XP_026669787
Caust.v2_010222-RE	Caust.v2_010222	Caust.v2_010222-RE	XP_026669787
Caust.v2_010222-RF	Caust.v2_010222	Caust.v2_010222-RF	XP_026669787
Caust.v2_010223-RA	Caust.v2_010223	Caust.v2_010223-RA	XP_017881054
Caust.v2_010224-RA	Caust.v2_010224	Caust.v2_010224-RA	NA
Caust.v2_010225-RA	Caust.v2_010225	Caust.v2_010225-RA	NA
Caust.v2_010226-RA	Caust.v2_010226	Caust.v2_010226-RA	XP_026669797
Caust.v2_010227-RA	Caust.v2_010227	Caust.v2_010227-RA	NA
Caust.v2_010228-RA	Caust.v2_010228	Caust.v2_010228-RA	NA
Caust.v2_010229-RA	Caust.v2_010229	Caust.v2_010229-RA	NA
Caust.v2_010230-RA	Caust.v2_010230	Caust.v2_010230-RA	XP_017881019
Caust.v2_010231-RA	Caust.v2_010231	Caust.v2_010231-RA	XP_017881018
Caust.v2_010232-RA	Caust.v2_010232	Caust.v2_010232-RA	NA
Caust.v2_010233-RA	Caust.v2_010233	Caust.v2_010233-RA	XP_017889083
Caust.v2_010234-RA	Caust.v2_010234	Caust.v2_010234-RA	XP_017888979
Caust.v2_010235-RA	Caust.v2_010235	Caust.v2_010235-RA	XP_017888980
Caust.v2_010236-RA	Caust.v2_010236	Caust.v2_010236-RA	NA
Caust.v2_010237-RA	Caust.v2_010237	Caust.v2_010237-RA	NA
Caust.v2_010238-RA	Caust.v2_010238	Caust.v2_010238-RA	XP_017892673
Caust.v2_010239-RA	Caust.v2_010239	Caust.v2_010239-RA	XP_026675556
Caust.v2_010240-RA	Caust.v2_010240	Caust.v2_010240-RA	XP_017883552
Caust.v2_010241-RA	Caust.v2_010241	Caust.v2_010241-RA	NA
Caust.v2_010242-RA	Caust.v2_010242	Caust.v2_010242-RA	XP_017883552
Caust.v2_010243-RA	Caust.v2_010243	Caust.v2_010243-RA	NA
Caust.v2_010244-RA	Caust.v2_010244	Caust.v2_010244-RA	XP_017883552
Caust.v2_010245-RA	Caust.v2_010245	Caust.v2_010245-RA	NA
Caust.v2_010246-RA	Caust.v2_010246	Caust.v2_010246-RA	NA
Caust.v2_010247-RA	Caust.v2_010247	Caust.v2_010247-RA	XP_017883552
Caust.v2_010248-RA	Caust.v2_010248	Caust.v2_010248-RA	XP_017883553
Caust.v2_010249-RA	Caust.v2_010249	Caust.v2_010249-RA	NA
Caust.v2_010250-RA	Caust.v2_010250	Caust.v2_010250-RA	NA
Caust.v2_010251-RA	Caust.v2_010251	Caust.v2_010251-RA	XP_017883515
Caust.v2_010252-RA	Caust.v2_010252	Caust.v2_010252-RA	NA
Caust.v2_010253-RA	Caust.v2_010253	Caust.v2_010253-RA	XP_017883521
Caust.v2_010253-RB	Caust.v2_010253	Caust.v2_010253-RB	XP_017883521
Caust.v2_010254-RA	Caust.v2_010254	Caust.v2_010254-RA	NA
Caust.v2_010255-RA	Caust.v2_010255	Caust.v2_010255-RA	XP_017883510
Caust.v2_010256-RA	Caust.v2_010256	Caust.v2_010256-RA	XP_017883613
Caust.v2_010257-RA	Caust.v2_010257	Caust.v2_010257-RA	NA
Caust.v2_010258-RA	Caust.v2_010258	Caust.v2_010258-RA	XP_017891618
Caust.v2_010259-RA	Caust.v2_010259	Caust.v2_010259-RA	XP_017891634
Caust.v2_010259-RB	Caust.v2_010259	Caust.v2_010259-RB	XP_017891633
Caust.v2_010259-RC	Caust.v2_010259	Caust.v2_010259-RC	XP_017891633
Caust.v2_010259-RD	Caust.v2_010259	Caust.v2_010259-RD	XP_017891648
Caust.v2_010260-RA	Caust.v2_010260	Caust.v2_010260-RA	XP_017891635
Caust.v2_010261-RA	Caust.v2_010261	Caust.v2_010261-RA	XP_017891590
Caust.v2_010261-RB	Caust.v2_010261	Caust.v2_010261-RB	XP_017891590
Caust.v2_010261-RC	Caust.v2_010261	Caust.v2_010261-RC	XP_017891590
Caust.v2_010261-RD	Caust.v2_010261	Caust.v2_010261-RD	XP_026675016
Caust.v2_010262-RA	Caust.v2_010262	Caust.v2_010262-RA	NA
Caust.v2_010263-RA	Caust.v2_010263	Caust.v2_010263-RA	XP_017891589
Caust.v2_010264-RA	Caust.v2_010264	Caust.v2_010264-RA	XP_026674469
Caust.v2_010265-RA	Caust.v2_010265	Caust.v2_010265-RA	NA
Caust.v2_010266-RA	Caust.v2_010266	Caust.v2_010266-RA	XP_026674472
Caust.v2_010267-RA	Caust.v2_010267	Caust.v2_010267-RA	NA
Caust.v2_010268-RA	Caust.v2_010268	Caust.v2_010268-RA	XP_017890391
Caust.v2_010268-RB	Caust.v2_010268	Caust.v2_010268-RB	XP_017890391
Caust.v2_010269-RA	Caust.v2_010269	Caust.v2_010269-RA	XP_017882194
Caust.v2_010269-RB	Caust.v2_010269	Caust.v2_010269-RB	XP_017882194
Caust.v2_010269-RC	Caust.v2_010269	Caust.v2_010269-RC	XP_017882194
Caust.v2_010270-RA	Caust.v2_010270	Caust.v2_010270-RA	NA
Caust.v2_010271-RA	Caust.v2_010271	Caust.v2_010271-RA	XP_026671588
Caust.v2_010272-RA	Caust.v2_010272	Caust.v2_010272-RA	NA
Caust.v2_010273-RA	Caust.v2_010273	Caust.v2_010273-RA	XP_017884891
Caust.v2_010274-RA	Caust.v2_010274	Caust.v2_010274-RA	NA
Caust.v2_010275-RA	Caust.v2_010275	Caust.v2_010275-RA	XP_017884888
Caust.v2_010276-RA	Caust.v2_010276	Caust.v2_010276-RA	XP_026671591
Caust.v2_010276-RB	Caust.v2_010276	Caust.v2_010276-RB	XP_026671591
Caust.v2_010277-RA	Caust.v2_010277	Caust.v2_010277-RA	XP_026671596
Caust.v2_010278-RA	Caust.v2_010278	Caust.v2_010278-RA	NA
Caust.v2_010279-RA	Caust.v2_010279	Caust.v2_010279-RA	XP_017884524
Caust.v2_010280-RA	Caust.v2_010280	Caust.v2_010280-RA	NA
Caust.v2_010281-RA	Caust.v2_010281	Caust.v2_010281-RA	XP_026671511
Caust.v2_010282-RA	Caust.v2_010282	Caust.v2_010282-RA	NA
Caust.v2_010283-RA	Caust.v2_010283	Caust.v2_010283-RA	NA
Caust.v2_010284-RA	Caust.v2_010284	Caust.v2_010284-RA	NA
Caust.v2_010285-RA	Caust.v2_010285	Caust.v2_010285-RA	NA
Caust.v2_010286-RA	Caust.v2_010286	Caust.v2_010286-RA	XP_026671584
Caust.v2_010287-RA	Caust.v2_010287	Caust.v2_010287-RA	NA
Caust.v2_010288-RA	Caust.v2_010288	Caust.v2_010288-RA	NA
Caust.v2_010289-RA	Caust.v2_010289	Caust.v2_010289-RA	NA
Caust.v2_010290-RA	Caust.v2_010290	Caust.v2_010290-RA	XP_017884861
Caust.v2_010291-RA	Caust.v2_010291	Caust.v2_010291-RA	NA
Caust.v2_010292-RA	Caust.v2_010292	Caust.v2_010292-RA	NA
Caust.v2_010293-RA	Caust.v2_010293	Caust.v2_010293-RA	NA
Caust.v2_010294-RA	Caust.v2_010294	Caust.v2_010294-RA	NA
Caust.v2_010295-RA	Caust.v2_010295	Caust.v2_010295-RA	NA
Caust.v2_010296-RA	Caust.v2_010296	Caust.v2_010296-RA	NA
Caust.v2_010297-RA	Caust.v2_010297	Caust.v2_010297-RA	NA
Caust.v2_010298-RA	Caust.v2_010298	Caust.v2_010298-RA	NA
Caust.v2_010299-RA	Caust.v2_010299	Caust.v2_010299-RA	NA
Caust.v2_010300-RA	Caust.v2_010300	Caust.v2_010300-RA	NA
Caust.v2_010301-RA	Caust.v2_010301	Caust.v2_010301-RA	NA
Caust.v2_010302-RA	Caust.v2_010302	Caust.v2_010302-RA	NA
Caust.v2_010303-RA	Caust.v2_010303	Caust.v2_010303-RA	NA
Caust.v2_010304-RA	Caust.v2_010304	Caust.v2_010304-RA	NA
Caust.v2_010305-RA	Caust.v2_010305	Caust.v2_010305-RA	NA
Caust.v2_010306-RA	Caust.v2_010306	Caust.v2_010306-RA	NA
Caust.v2_010307-RA	Caust.v2_010307	Caust.v2_010307-RA	XP_017890364
Caust.v2_010307-RB	Caust.v2_010307	Caust.v2_010307-RB	XP_017890364
Caust.v2_010308-RA	Caust.v2_010308	Caust.v2_010308-RA	XP_017890366
Caust.v2_010308-RB	Caust.v2_010308	Caust.v2_010308-RB	XP_017890366
Caust.v2_010309-RA	Caust.v2_010309	Caust.v2_010309-RA	XP_017890315
Caust.v2_010310-RA	Caust.v2_010310	Caust.v2_010310-RA	XP_017890312
Caust.v2_010311-RA	Caust.v2_010311	Caust.v2_010311-RA	XP_026674397
Caust.v2_010312-RA	Caust.v2_010312	Caust.v2_010312-RA	NA
Caust.v2_010313-RA	Caust.v2_010313	Caust.v2_010313-RA	NA
Caust.v2_010314-RA	Caust.v2_010314	Caust.v2_010314-RA	NA
Caust.v2_010315-RA	Caust.v2_010315	Caust.v2_010315-RA	NA
Caust.v2_010316-RA	Caust.v2_010316	Caust.v2_010316-RA	NA
Caust.v2_010317-RA	Caust.v2_010317	Caust.v2_010317-RA	XP_026674398
Caust.v2_010318-RA	Caust.v2_010318	Caust.v2_010318-RA	NA
Caust.v2_010319-RA	Caust.v2_010319	Caust.v2_010319-RA	XP_017890289
Caust.v2_010320-RA	Caust.v2_010320	Caust.v2_010320-RA	XP_017890351
Caust.v2_010321-RA	Caust.v2_010321	Caust.v2_010321-RA	XP_017890348
Caust.v2_010321-RB	Caust.v2_010321	Caust.v2_010321-RB	XP_017890348
Caust.v2_010321-RC	Caust.v2_010321	Caust.v2_010321-RC	XP_017890348
Caust.v2_010322-RA	Caust.v2_010322	Caust.v2_010322-RA	XP_017890347
Caust.v2_010323-RA	Caust.v2_010323	Caust.v2_010323-RA	XP_017890350
Caust.v2_010324-RA	Caust.v2_010324	Caust.v2_010324-RA	NA
Caust.v2_010325-RA	Caust.v2_010325	Caust.v2_010325-RA	NA
Caust.v2_010326-RA	Caust.v2_010326	Caust.v2_010326-RA	NA
Caust.v2_010327-RA	Caust.v2_010327	Caust.v2_010327-RA	XP_017890365
Caust.v2_010328-RA	Caust.v2_010328	Caust.v2_010328-RA	NA
Caust.v2_010329-RA	Caust.v2_010329	Caust.v2_010329-RA	NA
Caust.v2_010330-RA	Caust.v2_010330	Caust.v2_010330-RA	NA
Caust.v2_010331-RA	Caust.v2_010331	Caust.v2_010331-RA	XP_017890294
Caust.v2_010332-RA	Caust.v2_010332	Caust.v2_010332-RA	NA
Caust.v2_010333-RA	Caust.v2_010333	Caust.v2_010333-RA	XP_017890326
Caust.v2_010334-RA	Caust.v2_010334	Caust.v2_010334-RA	NA
Caust.v2_010335-RA	Caust.v2_010335	Caust.v2_010335-RA	XP_017893080
Caust.v2_010336-RA	Caust.v2_010336	Caust.v2_010336-RA	XP_017876053
Caust.v2_010336-RB	Caust.v2_010336	Caust.v2_010336-RB	XP_026667408
Caust.v2_010336-RC	Caust.v2_010336	Caust.v2_010336-RC	XP_026667407
Caust.v2_010336-RD	Caust.v2_010336	Caust.v2_010336-RD	XP_017876053
Caust.v2_010336-RE	Caust.v2_010336	Caust.v2_010336-RE	XP_026667408
Caust.v2_010336-RF	Caust.v2_010336	Caust.v2_010336-RF	XP_026667407
Caust.v2_010337-RA	Caust.v2_010337	Caust.v2_010337-RA	XP_017875984
Caust.v2_010338-RA	Caust.v2_010338	Caust.v2_010338-RA	XP_017877641
Caust.v2_010339-RA	Caust.v2_010339	Caust.v2_010339-RA	XP_017877641
Caust.v2_010340-RA	Caust.v2_010340	Caust.v2_010340-RA	XP_017877655
Caust.v2_010341-RA	Caust.v2_010341	Caust.v2_010341-RA	XP_017877652
Caust.v2_010342-RA	Caust.v2_010342	Caust.v2_010342-RA	NA
Caust.v2_010343-RA	Caust.v2_010343	Caust.v2_010343-RA	XP_017877659
Caust.v2_010344-RA	Caust.v2_010344	Caust.v2_010344-RA	XP_017877236
Caust.v2_010345-RA	Caust.v2_010345	Caust.v2_010345-RA	XP_017877281
Caust.v2_010346-RA	Caust.v2_010346	Caust.v2_010346-RA	XP_017877301
Caust.v2_010347-RA	Caust.v2_010347	Caust.v2_010347-RA	XP_017877300
Caust.v2_010348-RA	Caust.v2_010348	Caust.v2_010348-RA	XP_017877274
Caust.v2_010348-RB	Caust.v2_010348	Caust.v2_010348-RB	XP_017877274
Caust.v2_010349-RA	Caust.v2_010349	Caust.v2_010349-RA	XP_017877302
Caust.v2_010350-RA	Caust.v2_010350	Caust.v2_010350-RA	XP_017877234
Caust.v2_010350-RB	Caust.v2_010350	Caust.v2_010350-RB	XP_017877234
Caust.v2_010351-RA	Caust.v2_010351	Caust.v2_010351-RA	NA
Caust.v2_010352-RA	Caust.v2_010352	Caust.v2_010352-RA	XP_017877227
Caust.v2_010353-RA	Caust.v2_010353	Caust.v2_010353-RA	XP_017877227
Caust.v2_010354-RA	Caust.v2_010354	Caust.v2_010354-RA	XP_017877267
Caust.v2_010355-RA	Caust.v2_010355	Caust.v2_010355-RA	XP_017877259
Caust.v2_010356-RA	Caust.v2_010356	Caust.v2_010356-RA	XP_017877260
Caust.v2_010357-RA	Caust.v2_010357	Caust.v2_010357-RA	XP_017877229
Caust.v2_010358-RA	Caust.v2_010358	Caust.v2_010358-RA	XP_017877264
Caust.v2_010359-RA	Caust.v2_010359	Caust.v2_010359-RA	XP_017876018
Caust.v2_010360-RA	Caust.v2_010360	Caust.v2_010360-RA	XP_017876020
Caust.v2_010361-RA	Caust.v2_010361	Caust.v2_010361-RA	XP_017876016
Caust.v2_010362-RA	Caust.v2_010362	Caust.v2_010362-RA	NA
Caust.v2_010363-RA	Caust.v2_010363	Caust.v2_010363-RA	NA
Caust.v2_010364-RA	Caust.v2_010364	Caust.v2_010364-RA	XP_026669320
Caust.v2_010365-RA	Caust.v2_010365	Caust.v2_010365-RA	XP_017885143
Caust.v2_010366-RA	Caust.v2_010366	Caust.v2_010366-RA	XP_017885195
Caust.v2_010367-RA	Caust.v2_010367	Caust.v2_010367-RA	XP_017885190
