LOC106783577	XM_014746502.1
LOC106788634	XM_014752062.1
LOC106788635	XR_001381925.1
LOC106788636	XM_014752064.1
LOC106788637	XM_014752066.1
LOC106788638	XM_014752067.1
LOC106788639	XM_014752077.1
LOC106788640	XM_014752078.1
LOC106788641	XM_014752085.1
LOC106788642	XM_014752086.1
LOC106788643	XM_014752090.1
LOC106788644	XM_014752087.1
LOC106788645	XM_014752092.1
LOC106788646	XM_014752093.1
LOC106788647	XM_014752095.1
LOC106788648	XM_014752098.1
LOC106788649	XM_014752101.1
LOC106788650	XM_014752104.1
LOC106788651	XM_014752105.1
LOC106788652	XM_014752106.1
LOC106788653	XM_014752107.1
LOC106788654	XM_014752112.1
LOC106788655	XM_014752108.1
LOC106788656	XM_014752109.1
LOC106788657	XM_014752111.1
LOC106788658	XM_014752113.1
LOC106788659	XM_014752114.1
LOC106788660	XM_014752115.1
LOC106788661	XM_014752116.1
LOC106788662	XM_014752119.1
LOC106788663	XM_014752121.1
LOC106788664	XM_014752122.1
LOC106788665	XM_014752123.1
LOC106788666	XM_014752124.1
LOC106788667	XM_014752125.1
LOC106788668	XM_014752126.1
LOC106788669	XM_014752140.1
LOC106788670	XM_014752127.1
LOC106788671	XM_014752128.1
LOC106788672	XM_014752129.1
LOC106788673	XM_014752137.1
LOC106788674	XM_014752138.1
LOC106788675	XM_014752139.1
LOC106788676	XM_014752157.1
LOC106788677	XM_014752158.1
LOC106788678	XM_014752159.1
LOC106788679	XM_014752161.1
LOC106788680	XM_014752164.1
LOC106788681	XR_001381927.1
LOC106788682	XM_014752165.1
LOC106788683	XR_001381928.1
LOC106788684	XM_014752166.1
LOC106788685	XM_014752171.1
LOC106788686	XM_014752167.1
LOC106788687	XM_014752170.1
LOC106788688	XM_014752172.1
LOC106788689	XM_014752175.1
LOC106788690	XM_014752176.1
LOC106788691	XM_014752177.1
LOC106788692	XM_014752178.1
LOC106788693	XM_014752181.1
LOC106788694	XM_014752179.1
LOC106788695	XR_001381929.1
LOC106788696	XM_014752180.1
LOC106788697	XM_014752182.1
LOC106788698	XM_014752183.1
LOC106788699	XM_014752184.1
LOC106788700	XM_014752185.1
LOC106788701	XM_014752187.1
LOC106788702	XM_014752188.1
LOC106788703	XM_014752189.1
LOC106788704	XM_014752193.1
LOC106788705	XM_014752190.1
LOC106788706	XM_014752191.1
LOC106788707	XM_014752192.1
LOC106788708	XM_014752194.1
LOC106788709	XR_001381930.1
LOC106788710	XM_014752195.1
LOC106788711	XM_014752196.1
LOC106788712	XM_014752197.1
LOC106788713	XM_014752198.1
LOC106788714	XM_014752199.1
LOC106788715	XM_014752204.1
LOC106788716	XM_014752200.1
LOC106788717	XM_014752207.1
LOC106788718	XM_014752208.1
LOC106788719	XR_001381931.1
LOC106788720	XR_001381932.1
LOC106788721	XM_014752209.1
LOC106788722	XM_014752215.1
LOC106788723	XM_014752212.1
LOC106788724	XM_014752216.1
LOC106788725	XM_014752217.1
LOC106788726	XM_014752219.1
LOC106788727	XM_014752222.1
LOC106788728	XM_014752223.1
LOC106788729	XM_014752229.1
LOC106788730	XM_014752243.1
LOC106788731	XM_014752245.1
LOC106788732	XM_014752261.1
LOC106788733	XM_014752271.1
LOC106788734	XM_014752275.1
LOC106788735	XM_014752272.1
LOC106788736	XM_014752273.1
LOC106788737	XM_014752274.1
LOC106788738	XM_014752277.1
LOC106788739	XM_014752278.1
LOC106788740	XM_014752282.1
LOC106788741	XM_014752283.1
LOC106788742	XM_014752287.1
LOC106788743	XM_014752284.1
LOC106788744	XM_014752285.1
LOC106788745	XM_014752286.1
LOC106788746	XM_014752288.1
LOC106788747	XM_014752290.1
LOC106788748	XM_014752291.1
LOC106788749	XM_014752293.1
LOC106788750	XM_014752294.1
LOC106788751	XM_014752295.1
LOC106788752	XM_014752308.1
LOC106788753	XM_014752296.1
LOC106788754	XM_014752298.1
LOC106788755	XR_001381936.1
LOC106788756	XM_014752300.1
LOC106788757	XM_014752302.1
LOC106788758	XM_014752304.1
LOC106788759	XM_014752307.1
LOC106788760	XM_014752309.1
LOC106788761	XM_014752310.1
LOC106788762	XM_014752311.1
LOC106788763	XM_014752312.1
LOC106788764	XM_014752313.1
LOC106788765	XM_014752317.1
LOC106788766	XM_014752318.1
LOC106788767	XR_001381938.1
LOC106788768	XM_014752319.1
LOC106788769	XM_014752324.1
LOC106788770	XR_001381939.1
LOC106788771	XM_014752325.1
LOC106788772	XM_014752329.1
LOC106788773	XM_014752332.1
LOC106788774	XM_014752336.1
LOC106788775	XM_014752334.1
LOC106788776	XM_014752335.1
LOC106788777	XM_014752337.1
LOC106788778	XM_014752340.1
LOC106788779	XM_014752341.1
LOC106788780	XM_014752342.1
LOC106788781	XM_014752344.1
LOC106788782	XM_014752347.1
LOC106788783	XM_014752345.1
LOC106788784	XM_014752346.1
LOC106788785	XM_014752348.1
LOC106788786	XM_014752349.1
LOC106788787	XM_014752355.1
LOC106788788	XM_014752370.1
LOC106788789	XM_014752361.1
LOC106788790	XM_014752365.1
LOC106788791	XM_014752368.1
LOC106788792	XM_014752372.1
LOC106788793	XM_014752374.1
LOC106788794	XM_014752375.1
LOC106788795	XM_014752376.1
LOC106788796	XR_001381940.1
LOC106788797	XM_014752377.1
LOC106788798	XM_014752407.1
LOC106788799	XR_001381941.1
LOC106788800	XM_014752386.1
LOC106788801	XM_014752388.1
LOC106788802	XM_014752389.1
LOC106788803	XR_001381942.1
LOC106788804	XM_014752392.1
LOC106788805	XM_014752396.1
LOC106788806	XM_014752397.1
LOC106788807	XM_014752401.1
LOC106788808	XM_014752402.1
LOC106788809	XM_014752403.1
LOC106788810	XM_014752404.1
LOC106788811	XM_014752405.1
LOC106788812	XM_014752406.1
LOC106788813	XM_014752408.1
LOC106788814	XM_014752410.1
LOC106788815	XR_001381945.1
LOC106788816	XM_014752411.1
LOC106788817	XM_014752414.1
LOC106788818	XM_014752416.1
LOC106788819	XM_014752418.1
LOC106788820	XM_014752419.1
LOC106788821	XM_014752421.1
LOC106788822	XM_014752422.1
LOC106788823	XM_014752425.1
LOC106788824	XM_014752426.1
LOC106788825	XM_014752427.1
LOC106788826	XM_014752432.1
LOC106788827	XM_014752435.1
LOC106788828	XM_014752436.1
LOC106788829	XM_014752437.1
LOC106788830	XM_014752439.1
LOC106788831	XM_014752442.1
LOC106788832	XM_014752448.1
LOC106788833	XM_014752450.1
LOC106788834	XM_014752549.1
LOC106788835	XM_014752451.1
LOC106788836	XM_014752452.1
LOC106788837	XM_014752453.1
LOC106788838	XM_014752455.1
LOC106788839	XM_014752902.1
LOC106788840	XM_014752490.1
LOC106788841	XM_014752491.1
LOC106788842	XM_014752492.1
LOC106788843	XM_014752493.1
LOC106788844	XM_014752495.1
LOC106788845	XM_014752498.1
LOC106788846	XM_014752500.1
LOC106788847	XM_014752501.1
LOC106788848	XM_014752502.1
LOC106788849	XM_014752503.1
LOC106788850	XM_014752508.1
LOC106788851	XM_014752510.1
LOC106788852	XM_014752515.1
LOC106788853	XM_014752516.1
LOC106788854	XM_014752520.1
LOC106788855	XM_014752524.1
LOC106788856	XM_014752525.1
LOC106788857	XM_014752526.1
LOC106788858	XM_014752529.1
LOC106788859	XM_014752531.1
LOC106788860	XM_014752533.1
LOC106788861	XM_014752534.1
LOC106788862	XM_014752536.1
LOC106788863	XM_014752537.1
LOC106788864	XM_014752538.1
LOC106788865	XM_014752541.1
LOC106788866	XM_014752542.1
LOC106788867	XM_014752543.1
LOC106788868	XM_014752545.1
LOC106788869	XM_014752550.1
LOC106788870	XM_014752553.1
LOC106788871	XM_014752555.1
LOC106788872	XM_014752556.1
LOC106788873	XM_014752571.1
LOC106788874	XM_014752557.1
LOC106788875	XM_014752558.1
LOC106788876	XM_014752559.1
LOC106788877	XM_014752569.1
LOC106788878	XM_014752570.1
LOC106788879	XM_014752573.1
LOC106788880	XM_014752575.1
LOC106788881	XM_014752577.1
LOC106788882	XM_014752578.1
LOC106788883	XM_014752579.1
LOC106788884	XM_014752582.1
LOC106788885	XM_014752584.1
LOC106788886	XM_014752585.1
LOC106788887	XM_014752586.1
LOC106788888	XM_014752587.1
LOC106788889	XM_014752591.1
LOC106788890	XM_014752588.1
LOC106788891	XM_014752589.1
LOC106788892	XM_014752590.1
LOC106788893	XM_014752593.1
LOC106788894	XM_014752594.1
LOC106788895	XM_014752595.1
LOC106788896	XM_014752597.1
LOC106788897	XM_014752599.1
LOC106788898	XM_014752604.1
LOC106788899	XM_014752600.1
LOC106788900	XM_014752602.1
LOC106788901	XM_014752603.1
LOC106788902	XM_014752608.1
LOC106788903	XM_014752609.1
LOC106788904	XM_014752614.1
LOC106788905	XM_014752633.1
LOC106788906	XM_014752616.1
LOC106788907	XM_014752618.1
LOC106788908	XM_014752619.1
LOC106788909	XM_014752620.1
LOC106788910	XM_014752622.1
LOC106788911	XM_014752623.1
LOC106788912	XM_014752624.1
LOC106788913	XM_014752627.1
LOC106788914	XM_014752628.1
LOC106788915	XM_014752629.1
LOC106788916	XM_014752630.1
LOC106788917	XM_014752631.1
LOC106788918	XM_014752632.1
LOC106788919	XM_014752634.1
LOC106788920	XM_014752636.1
LOC106788921	XM_014752637.1
LOC106788922	XM_014752638.1
LOC106788923	XM_014752639.1
LOC106788924	XM_014752641.1
LOC106788925	XM_014752646.1
LOC106788926	XM_014752647.1
LOC106788927	XM_014752648.1
LOC106788928	XM_014752650.1
LOC106788929	XM_014752652.1
LOC106788930	XM_014752655.1
LOC106788931	XM_014752657.1
LOC106788932	XM_014752659.1
LOC106788933	XM_014752671.1
LOC106788934	XM_014752673.1
LOC106788935	XM_014752677.1
LOC106788936	XM_014752678.1
LOC106788937	XM_014752679.1
LOC106788938	XM_014752682.1
LOC106788939	XM_014752683.1
LOC106788940	XM_014752684.1
LOC106788941	XM_014752685.1
LOC106788942	XM_014752686.1
LOC106788943	XM_014752687.1
LOC106788944	XM_014752701.1
LOC106788945	XM_014752688.1
LOC106788946	XM_014752690.1
LOC106788947	XM_014752694.1
LOC106788948	XM_014752695.1
LOC106788949	XM_014752697.1
LOC106788950	XM_014752700.1
LOC106788951	XM_014752702.1
LOC106788952	XM_014752703.1
LOC106788953	XM_014752704.1
LOC106788954	XM_014752705.1
LOC106788955	XM_014752706.1
LOC106788956	XM_014752707.1
LOC106788957	XM_014752709.1
LOC106788958	XM_014752714.1
LOC106788959	XM_014752715.1
LOC106788960	XM_014752719.1
LOC106788961	XM_014752722.1
LOC106788962	XM_014752723.1
LOC106788963	XM_014752726.1
LOC106788964	XR_001381953.1
LOC106788965	XM_014752729.1
LOC106788966	XM_014752731.1
LOC106788967	XM_014752732.1
LOC106788968	XM_014752733.1
LOC106788969	XM_014752738.1
LOC106788970	XM_014752734.1
LOC106788971	XM_014752735.1
LOC106788972	XM_014752736.1
LOC106788973	XM_014752739.1
LOC106788974	XM_014752740.1
LOC106788975	XM_014752741.1
LOC106788976	XM_014752742.1
LOC106788977	XM_014752743.1
LOC106788978	XM_014752745.1
LOC106788979	XM_014752747.1
LOC106788980	XM_014752749.1
LOC106788981	XM_014752750.1
LOC106788982	XM_014752751.1
LOC106788983	XM_014752752.1
LOC106788984	XM_014752754.1
LOC106788985	XM_014752755.1
LOC106788986	XR_001381954.1
LOC106788987	XM_014752756.1
LOC106788988	XM_014752757.1
LOC106788989	XM_014752758.1
LOC106788990	XM_014752760.1
LOC106788991	XM_014752761.1
LOC106788992	XM_014752762.1
LOC106788993	XM_014752763.1
LOC106788994	XM_014752764.1
LOC106788995	XM_014752769.1
LOC106788996	XM_014752771.1
LOC106788997	XM_014752772.1
LOC106788998	XM_014752773.1
LOC106788999	XM_014752774.1
LOC106789000	XM_014752776.1
LOC106789001	XM_014752782.1
LOC106789002	XM_014752787.1
LOC106789003	XR_001381955.1
LOC106789004	XM_014752788.1
LOC106789005	XM_014752790.1
LOC106789006	XM_014752791.1
LOC106789007	XM_014752795.1
LOC106789008	XM_014752792.1
LOC106789009	XM_014752794.1
LOC106789010	XM_014752797.1
LOC106789011	XM_014752799.1
LOC106789012	XM_014752800.1
LOC106789013	XM_014752801.1
LOC106789014	XM_014752802.1
LOC106789015	XM_014752807.1
LOC106789016	XM_014752810.1
LOC106789017	XM_014752811.1
LOC106789018	XM_014752813.1
LOC106789019	XM_014752818.1
LOC106789020	XM_014752814.1
LOC106789021	XM_014752815.1
LOC106789022	XM_014752821.1
LOC106789023	XM_014752822.1
LOC106789024	XM_014752823.1
LOC106789025	XM_014752824.1
LOC106789026	XM_014752826.1
LOC106789027	XM_014752827.1
LOC106789028	XM_014752828.1
LOC106789029	XM_014752829.1
LOC106789030	XM_014752830.1
LOC106789031	XM_014752832.1
LOC106789032	XM_014752844.1
LOC106789033	XR_001381960.1
LOC106789034	XM_014752833.1
LOC106789035	XM_014752835.1
LOC106789036	XM_014752837.1
LOC106789037	XM_014752840.1
LOC106789038	XM_014752841.1
LOC106789039	XM_014752848.1
LOC106789040	XM_014752849.1
LOC106789041	XM_014752850.1
LOC106789042	XM_014752851.1
LOC106789043	XM_014752857.1
LOC106789044	XM_014752860.1
LOC106789045	XM_014752861.1
LOC106789046	XM_014752863.1
LOC106789047	XM_014752865.1
LOC106789048	XM_014752867.1
LOC106789049	XM_014752868.1
LOC106789050	XM_014752869.1
LOC106789051	XM_014752871.1
LOC106789052	XM_014752872.1
LOC106789053	XM_014752873.1
LOC106789054	XM_014752874.1
LOC106789055	XM_014752878.1
LOC106789056	XM_014752880.1
LOC106789057	XM_014752882.1
LOC106789058	XM_014752886.1
LOC106789059	XM_014752890.1
LOC106789060	XM_014752891.1
LOC106789061	XM_014752894.1
LOC106789062	XM_014752895.1
LOC106789063	XM_014752899.1
LOC106789064	XM_014752900.1
LOC106789065	XM_014752901.1
LOC106789066	XM_014752943.1
LOC106789067	XM_014752903.1
LOC106789068	XM_014752904.1
LOC106789070	XM_014752905.1
LOC106789071	XM_014752909.1
LOC106789072	XM_014752907.1
LOC106789073	XM_014752910.1
LOC106789074	XM_014752914.1
LOC106789075	XM_014752915.1
LOC106789076	XM_014752916.1
LOC106789077	XM_014752917.1
LOC106789078	XR_001381962.1
LOC106789079	XM_014752918.1
LOC106789080	XM_014752919.1
LOC106789081	XM_014752920.1
LOC106789082	XM_014752921.1
LOC106789083	XM_014752922.1
LOC106789084	XM_014752923.1
LOC106789085	XM_014752925.1
LOC106789086	XM_014752930.1
LOC106789087	XM_014752931.1
LOC106789088	XM_014752932.1
LOC106789089	XM_014752936.1
LOC106789090	XM_014752937.1
LOC106789091	XM_014752940.1
LOC106789092	XM_014752941.1
LOC106789093	XM_014752942.1
LOC106789094	XM_014752954.1
LOC106789095	XM_014752961.1
LOC106789096	XM_014752963.1
LOC106789097	XM_014752968.1
LOC106789098	XM_014752966.1
LOC106789099	XM_014752967.1
LOC106789100	XM_014752969.1
LOC106789101	XM_014752976.1
LOC106789102	XM_014752982.1
LOC106789103	XM_014752980.1
LOC106789104	XM_014752981.1
LOC106789105	XM_014752987.1
LOC106789106	XM_014752989.1
LOC106789107	XM_014752990.1
LOC106789108	XM_014752993.1
LOC106789109	XM_014753002.1
LOC106789110	XM_014753003.1
LOC106789111	XM_014753005.1
LOC106789112	XM_014753008.1
LOC106789113	XM_014753009.1
LOC106789114	XM_014753014.1
LOC106789115	XM_014753011.1
LOC106789116	XM_014753013.1
LOC106789117	XM_014753032.1
LOC106789118	XM_014753038.1
LOC106789119	XM_014753172.1
LOC106789120	XM_014753042.1
LOC106789121	XM_014753044.1
LOC106789122	XM_014753049.1
LOC106789123	XM_014753050.1
LOC106789124	XM_014753052.1
LOC106789125	XM_014753053.1
LOC106789126	XR_001381965.1
LOC106789127	XM_014753057.1
LOC106789128	XM_014753061.1
LOC106789129	XM_014753066.1
LOC106789130	XM_014753072.1
LOC106789131	XM_014753074.1
LOC106789132	XM_014753077.1
LOC106789133	XM_014753080.1
LOC106789134	XM_014753084.1
LOC106789135	XM_014753085.1
LOC106789136	XM_014753086.1
LOC106789137	XM_014753091.1
LOC106789138	XM_014753093.1
LOC106789139	XM_014753094.1
LOC106789140	XM_014753097.1
LOC106789141	XM_014753100.1
LOC106789142	XM_014753105.1
LOC106789143	XM_014753103.1
LOC106789144	XM_014753106.1
LOC106789145	XM_014753107.1
LOC106789146	XM_014753108.1
LOC106789147	XM_014753111.1
LOC106789148	XM_014753112.1
LOC106789149	XM_014753113.1
LOC106789150	XM_014753115.1
LOC106789151	XM_014753116.1
LOC106789152	XM_014753117.1
LOC106789153	XM_014753118.1
LOC106789154	XM_014753120.1
LOC106789155	XM_014753123.1
LOC106789156	XM_014753124.1
LOC106789157	XM_014753127.1
LOC106789158	XM_014753129.1
LOC106789159	XM_014753130.1
LOC106789160	XR_001381966.1
LOC106789161	XM_014753131.1
LOC106789162	XM_014753132.1
LOC106789163	XM_014753133.1
LOC106789164	XM_014753135.1
LOC106789165	XM_014753137.1
LOC106789166	XM_014753169.1
LOC106789167	XM_014753139.1
LOC106789168	XM_014753140.1
LOC106789169	XM_014753142.1
LOC106789170	XM_014753143.1
LOC106789171	XM_014753147.1
LOC106789172	XM_014753152.1
LOC106789173	XM_014753155.1
LOC106789174	XM_014753157.1
LOC106789175	XM_014753158.1
LOC106789176	XM_014753159.1
LOC106789177	XM_014753161.1
LOC106789178	XM_014753163.1
LOC106789179	XM_014753164.1
LOC106789180	XM_014753168.1
LOC106789181	XM_014753171.1
LOC106789182	XM_014753173.1
LOC106789183	XM_014753174.1
LOC106789184	XM_014753175.1
LOC106789185	XM_014753177.1
LOC106789186	XM_014753178.1
LOC106789187	XM_014753179.1
LOC106789188	XM_014753180.1
LOC106789189	XM_014753181.1
LOC106789190	XM_014753190.1
LOC106789191	XM_014753191.1
LOC106789192	XM_014753195.1
LOC106789193	XM_014753196.1
LOC106789194	XM_014753198.1
LOC106789195	XM_014753199.1
LOC106789196	XM_014753200.1
LOC106789197	XM_014753201.1
LOC106789198	XR_001381968.1
LOC106789199	XM_014753203.1
LOC106789200	XM_014753205.1
LOC106789201	XM_014753206.1
LOC106789202	XM_014753215.1
LOC106789203	XM_014753217.1
LOC106789204	XM_014753220.1
LOC106789205	XM_014753223.1
LOC106789206	XM_014753224.1
LOC106789207	XM_014753231.1
LOC106789208	XM_014753234.1
LOC106789209	XM_014753235.1
LOC106789210	XM_014753237.1
LOC106789211	XM_014753239.1
LOC106789212	XM_014753240.1
LOC106789213	XM_014753241.1
LOC106789214	XM_014753245.1
LOC106789215	XM_014753264.1
LOC106789216	XR_001381971.1
LOC106789217	XM_014753270.1
LOC106789218	XM_014753271.1
LOC106789219	XM_014753274.1
LOC106789220	XM_014753275.1
LOC106789221	XM_014753278.1
LOC106789222	XM_014753279.1
LOC106789223	XM_014753286.1
LOC106789224	XM_014753283.1
LOC106789225	XM_014753285.1
LOC106789226	XM_014753287.1
LOC106789227	XM_014753288.1
LOC106789228	XM_014753289.1
LOC106789229	XM_014753290.1
LOC106789230	XM_014753291.1
LOC106789231	XM_014753292.1
LOC106789232	XM_014753296.1
LOC106789233	XM_014753293.1
LOC106789234	XM_014753294.1
LOC106789235	XM_014753297.1
LOC106789236	XM_014753298.1
LOC106789237	XM_014753299.1
LOC106789238	XM_014753301.1
LOC106789239	XR_001381976.1
LOC106789240	XM_014753302.1
LOC106789241	XM_014753305.1
LOC106789242	XM_014753306.1
LOC106789243	XM_014753307.1
LOC106789244	XM_014753308.1
LOC106789245	XM_014753310.1
LOC106789246	XM_014753311.1
LOC106789247	XM_014753315.1
LOC106789248	XM_014753312.1
LOC106789249	XM_014753316.1
LOC106789250	XM_014753321.1
LOC106789251	XM_014753322.1
LOC106789252	XM_014753323.1
LOC106789253	XM_014753325.1
LOC106789254	XM_014753326.1
LOC106789255	XM_014753327.1
LOC106789256	XM_014753328.1
LOC106789257	XM_014753329.1
LOC106789258	XM_014753330.1
LOC106789259	XM_014753335.1
LOC106789260	XM_014753333.1
LOC106789261	XM_014753334.1
LOC106789262	XM_014753336.1
LOC106789263	XR_001381979.1
LOC106789264	XM_014753337.1
LOC106789265	XM_014753338.1
LOC106789266	XM_014753343.1
LOC106789267	XM_014753383.1
LOC106789268	XM_014753348.1
LOC106789269	XM_014753346.1
LOC106789270	XM_014753351.1
LOC106789271	XM_014753352.1
LOC106789272	XM_014753354.1
LOC106789273	XM_014753355.1
LOC106789274	XM_014753357.1
LOC106789275	XM_014753358.1
LOC106789276	XM_014753360.1
LOC106789277	XM_014753362.1
LOC106789278	XM_014753365.1
LOC106789279	XM_014753369.1
LOC106789280	XM_014753366.1
LOC106789281	XM_014753367.1
LOC106789282	XM_014753370.1
LOC106789283	XM_014753371.1
LOC106789284	XM_014753373.1
LOC106789285	XM_014753374.1
LOC106789286	XM_014753375.1
LOC106789287	XM_014753377.1
LOC106789288	XM_014753378.1
LOC106789289	XR_001381980.1
LOC106789290	XR_001381981.1
LOC106789291	XM_014753379.1
LOC106789292	XM_014753380.1
LOC106789293	XM_014753382.1
LOC106789294	XM_014753386.1
LOC106789295	XM_014753387.1
LOC106789296	XM_014753389.1
LOC106789297	XM_014753390.1
LOC106789298	XM_014753392.1
LOC106789299	XM_014753393.1
LOC106789300	XM_014753394.1
LOC106789301	XM_014753395.1
LOC106789302	XM_014753397.1
LOC106789303	XM_014753411.1
LOC106789304	XM_014753400.1
LOC106789305	XM_014753401.1
LOC106789306	XM_014753402.1
LOC106789307	XM_014753405.1
LOC106789308	XM_014753406.1
LOC106789309	XM_014753408.1
LOC106789310	XM_014753409.1
LOC106789311	XM_014753410.1
LOC106789312	XR_001381982.1
LOC106789313	XM_014753412.1
LOC106789314	XM_014753413.1
LOC106789315	XM_014753414.1
LOC106789316	XM_014753415.1
LOC106789317	XM_014753416.1
LOC106789318	XM_014753417.1
LOC106789319	XM_014753429.1
LOC106789320	XR_001381983.1
LOC106789321	XM_014753431.1
LOC106789322	XM_014753433.1
LOC106789323	XM_014753436.1
LOC106789324	XM_014753442.1
LOC106789325	XM_014753438.1
LOC106789326	XM_014753439.1
LOC106789327	XM_014753441.1
LOC106789328	XM_014753443.1
LOC106789329	XM_014753445.1
LOC106789330	XM_014753447.1
LOC106789331	XM_014753448.1
LOC106789332	XM_014753449.1
LOC106789333	XM_014753451.1
LOC106789334	XM_014753452.1
LOC106789335	XM_014753453.1
LOC106789336	XM_014753454.1
LOC106789337	XM_014753455.1
LOC106789338	XM_014753462.1
LOC106789339	XM_014753469.1
LOC106789340	XM_014753475.1
LOC106789341	XM_014753476.1
LOC106789342	XM_014753477.1
LOC106789343	XM_014753478.1
LOC106789344	XM_014753482.1
LOC106789345	XM_014753480.1
LOC106789346	XM_014753481.1
LOC106789347	XM_014753484.1
LOC106789348	XM_014753485.1
LOC106789349	XM_014753486.1
LOC106789350	XM_014753487.1
LOC106789351	XM_014753488.1
LOC106789352	XM_014753489.1
LOC106789353	XM_014753494.1
LOC106789354	XM_014753491.1
LOC106789355	XM_014753492.1
LOC106789356	XM_014753493.1
LOC106789357	XM_014753498.1
LOC106789358	XM_014753499.1
LOC106789359	XM_014753500.1
LOC106789360	XM_014753501.1
LOC106789361	XM_014753503.1
LOC106789362	XM_014753508.1
LOC106789363	XM_014753509.1
LOC106789364	XM_014753510.1
LOC106789365	XM_014753514.1
LOC106789366	XM_014753512.1
LOC106789367	XM_014753513.1
LOC106789368	XM_014753515.1
LOC106789369	XM_014753517.1
LOC106789370	XM_014753519.1
LOC106789371	XM_014753521.1
LOC106789372	XM_014753522.1
LOC106789373	XM_014753527.1
LOC106789374	XM_014753523.1
LOC106789375	XM_014753524.1
LOC106789376	XM_014753526.1
LOC106789377	XM_014753528.1
LOC106789378	XM_014753530.1
LOC106789379	XM_014753534.1
LOC106789380	XM_014753540.1
LOC106789381	XM_014753537.1
LOC106789382	XM_014753541.1
LOC106789383	XM_014753542.1
LOC106789384	XM_014753543.1
LOC106789385	XM_014753544.1
LOC106789386	XR_001381985.1
LOC106789387	XM_014753545.1
LOC106789388	XM_014753546.1
LOC106789389	XM_014753552.1
LOC106789390	XM_014753549.1
LOC106789391	XM_014753550.1
LOC106789392	XM_014753553.1
LOC106789393	XR_001381986.1
LOC106789394	XM_014753555.1
LOC106789395	XM_014753556.1
LOC106789396	XM_014753557.1
LOC106789397	XM_014753558.1
LOC106789398	XM_014753559.1
LOC106789399	XM_014753572.1
LOC106789400	XR_001381988.1
LOC106789401	XM_014753560.1
LOC106789402	XM_014753566.1
LOC106789403	XM_014753567.1
LOC106789404	XM_014753570.1
LOC106789405	XM_014753574.1
LOC106789406	XM_014753575.1
LOC106789407	XM_014753578.1
LOC106789408	XM_014753581.1
LOC106789409	XM_014753585.1
LOC106789410	XM_014753582.1
LOC106789411	XM_014753584.1
LOC106789412	XM_014753588.1
LOC106789413	XM_014753589.1
LOC106789414	XM_014753590.1
LOC106789415	XM_014753591.1
LOC106789416	XM_014753592.1
LOC106789417	XM_014753593.1
LOC106789418	XM_014753598.1
LOC106789419	XM_014753596.1
LOC106789420	XM_014753599.1
LOC106789421	XM_014753600.1
LOC106789422	XM_014753601.1
LOC106789423	XM_014753602.1
LOC106789424	XM_014753604.1
LOC106789425	XM_014753606.1
LOC106789426	XM_014753610.1
LOC106789427	XM_014753611.1
LOC106789428	XM_014753613.1
LOC106789429	XM_014753616.1
LOC106789430	XM_014753617.1
LOC106789431	XM_014753618.1
LOC106789432	XM_014753622.1
LOC106789433	XM_014753619.1
LOC106789434	XM_014753623.1
LOC106789435	XM_014753626.1
LOC106789436	XM_014753628.1
LOC106789437	XM_014753629.1
LOC106789438	XM_014753631.1
LOC106789439	XM_014753635.1
LOC106789440	XM_014753632.1
LOC106789441	XM_014753633.1
LOC106789442	XM_014753676.1
LOC106789443	XM_014753636.1
LOC106789444	XM_014753639.1
LOC106789445	XM_014753640.1
LOC106789446	XM_014753642.1
LOC106789447	XM_014753643.1
LOC106789448	XM_014753646.1
LOC106789449	XM_014753645.1
LOC106789450	XR_001381991.1
LOC106789451	XM_014753647.1
LOC106789452	XM_014753649.1
LOC106789453	XM_014753650.1
LOC106789454	XM_014753651.1
LOC106789455	XM_014753654.1
LOC106789456	XM_014753658.1
LOC106789457	XM_014753657.1
LOC106789458	XM_014753659.1
LOC106789459	XM_014753660.1
LOC106789460	XM_014753661.1
LOC106789461	XM_014753666.1
LOC106789462	XM_014753698.1
LOC106789463	XM_014753672.1
LOC106789464	XM_014753674.1
LOC106789465	XM_014753677.1
LOC106789466	XM_014753680.1
LOC106789467	XM_014753683.1
LOC106789468	XM_014753684.1
LOC106789469	XM_014753688.1
LOC106789470	XM_014753691.1
LOC106789471	XR_001381994.1
LOC106789472	XM_014753692.1
LOC106789473	XM_014753693.1
LOC106789474	XM_014753694.1
LOC106789475	XM_014753695.1
LOC106789476	XM_014753697.1
LOC106789477	XM_014753701.1
LOC106789478	XM_014753703.1
LOC106789479	XM_014753705.1
LOC106789480	XM_014753706.1
LOC106789481	XM_014753708.1
LOC106789482	XM_014753709.1
LOC106789483	XR_001381996.1
LOC106789484	XM_014753710.1
LOC106789485	XM_014753711.1
LOC106789486	XM_014753712.1
LOC106789487	XM_014753714.1
LOC106789488	XM_014753716.1
LOC106789489	XM_014753717.1
LOC106789490	XM_014753718.1
LOC106789491	XM_014753720.1
LOC106789492	XM_014753721.1
LOC106789493	XR_001381997.1
LOC106789494	XM_014753724.1
LOC106789495	XM_014753736.1
LOC106789496	XM_014753753.1
LOC106789497	XM_014753754.1
LOC106789498	XM_014753755.1
LOC106789499	XM_014753760.1
LOC106789500	XM_014753757.1
LOC106789501	XM_014753759.1
LOC106789502	XM_014753762.1
LOC106789503	XM_014753763.1
LOC106789504	XM_014754192.1
LOC106789505	XM_014753767.1
LOC106789506	XM_014753768.1
LOC106789507	XM_014753774.1
LOC106789508	XR_001382000.1
