Orthogroup	Species	GeneID	Function
OG0002665	Caus	Caust.v2_016443	Putative Immune
OG0002666	Caus	Caust.v2_016447	None Immune
OG0002667	Caus	Caust.v2_004395	None Immune
OG0002668	Caus	Caust.v2_014259	None Immune
OG0002669	Caus	Caust.v2_019785	None Immune
OG0002670	Caus	Caust.v2_019124	None Immune
OG0002671	Caus	Caust.v2_005767	None Immune
OG0002671	Caus	Caust.v2_005768	None Immune
OG0002672	Caus	Caust.v2_013014	None Immune
OG0002673	Caus	Caust.v2_012833	None Immune
OG0002674	Caus	Caust.v2_011319	None Immune
OG0002675	Caus	Caust.v2_001248	None Immune
OG0002677	Caus	Caust.v2_008439	None Immune
OG0002678	Caus	Caust.v2_003580	Immune
OG0002678	Caus	Caust.v2_022542	Immune
OG0002679	Caus	Caust.v2_011932	None Immune
OG0002680	Caus	Caust.v2_011931	None Immune
OG0002681	Caus	Caust.v2_014337	None Immune
OG0002682	Caus	Caust.v2_013896	None Immune
OG0002682	Caus	Caust.v2_013897	None Immune
OG0002683	Caus	Caust.v2_015611	None Immune
OG0002684	Caus	Caust.v2_014455	None Immune
OG0002684	Caus	Caust.v2_018188	None Immune
OG0002685	Caus	Caust.v2_014853	None Immune
OG0002686	Caus	Caust.v2_013124	None Immune
OG0002686	Caus	Caust.v2_013126	None Immune
OG0002687	Caus	Caust.v2_010801	None Immune
OG0002688	Caus	Caust.v2_010797	None Immune
OG0002688	Caus	Caust.v2_018587	None Immune
OG0002689	Caus	Caust.v2_012959	Un-Annotated
OG0002689	Caus	Caust.v2_014346	Un-Annotated
OG0002689	Caus	Caust.v2_017593	Un-Annotated
OG0002690	Caus	Caust.v2_008467	None Immune
OG0002691	Caus	Caust.v2_015827	None Immune
OG0002692	Caus	Caust.v2_008465	None Immune
OG0002693	Caus	Caust.v2_005307	None Immune
OG0002694	Caus	Caust.v2_007771	None Immune
OG0002695	Caus	Caust.v2_011518	None Immune
OG0002696	Caus	Caust.v2_012171	None Immune
OG0002697	Caus	Caust.v2_011982	None Immune
OG0002698	Caus	Caust.v2_016373	None Immune
OG0002698	Caus	Caust.v2_019886	None Immune
OG0002699	Caus	Caust.v2_003274	Immune
OG0002700	Caus	Caust.v2_016374	None Immune
OG0002701	Caus	Caust.v2_005271	None Immune
OG0002702	Caus	Caust.v2_003801	None Immune
OG0002703	Caus	Caust.v2_005279	None Immune
OG0002704	Caus	Caust.v2_003654	None Immune
OG0002705	Caus	Caust.v2_003656	None Immune
OG0002706	Caus	Caust.v2_003690	None Immune
OG0002706	Caus	Caust.v2_021225	None Immune
OG0002707	Caus	Caust.v2_001471	Immune
OG0002708	Caus	Caust.v2_012955	None Immune
OG0002708	Caus	Caust.v2_014342	None Immune
OG0002709	Caus	Caust.v2_012956	None Immune
OG0002709	Caus	Caust.v2_014343	None Immune
OG0002710	Caus	Caust.v2_004363	None Immune
OG0002711	Caus	Caust.v2_014631	None Immune
OG0002711	Caus	Caust.v2_020682	None Immune
OG0002712	Caus	Caust.v2_014632	None Immune
OG0002712	Caus	Caust.v2_020681	None Immune
OG0002713	Caus	Caust.v2_014629	None Immune
OG0002714	Caus	Caust.v2_004189	None Immune
OG0002714	Caus	Caust.v2_015363	None Immune
OG0002715	Caus	Caust.v2_004966	None Immune
OG0002715	Caus	Caust.v2_020661	None Immune
OG0002716	Caus	Caust.v2_003611	None Immune
OG0002717	Caus	Caust.v2_004030	None Immune
OG0002718	Caus	Caust.v2_001460	None Immune
OG0002719	Caus	Caust.v2_007884	None Immune
OG0002720	Caus	Caust.v2_001179	None Immune
OG0002721	Caus	Caust.v2_009830	None Immune
OG0002721	Caus	Caust.v2_020669	None Immune
OG0002722	Caus	Caust.v2_005205	None Immune
OG0002722	Caus	Caust.v2_020670	None Immune
OG0002723	Caus	Caust.v2_003614	None Immune
OG0002723	Caus	Caust.v2_020975	None Immune
OG0002724	Caus	Caust.v2_003619	Immune
OG0002725	Caus	Caust.v2_009488	None Immune
OG0002726	Caus	Caust.v2_000603	None Immune
OG0002727	Caus	Caust.v2_012951	None Immune
OG0002727	Caus	Caust.v2_014338	None Immune
OG0002728	Caus	Caust.v2_007450	None Immune
OG0002728	Caus	Caust.v2_007452	None Immune
OG0002729	Caus	Caust.v2_014852	None Immune
OG0002730	Caus	Caust.v2_002402	None Immune
OG0002731	Caus	Caust.v2_008466	None Immune
OG0002732	Caus	Caust.v2_010102	None Immune
OG0002732	Caus	Caust.v2_016349	None Immune
OG0002733	Caus	Caust.v2_009096	None Immune
OG0002734	Caus	Caust.v2_016722	None Immune
OG0002735	Caus	Caust.v2_000601	None Immune
OG0002736	Caus	Caust.v2_011754	None Immune
OG0002737	Caus	Caust.v2_011764	Immune
OG0002738	Caus	Caust.v2_004126	None Immune
OG0002738	Caus	Caust.v2_019626	None Immune
OG0002739	Caus	Caust.v2_010230	None Immune
OG0002739	Caus	Caust.v2_013157	None Immune
OG0002740	Caus	Caust.v2_013155	None Immune
OG0002740	Caus	Caust.v2_020696	None Immune
OG0002741	Caus	Caust.v2_010218	None Immune
OG0002741	Caus	Caust.v2_018723	None Immune
OG0002742	Caus	Caust.v2_009165	None Immune
OG0002742	Caus	Caust.v2_019348	None Immune
OG0002743	Caus	Caust.v2_015908	None Immune
OG0002744	Caus	Caust.v2_015910	None Immune
OG0002745	Caus	Caust.v2_014771	None Immune
OG0002746	Caus	Caust.v2_015885	None Immune
OG0002746	Caus	Caust.v2_018622	None Immune
OG0002747	Caus	Caust.v2_009739	None Immune
OG0002747	Caus	Caust.v2_009741	None Immune
OG0002748	Caus	Caust.v2_014704	Putative Immune
OG0002749	Caus	Caust.v2_014703	None Immune
OG0002750	Caus	Caust.v2_014699	Immune
OG0002750	Caus	Caust.v2_020280	Immune
OG0002751	Caus	Caust.v2_004013	None Immune
OG0002752	Caus	Caust.v2_003297	None Immune
OG0002752	Caus	Caust.v2_017413	None Immune
OG0002753	Caus	Caust.v2_016030	None Immune
OG0002753	Caus	Caust.v2_016031	None Immune
OG0002754	Caus	Caust.v2_006900	None Immune
OG0002755	Caus	Caust.v2_016929	None Immune
OG0002755	Caus	Caust.v2_017626	None Immune
OG0002756	Caus	Caust.v2_010094	Un-Annotated
OG0002757	Caus	Caust.v2_017777	None Immune
OG0002757	Caus	Caust.v2_021354	None Immune
OG0002758	Caus	Caust.v2_019580	None Immune
OG0002759	Caus	Caust.v2_004037	None Immune
OG0002760	Caus	Caust.v2_004994	None Immune
OG0002761	Caus	Caust.v2_000491	Immune
OG0002762	Caus	Caust.v2_004021	None Immune
OG0002763	Caus	Caust.v2_016281	None Immune
OG0002764	Caus	Caust.v2_012284	Un-Annotated
OG0002764	Caus	Caust.v2_017105	Un-Annotated
OG0002764	Caus	Caust.v2_019214	Un-Annotated
OG0002765	Caus	Caust.v2_015878	None Immune
OG0002765	Caus	Caust.v2_019240	None Immune
OG0002766	Caus	Caust.v2_002909	None Immune
OG0002767	Caus	Caust.v2_009888	None Immune
OG0002767	Caus	Caust.v2_020147	None Immune
OG0002768	Caus	Caust.v2_007757	None Immune
OG0002769	Caus	Caust.v2_007931	None Immune
OG0002769	Caus	Caust.v2_019428	None Immune
OG0002770	Caus	Caust.v2_011246	None Immune
OG0002771	Caus	Caust.v2_008178	None Immune
OG0002772	Caus	Caust.v2_003996	None Immune
OG0002772	Caus	Caust.v2_003997	None Immune
OG0002773	Caus	Caust.v2_006810	None Immune
OG0002774	Caus	Caust.v2_005593	None Immune
OG0002775	Caus	Caust.v2_013046	None Immune
OG0002776	Caus	Caust.v2_016892	None Immune
OG0002776	Caus	Caust.v2_020048	None Immune
OG0002777	Caus	Caust.v2_008533	None Immune
OG0002778	Caus	Caust.v2_000026	None Immune
OG0002779	Caus	Caust.v2_006802	None Immune
OG0002780	Caus	Caust.v2_016890	None Immune
OG0002780	Caus	Caust.v2_021948	None Immune
OG0002781	Caus	Caust.v2_001212	None Immune
OG0002782	Caus	Caust.v2_001204	None Immune
OG0002783	Caus	Caust.v2_001199	None Immune
OG0002783	Caus	Caust.v2_001200	None Immune
OG0002784	Caus	Caust.v2_001195	Immune
OG0002785	Caus	Caust.v2_003759	None Immune
OG0002785	Caus	Caust.v2_017187	None Immune
OG0002786	Caus	Caust.v2_003760	None Immune
OG0002786	Caus	Caust.v2_017188	None Immune
OG0002787	Caus	Caust.v2_001837	None Immune
OG0002788	Caus	Caust.v2_014500	None Immune
OG0002788	Caus	Caust.v2_022048	None Immune
OG0002789	Caus	Caust.v2_011973	None Immune
OG0002789	Caus	Caust.v2_020081	None Immune
OG0002790	Caus	Caust.v2_020013	None Immune
OG0002791	Caus	Caust.v2_001818	Immune
OG0002792	Caus	Caust.v2_011522	None Immune
OG0002793	Caus	Caust.v2_002721	None Immune
OG0002794	Caus	Caust.v2_008181	None Immune
OG0002794	Caus	Caust.v2_008185	None Immune
OG0002795	Caus	Caust.v2_012530	None Immune
OG0002796	Caus	Caust.v2_012524	None Immune
OG0002797	Caus	Caust.v2_002653	None Immune
OG0002798	Caus	Caust.v2_006964	None Immune
OG0002799	Caus	Caust.v2_008784	None Immune
OG0002800	Caus	Caust.v2_003762	None Immune
OG0002801	Caus	Caust.v2_003808	None Immune
OG0002802	Caus	Caust.v2_003767	None Immune
OG0002803	Caus	Caust.v2_001363	None Immune
OG0002804	Caus	Caust.v2_001365	None Immune
OG0002805	Caus	Caust.v2_011433	None Immune
OG0002805	Caus	Caust.v2_016118	None Immune
OG0002806	Caus	Caust.v2_011434	None Immune
OG0002806	Caus	Caust.v2_016119	None Immune
OG0002807	Caus	Caust.v2_011438	None Immune
OG0002808	Caus	Caust.v2_007429	Un-Annotated
OG0002809	Caus	Caust.v2_005917	None Immune
OG0002810	Caus	Caust.v2_005919	None Immune
OG0002811	Caus	Caust.v2_017232	None Immune
OG0002812	Caus	Caust.v2_009574	None Immune
OG0002813	Caus	Caust.v2_007841	None Immune
OG0002814	Caus	Caust.v2_011001	Putative Immune
OG0002815	Caus	Caust.v2_005592	None Immune
OG0002816	Caus	Caust.v2_005589	Putative Immune
OG0002817	Caus	Caust.v2_012256	None Immune
OG0002818	Caus	Caust.v2_015651	Immune
OG0002819	Caus	Caust.v2_017724	None Immune
OG0002819	Caus	Caust.v2_019338	None Immune
OG0002820	Caus	Caust.v2_002259	None Immune
OG0002821	Caus	Caust.v2_000837	None Immune
OG0002822	Caus	Caust.v2_020926	None Immune
OG0002822	Caus	Caust.v2_021127	None Immune
OG0002824	Caus	Caust.v2_009388	None Immune
OG0002825	Caus	Caust.v2_011007	None Immune
OG0002825	Caus	Caust.v2_011012	None Immune
OG0002826	Caus	Caust.v2_013348	None Immune
OG0002826	Caus	Caust.v2_016903	None Immune
OG0002827	Caus	Caust.v2_010187	None Immune
OG0002828	Caus	Caust.v2_008942	None Immune
OG0002829	Caus	Caust.v2_000685	None Immune
OG0002830	Caus	Caust.v2_000688	None Immune
OG0002831	Caus	Caust.v2_004874	None Immune
OG0002832	Caus	Caust.v2_016786	None Immune
OG0002832	Caus	Caust.v2_021599	None Immune
OG0002833	Caus	Caust.v2_014986	None Immune
OG0002833	Caus	Caust.v2_017261	None Immune
OG0002834	Caus	Caust.v2_006808	None Immune
OG0002834	Caus	Caust.v2_020256	None Immune
OG0002835	Caus	Caust.v2_007649	None Immune
OG0002836	Caus	Caust.v2_012232	None Immune
OG0002836	Caus	Caust.v2_018403	None Immune
OG0002837	Caus	Caust.v2_007796	None Immune
OG0002837	Caus	Caust.v2_020008	None Immune
OG0002838	Caus	Caust.v2_007799	None Immune
OG0002839	Caus	Caust.v2_017346	None Immune
OG0002840	Caus	Caust.v2_007798	None Immune
OG0002841	Caus	Caust.v2_004088	None Immune
OG0002842	Caus	Caust.v2_004058	None Immune
OG0002843	Caus	Caust.v2_003841	None Immune
OG0002844	Caus	Caust.v2_008989	None Immune
OG0002845	Caus	Caust.v2_005627	None Immune
OG0002846	Caus	Caust.v2_013500	None Immune
OG0002846	Caus	Caust.v2_019246	None Immune
OG0002847	Caus	Caust.v2_004076	None Immune
OG0002848	Caus	Caust.v2_015880	None Immune
OG0002848	Caus	Caust.v2_019241	None Immune
OG0002849	Caus	Caust.v2_009677	None Immune
OG0002850	Caus	Caust.v2_007305	None Immune
OG0002850	Caus	Caust.v2_019434	None Immune
OG0002851	Caus	Caust.v2_000682	None Immune
OG0002852	Caus	Caust.v2_008998	None Immune
OG0002853	Caus	Caust.v2_015703	None Immune
OG0002853	Caus	Caust.v2_022336	None Immune
OG0002854	Caus	Caust.v2_009619	None Immune
OG0002854	Caus	Caust.v2_009620	None Immune
OG0002855	Caus	Caust.v2_004521	None Immune
OG0002855	Caus	Caust.v2_007712	None Immune
OG0002856	Caus	Caust.v2_005877	None Immune
OG0002857	Caus	Caust.v2_018436	None Immune
OG0002858	Caus	Caust.v2_002498	None Immune
OG0002858	Caus	Caust.v2_020473	None Immune
OG0002859	Caus	Caust.v2_011674	None Immune
OG0002859	Caus	Caust.v2_014419	None Immune
OG0002860	Caus	Caust.v2_011403	None Immune
OG0002861	Caus	Caust.v2_010877	None Immune
OG0002862	Caus	Caust.v2_012940	None Immune
OG0002863	Caus	Caust.v2_007128	None Immune
OG0002864	Caus	Caust.v2_004462	None Immune
OG0002865	Caus	Caust.v2_006483	None Immune
OG0002866	Caus	Caust.v2_007114	None Immune
OG0002867	Caus	Caust.v2_007006	Immune
OG0002869	Caus	Caust.v2_007625	None Immune
OG0002870	Caus	Caust.v2_007947	None Immune
OG0002871	Caus	Caust.v2_020135	None Immune
OG0002872	Caus	Caust.v2_007962	Immune
OG0002872	Caus	Caust.v2_017529	Immune
OG0002873	Caus	Caust.v2_011664	None Immune
OG0002874	Caus	Caust.v2_000022	None Immune
OG0002875	Caus	Caust.v2_001883	None Immune
OG0002876	Caus	Caust.v2_001519	None Immune
OG0002877	Caus	Caust.v2_002674	None Immune
OG0002878	Caus	Caust.v2_010548	None Immune
OG0002878	Caus	Caust.v2_015110	None Immune
OG0002879	Caus	Caust.v2_005119	None Immune
OG0002880	Caus	Caust.v2_005123	Un-Annotated
OG0002880	Caus	Caust.v2_020015	Un-Annotated
OG0002880	Caus	Caust.v2_020016	Un-Annotated
OG0002881	Caus	Caust.v2_014778	None Immune
OG0002881	Caus	Caust.v2_020250	None Immune
OG0002881	Caus	Caust.v2_020862	None Immune
OG0002882	Caus	Caust.v2_014959	None Immune
OG0002883	Caus	Caust.v2_018094	None Immune
OG0002883	Caus	Caust.v2_019849	None Immune
OG0002883	Caus	Caust.v2_020830	None Immune
OG0002884	Caus	Caust.v2_008497	None Immune
OG0002885	Caus	Caust.v2_012819	None Immune
OG0002886	Caus	Caust.v2_000098	None Immune
OG0002887	Caus	Caust.v2_009170	None Immune
OG0002887	Caus	Caust.v2_016488	None Immune
OG0002887	Caus	Caust.v2_017611	None Immune
OG0002887	Caus	Caust.v2_017951	None Immune
OG0002888	Caus	Caust.v2_002579	None Immune
OG0002889	Caus	Caust.v2_003595	None Immune
OG0002890	Caus	Caust.v2_012982	None Immune
OG0002890	Caus	Caust.v2_012983	None Immune
OG0002891	Caus	Caust.v2_013066	None Immune
OG0002892	Caus	Caust.v2_013695	None Immune
OG0002893	Caus	Caust.v2_002712	None Immune
OG0002894	Caus	Caust.v2_012990	Un-Annotated
OG0002896	Caus	Caust.v2_016361	Un-Annotated
OG0002896	Caus	Caust.v2_020326	Un-Annotated
OG0002897	Caus	Caust.v2_016368	Un-Annotated
OG0002897	Caus	Caust.v2_016370	Un-Annotated
OG0002897	Caus	Caust.v2_017548	Un-Annotated
OG0002897	Caus	Caust.v2_019051	Un-Annotated
OG0002897	Caus	Caust.v2_019111	Un-Annotated
OG0002897	Caus	Caust.v2_019895	Un-Annotated
OG0002897	Caus	Caust.v2_019896	Un-Annotated
OG0002897	Caus	Caust.v2_021275	Un-Annotated
OG0002898	Caus	Caust.v2_001617	Un-Annotated
OG0002899	Caus	Caust.v2_008747	Un-Annotated
OG0002900	Caus	Caust.v2_020079	Un-Annotated
OG0002917	Caus	Caust.v2_008889	None Immune
OG0002918	Caus	Caust.v2_006813	None Immune
OG0002919	Caus	Caust.v2_001229	None Immune
OG0002920	Caus	Caust.v2_007047	None Immune
OG0002921	Caus	Caust.v2_007926	Putative Immune
OG0002922	Caus	Caust.v2_007925	None Immune
OG0002923	Caus	Caust.v2_000353	None Immune
OG0002924	Caus	Caust.v2_000352	Putative Immune
OG0002925	Caus	Caust.v2_000531	None Immune
OG0002926	Caus	Caust.v2_000510	None Immune
OG0002927	Caus	Caust.v2_005505	None Immune
OG0002928	Caus	Caust.v2_007049	None Immune
OG0002929	Caus	Caust.v2_013784	None Immune
OG0002930	Caus	Caust.v2_013787	None Immune
OG0002931	Caus	Caust.v2_007935	None Immune
OG0002932	Caus	Caust.v2_014885	None Immune
OG0002933	Caus	Caust.v2_010571	None Immune
OG0002934	Caus	Caust.v2_007788	None Immune
OG0002935	Caus	Caust.v2_007051	None Immune
OG0002936	Caus	Caust.v2_017126	None Immune
OG0002937	Caus	Caust.v2_017125	None Immune
OG0002938	Caus	Caust.v2_011704	None Immune
OG0002939	Caus	Caust.v2_011710	Un-Annotated
OG0002939	Caus	Caust.v2_019269	Un-Annotated
OG0002940	Caus	Caust.v2_007052	None Immune
OG0002941	Caus	Caust.v2_009085	None Immune
OG0002942	Caus	Caust.v2_011568	None Immune
OG0002943	Caus	Caust.v2_011567	None Immune
OG0002944	Caus	Caust.v2_008365	None Immune
OG0002945	Caus	Caust.v2_008364	None Immune
OG0002946	Caus	Caust.v2_008375	None Immune
OG0002947	Caus	Caust.v2_008367	None Immune
OG0002948	Caus	Caust.v2_002649	None Immune
OG0002949	Caus	Caust.v2_005712	None Immune
OG0002950	Caus	Caust.v2_004274	None Immune
OG0002951	Caus	Caust.v2_004278	None Immune
OG0002952	Caus	Caust.v2_004279	None Immune
OG0002953	Caus	Caust.v2_004280	None Immune
OG0002954	Caus	Caust.v2_004283	Immune
OG0002955	Caus	Caust.v2_012445	None Immune
OG0002956	Caus	Caust.v2_021166	None Immune
OG0002957	Caus	Caust.v2_008799	None Immune
OG0002958	Caus	Caust.v2_008473	None Immune
OG0002959	Caus	Caust.v2_008470	None Immune
OG0002960	Caus	Caust.v2_011549	None Immune
OG0002961	Caus	Caust.v2_011550	Putative Immune
OG0002962	Caus	Caust.v2_011556	None Immune
OG0002963	Caus	Caust.v2_011558	None Immune
OG0002964	Caus	Caust.v2_003247	None Immune
OG0002965	Caus	Caust.v2_008787	None Immune
OG0002966	Caus	Caust.v2_013820	None Immune
OG0002967	Caus	Caust.v2_005483	None Immune
OG0002968	Caus	Caust.v2_011490	None Immune
OG0002969	Caus	Caust.v2_005484	None Immune
OG0002970	Caus	Caust.v2_009683	None Immune
OG0002971	Caus	Caust.v2_002490	None Immune
OG0002972	Caus	Caust.v2_007863	None Immune
OG0002973	Caus	Caust.v2_014518	None Immune
OG0002974	Caus	Caust.v2_005117	None Immune
OG0002975	Caus	Caust.v2_000173	None Immune
OG0002976	Caus	Caust.v2_001494	None Immune
OG0002977	Caus	Caust.v2_000169	None Immune
OG0002978	Caus	Caust.v2_006820	None Immune
OG0002979	Caus	Caust.v2_017746	None Immune
OG0002980	Caus	Caust.v2_007155	None Immune
OG0002981	Caus	Caust.v2_008146	None Immune
OG0002982	Caus	Caust.v2_008790	None Immune
OG0002983	Caus	Caust.v2_011707	None Immune
OG0002984	Caus	Caust.v2_004284	None Immune
OG0002985	Caus	Caust.v2_008436	None Immune
OG0002986	Caus	Caust.v2_003916	None Immune
OG0002987	Caus	Caust.v2_008786	None Immune
OG0002988	Caus	Caust.v2_008789	None Immune
OG0002989	Caus	Caust.v2_011820	None Immune
OG0002990	Caus	Caust.v2_013744	Putative Immune
OG0002991	Caus	Caust.v2_006630	None Immune
OG0002992	Caus	Caust.v2_006632	None Immune
OG0002993	Caus	Caust.v2_006636	None Immune
OG0002994	Caus	Caust.v2_014186	None Immune
OG0002995	Caus	Caust.v2_011267	None Immune
OG0002996	Caus	Caust.v2_009853	Immune
OG0002997	Caus	Caust.v2_013913	None Immune
OG0002998	Caus	Caust.v2_015437	None Immune
OG0002999	Caus	Caust.v2_005970	None Immune
OG0003000	Caus	Caust.v2_005969	None Immune
OG0003001	Caus	Caust.v2_005967	None Immune
OG0003002	Caus	Caust.v2_005968	None Immune
OG0003003	Caus	Caust.v2_012875	None Immune
OG0003004	Caus	Caust.v2_013522	None Immune
OG0003005	Caus	Caust.v2_013524	None Immune
OG0003006	Caus	Caust.v2_008677	None Immune
OG0003007	Caus	Caust.v2_002816	None Immune
OG0003008	Caus	Caust.v2_004533	None Immune
OG0003009	Caus	Caust.v2_015288	None Immune
OG0003010	Caus	Caust.v2_019825	None Immune
OG0003011	Caus	Caust.v2_005509	Putative Immune
OG0003012	Caus	Caust.v2_007432	None Immune
OG0003013	Caus	Caust.v2_007434	None Immune
OG0003014	Caus	Caust.v2_005320	None Immune
OG0003015	Caus	Caust.v2_008266	None Immune
OG0003016	Caus	Caust.v2_008267	None Immune
OG0003017	Caus	Caust.v2_010620	None Immune
OG0003018	Caus	Caust.v2_002825	Immune
OG0003019	Caus	Caust.v2_006879	None Immune
OG0003020	Caus	Caust.v2_006878	None Immune
OG0003021	Caus	Caust.v2_008259	None Immune
OG0003022	Caus	Caust.v2_008265	None Immune
OG0003023	Caus	Caust.v2_014593	None Immune
OG0003024	Caus	Caust.v2_002829	None Immune
OG0003025	Caus	Caust.v2_014592	None Immune
OG0003026	Caus	Caust.v2_014590	None Immune
OG0003027	Caus	Caust.v2_017089	None Immune
OG0003028	Caus	Caust.v2_000077	None Immune
OG0003029	Caus	Caust.v2_014829	None Immune
OG0003030	Caus	Caust.v2_002834	None Immune
OG0003031	Caus	Caust.v2_007957	None Immune
OG0003032	Caus	Caust.v2_010655	None Immune
OG0003033	Caus	Caust.v2_004566	None Immune
OG0003034	Caus	Caust.v2_015026	None Immune
OG0003035	Caus	Caust.v2_006075	None Immune
OG0003036	Caus	Caust.v2_006074	None Immune
OG0003037	Caus	Caust.v2_006073	Immune
OG0003038	Caus	Caust.v2_006072	None Immune
OG0003039	Caus	Caust.v2_006071	None Immune
OG0003040	Caus	Caust.v2_006070	None Immune
OG0003041	Caus	Caust.v2_004564	None Immune
OG0003042	Caus	Caust.v2_004559	None Immune
OG0003043	Caus	Caust.v2_011366	None Immune
OG0003044	Caus	Caust.v2_011302	None Immune
OG0003045	Caus	Caust.v2_016548	None Immune
OG0003046	Caus	Caust.v2_002428	None Immune
OG0003047	Caus	Caust.v2_002429	None Immune
OG0003048	Caus	Caust.v2_002847	None Immune
OG0003049	Caus	Caust.v2_014203	None Immune
OG0003050	Caus	Caust.v2_014199	None Immune
OG0003051	Caus	Caust.v2_009534	None Immune
OG0003052	Caus	Caust.v2_002848	None Immune
OG0003053	Caus	Caust.v2_006877	None Immune
OG0003054	Caus	Caust.v2_008894	None Immune
OG0003055	Caus	Caust.v2_021631	None Immune
OG0003055	Caus	Caust.v2_022587	None Immune
OG0003056	Caus	Caust.v2_007431	None Immune
OG0003057	Caus	Caust.v2_013061	None Immune
OG0003058	Caus	Caust.v2_001092	None Immune
OG0003059	Caus	Caust.v2_006631	None Immune
OG0003060	Caus	Caust.v2_006067	None Immune
OG0003061	Caus	Caust.v2_010522	None Immune
OG0003062	Caus	Caust.v2_016211	None Immune
OG0003063	Caus	Caust.v2_004664	None Immune
OG0003064	Caus	Caust.v2_017592	None Immune
OG0003065	Caus	Caust.v2_016755	None Immune
OG0003066	Caus	Caust.v2_018016	None Immune
OG0003067	Caus	Caust.v2_010587	None Immune
OG0003068	Caus	Caust.v2_015349	None Immune
OG0003069	Caus	Caust.v2_005508	None Immune
OG0003070	Caus	Caust.v2_010080	None Immune
OG0003071	Caus	Caust.v2_018412	None Immune
OG0003072	Caus	Caust.v2_015027	None Immune
OG0003073	Caus	Caust.v2_005926	None Immune
OG0003074	Caus	Caust.v2_006938	None Immune
OG0003075	Caus	Caust.v2_007430	None Immune
OG0003076	Caus	Caust.v2_013062	None Immune
OG0003077	Caus	Caust.v2_002460	None Immune
OG0003078	Caus	Caust.v2_010066	None Immune
OG0003079	Caus	Caust.v2_004941	None Immune
OG0003080	Caus	Caust.v2_001493	None Immune
OG0003081	Caus	Caust.v2_001982	None Immune
OG0003082	Caus	Caust.v2_000101	None Immune
OG0003083	Caus	Caust.v2_001814	None Immune
OG0003084	Caus	Caust.v2_002716	None Immune
OG0003085	Caus	Caust.v2_002463	Immune
OG0003086	Caus	Caust.v2_002717	None Immune
OG0003087	Caus	Caust.v2_005866	None Immune
OG0003088	Caus	Caust.v2_005875	None Immune
OG0003089	Caus	Caust.v2_004005	None Immune
OG0003090	Caus	Caust.v2_006576	None Immune
OG0003091	Caus	Caust.v2_003699	None Immune
OG0003092	Caus	Caust.v2_002467	None Immune
OG0003093	Caus	Caust.v2_008129	None Immune
OG0003094	Caus	Caust.v2_007489	None Immune
OG0003095	Caus	Caust.v2_018341	None Immune
OG0003096	Caus	Caust.v2_000819	None Immune
OG0003097	Caus	Caust.v2_011231	None Immune
OG0003098	Caus	Caust.v2_011230	None Immune
OG0003099	Caus	Caust.v2_004958	None Immune
OG0003100	Caus	Caust.v2_004337	None Immune
OG0003101	Caus	Caust.v2_013520	None Immune
OG0003102	Caus	Caust.v2_010888	None Immune
OG0003103	Caus	Caust.v2_010886	None Immune
OG0003104	Caus	Caust.v2_018022	None Immune
OG0003105	Caus	Caust.v2_016730	None Immune
OG0003106	Caus	Caust.v2_009937	None Immune
OG0003107	Caus	Caust.v2_014821	None Immune
OG0003108	Caus	Caust.v2_008580	None Immune
OG0003109	Caus	Caust.v2_000072	None Immune
OG0003110	Caus	Caust.v2_005066	None Immune
OG0003111	Caus	Caust.v2_005065	None Immune
OG0003112	Caus	Caust.v2_005067	None Immune
OG0003113	Caus	Caust.v2_000549	None Immune
OG0003114	Caus	Caust.v2_002280	None Immune
OG0003115	Caus	Caust.v2_011060	None Immune
OG0003116	Caus	Caust.v2_003329	None Immune
OG0003117	Caus	Caust.v2_003330	None Immune
OG0003118	Caus	Caust.v2_003328	None Immune
OG0003119	Caus	Caust.v2_007470	None Immune
OG0003120	Caus	Caust.v2_008411	None Immune
OG0003121	Caus	Caust.v2_008410	None Immune
OG0003122	Caus	Caust.v2_008518	None Immune
OG0003123	Caus	Caust.v2_014436	None Immune
OG0003124	Caus	Caust.v2_014446	None Immune
OG0003125	Caus	Caust.v2_014447	None Immune
OG0003126	Caus	Caust.v2_014450	None Immune
OG0003127	Caus	Caust.v2_010460	None Immune
OG0003128	Caus	Caust.v2_005179	None Immune
OG0003129	Caus	Caust.v2_005073	None Immune
OG0003130	Caus	Caust.v2_018150	None Immune
OG0003131	Caus	Caust.v2_012880	None Immune
OG0003132	Caus	Caust.v2_012877	None Immune
OG0003133	Caus	Caust.v2_007148	None Immune
OG0003134	Caus	Caust.v2_005663	None Immune
OG0003135	Caus	Caust.v2_005665	None Immune
OG0003136	Caus	Caust.v2_005666	None Immune
OG0003137	Caus	Caust.v2_005667	None Immune
OG0003138	Caus	Caust.v2_001430	None Immune
OG0003139	Caus	Caust.v2_015699	None Immune
OG0003140	Caus	Caust.v2_015698	None Immune
OG0003141	Caus	Caust.v2_015697	None Immune
OG0003142	Caus	Caust.v2_017602	None Immune
OG0003143	Caus	Caust.v2_022157	None Immune
OG0003144	Caus	Caust.v2_002666	None Immune
OG0003145	Caus	Caust.v2_014304	Immune
OG0003146	Caus	Caust.v2_014302	None Immune
OG0003147	Caus	Caust.v2_017300	None Immune
OG0003148	Caus	Caust.v2_013916	Immune
OG0003149	Caus	Caust.v2_003400	None Immune
OG0003150	Caus	Caust.v2_009353	None Immune
OG0003151	Caus	Caust.v2_009372	None Immune
