Orthogroup	Species	GeneID
OG0004897	Caus	Caust.v2_003116
OG0004898	Caus	Caust.v2_003106
OG0004899	Caus	Caust.v2_001314
OG0004900	Caus	Caust.v2_001282
OG0004901	Caus	Caust.v2_008724
OG0004902	Caus	Caust.v2_000641
OG0004903	Caus	Caust.v2_008719
OG0004904	Caus	Caust.v2_018114
OG0004905	Caus	Caust.v2_018115
OG0004906	Caus	Caust.v2_006803
OG0004907	Caus	Caust.v2_006804
OG0004908	Caus	Caust.v2_006805
OG0004909	Caus	Caust.v2_009795
OG0004910	Caus	Caust.v2_010015
OG0004911	Caus	Caust.v2_008718
OG0004912	Caus	Caust.v2_006161
OG0004913	Caus	Caust.v2_004063
OG0004914	Caus	Caust.v2_001489
OG0004915	Caus	Caust.v2_011572
OG0004916	Caus	Caust.v2_012109
OG0004917	Caus	Caust.v2_012108
OG0004918	Caus	Caust.v2_012107
OG0004919	Caus	Caust.v2_006189
OG0004920	Caus	Caust.v2_012472
OG0004921	Caus	Caust.v2_007136
OG0004922	Caus	Caust.v2_007139
OG0004923	Caus	Caust.v2_007141
OG0004924	Caus	Caust.v2_007142
OG0004925	Caus	Caust.v2_011443
OG0004926	Caus	Caust.v2_011442
OG0004927	Caus	Caust.v2_001335
OG0004928	Caus	Caust.v2_003050
OG0004929	Caus	Caust.v2_002904
OG0004930	Caus	Caust.v2_001333
OG0004931	Caus	Caust.v2_002899
OG0004932	Caus	Caust.v2_002896
OG0004933	Caus	Caust.v2_002897
OG0004934	Caus	Caust.v2_000652
OG0004935	Caus	Caust.v2_000651
OG0004936	Caus	Caust.v2_002902
OG0004937	Caus	Caust.v2_003101
OG0004938	Caus	Caust.v2_001095
OG0004939	Caus	Caust.v2_001279
OG0004940	Caus	Caust.v2_001024
OG0004941	Caus	Caust.v2_007660
OG0004942	Caus	Caust.v2_007996
OG0004943	Caus	Caust.v2_007992
OG0004944	Caus	Caust.v2_007994
OG0004945	Caus	Caust.v2_015239
OG0004946	Caus	Caust.v2_015825
OG0004947	Caus	Caust.v2_008501
OG0004948	Caus	Caust.v2_002353
OG0004949	Caus	Caust.v2_011573
OG0004950	Caus	Caust.v2_001018
OG0004951	Caus	Caust.v2_007144
OG0004952	Caus	Caust.v2_001334
OG0004953	Caus	Caust.v2_001332
OG0004954	Caus	Caust.v2_001093
OG0004955	Caus	Caust.v2_001278
OG0004956	Caus	Caust.v2_001023
OG0004957	Caus	Caust.v2_001020
OG0004958	Caus	Caust.v2_000378
OG0004959	Caus	Caust.v2_015875
OG0004960	Caus	Caust.v2_014911
OG0004961	Caus	Caust.v2_014909
OG0004962	Caus	Caust.v2_007891
OG0004963	Caus	Caust.v2_001239
OG0004964	Caus	Caust.v2_010273
OG0004965	Caus	Caust.v2_003620
OG0004966	Caus	Caust.v2_003622
OG0004967	Caus	Caust.v2_003623
OG0004968	Caus	Caust.v2_014908
OG0004969	Caus	Caust.v2_014905
OG0004970	Caus	Caust.v2_001051
OG0004971	Caus	Caust.v2_001049
OG0004972	Caus	Caust.v2_011653
OG0004973	Caus	Caust.v2_009779
OG0004974	Caus	Caust.v2_006812
OG0004975	Caus	Caust.v2_007807
OG0004976	Caus	Caust.v2_010684
OG0004977	Caus	Caust.v2_006479
OG0004978	Caus	Caust.v2_013598
OG0004979	Caus	Caust.v2_013597
OG0004980	Caus	Caust.v2_013595
OG0004981	Caus	Caust.v2_013596
OG0004982	Caus	Caust.v2_012531
OG0004983	Caus	Caust.v2_006484
OG0004984	Caus	Caust.v2_018358
OG0004985	Caus	Caust.v2_020190
OG0004986	Caus	Caust.v2_001139
OG0004987	Caus	Caust.v2_001143
OG0004988	Caus	Caust.v2_018443
OG0004989	Caus	Caust.v2_005188
OG0004990	Caus	Caust.v2_010706
OG0004991	Caus	Caust.v2_005180
OG0004992	Caus	Caust.v2_011668
OG0004993	Caus	Caust.v2_002268
OG0004994	Caus	Caust.v2_007791
OG0004995	Caus	Caust.v2_020316
OG0004996	Caus	Caust.v2_014912
OG0004997	Caus	Caust.v2_007626
OG0004998	Caus	Caust.v2_012010
OG0004999	Caus	Caust.v2_003621
OG0005000	Caus	Caust.v2_007792
OG0005001	Caus	Caust.v2_011655
OG0005002	Caus	Caust.v2_011654
OG0005003	Caus	Caust.v2_006811
OG0005004	Caus	Caust.v2_019788
OG0005005	Caus	Caust.v2_005193
OG0005006	Caus	Caust.v2_005181
OG0005007	Caus	Caust.v2_009575
OG0005008	Caus	Caust.v2_009783
OG0005009	Caus	Caust.v2_004854
OG0005010	Caus	Caust.v2_004500
OG0005011	Caus	Caust.v2_004489
OG0005012	Caus	Caust.v2_004488
OG0005013	Caus	Caust.v2_004483
OG0005014	Caus	Caust.v2_008814
OG0005015	Caus	Caust.v2_008819
OG0005016	Caus	Caust.v2_002265
OG0005017	Caus	Caust.v2_012016
OG0005018	Caus	Caust.v2_007607
OG0005019	Caus	Caust.v2_013111
OG0005020	Caus	Caust.v2_011094
OG0005021	Caus	Caust.v2_011088
OG0005022	Caus	Caust.v2_011078
OG0005023	Caus	Caust.v2_011076
OG0005024	Caus	Caust.v2_008608
OG0005025	Caus	Caust.v2_017471
OG0005026	Caus	Caust.v2_008695
OG0005027	Caus	Caust.v2_008682
OG0005028	Caus	Caust.v2_013131
OG0005029	Caus	Caust.v2_002549
OG0005030	Caus	Caust.v2_004682
OG0005031	Caus	Caust.v2_009812
OG0005032	Caus	Caust.v2_003249
OG0005033	Caus	Caust.v2_008716
OG0005034	Caus	Caust.v2_002732
OG0005035	Caus	Caust.v2_006126
OG0005037	Caus	Caust.v2_021424
OG0005038	Caus	Caust.v2_022043
OG0005039	Caus	Caust.v2_006417
OG0005040	Caus	Caust.v2_006425
OG0005041	Caus	Caust.v2_006424
OG0005042	Caus	Caust.v2_004677
OG0005043	Caus	Caust.v2_004678
OG0005044	Caus	Caust.v2_006017
OG0005045	Caus	Caust.v2_004671
OG0005046	Caus	Caust.v2_004670
OG0005047	Caus	Caust.v2_004672
OG0005048	Caus	Caust.v2_003246
OG0005049	Caus	Caust.v2_003245
OG0005050	Caus	Caust.v2_003233
OG0005051	Caus	Caust.v2_006301
OG0005052	Caus	Caust.v2_004662
OG0005053	Caus	Caust.v2_004490
OG0005054	Caus	Caust.v2_004484
OG0005055	Caus	Caust.v2_011085
OG0005056	Caus	Caust.v2_011079
OG0005057	Caus	Caust.v2_008690
OG0005058	Caus	Caust.v2_008688
OG0005059	Caus	Caust.v2_008685
OG0005060	Caus	Caust.v2_002366
OG0005061	Caus	Caust.v2_010744
OG0005062	Caus	Caust.v2_010746
OG0005062	Caus	Caust.v2_010747
OG0005063	Caus	Caust.v2_005056
OG0005064	Caus	Caust.v2_010748
OG0005065	Caus	Caust.v2_010749
OG0005066	Caus	Caust.v2_008575
OG0005067	Caus	Caust.v2_008572
OG0005068	Caus	Caust.v2_008571
OG0005069	Caus	Caust.v2_013298
OG0005070	Caus	Caust.v2_008235
OG0005071	Caus	Caust.v2_013310
OG0005072	Caus	Caust.v2_008296
OG0005073	Caus	Caust.v2_015072
OG0005074	Caus	Caust.v2_013296
OG0005075	Caus	Caust.v2_018915
OG0005076	Caus	Caust.v2_007737
OG0005077	Caus	Caust.v2_010335
OG0005078	Caus	Caust.v2_022581
OG0005079	Caus	Caust.v2_018468
OG0005080	Caus	Caust.v2_004542
OG0005081	Caus	Caust.v2_015074
OG0005082	Caus	Caust.v2_008598
OG0005083	Caus	Caust.v2_010341
OG0005084	Caus	Caust.v2_013921
OG0005085	Caus	Caust.v2_012176
OG0005086	Caus	Caust.v2_003372
OG0005087	Caus	Caust.v2_012230
OG0005088	Caus	Caust.v2_003925
OG0005089	Caus	Caust.v2_003928
OG0005089	Caus	Caust.v2_020625
OG0005090	Caus	Caust.v2_003341
OG0005091	Caus	Caust.v2_003340
OG0005092	Caus	Caust.v2_003347
OG0005093	Caus	Caust.v2_017508
OG0005094	Caus	Caust.v2_001698
OG0005095	Caus	Caust.v2_001701
OG0005096	Caus	Caust.v2_001697
OG0005097	Caus	Caust.v2_015238
OG0005098	Caus	Caust.v2_003823
OG0005099	Caus	Caust.v2_011665
OG0005100	Caus	Caust.v2_001402
OG0005101	Caus	Caust.v2_009880
OG0005102	Caus	Caust.v2_003349
OG0005103	Caus	Caust.v2_001057
OG0005104	Caus	Caust.v2_001068
OG0005105	Caus	Caust.v2_001070
OG0005106	Caus	Caust.v2_014350
OG0005107	Caus	Caust.v2_009314
OG0005108	Caus	Caust.v2_003389
OG0005110	Caus	Caust.v2_014933
OG0005111	Caus	Caust.v2_003309
OG0005112	Caus	Caust.v2_014684
OG0005113	Caus	Caust.v2_009682
OG0005114	Caus	Caust.v2_009684
OG0005115	Caus	Caust.v2_006176
OG0005116	Caus	Caust.v2_020201
OG0005117	Caus	Caust.v2_008650
OG0005118	Caus	Caust.v2_014146
OG0005119	Caus	Caust.v2_013600
OG0005120	Caus	Caust.v2_012839
OG0005121	Caus	Caust.v2_019514
OG0005122	Caus	Caust.v2_015725
OG0005123	Caus	Caust.v2_019901
OG0005124	Caus	Caust.v2_018300
OG0005125	Caus	Caust.v2_015980
OG0005126	Caus	Caust.v2_017284
OG0005127	Caus	Caust.v2_017531
OG0005128	Caus	Caust.v2_003590
OG0005129	Caus	Caust.v2_017283
OG0005130	Caus	Caust.v2_007718
OG0005131	Caus	Caust.v2_007720
OG0005132	Caus	Caust.v2_020544
OG0005133	Caus	Caust.v2_015902
OG0005134	Caus	Caust.v2_015901
OG0005135	Caus	Caust.v2_008951
OG0005136	Caus	Caust.v2_016263
OG0005137	Caus	Caust.v2_006087
OG0005138	Caus	Caust.v2_008490
OG0005139	Caus	Caust.v2_008488
OG0005140	Caus	Caust.v2_004891
OG0005141	Caus	Caust.v2_013475
OG0005142	Caus	Caust.v2_015136
OG0005143	Caus	Caust.v2_015134
OG0005144	Caus	Caust.v2_015135
OG0005145	Caus	Caust.v2_012774
OG0005146	Caus	Caust.v2_013478
OG0005147	Caus	Caust.v2_014205
OG0005148	Caus	Caust.v2_007010
OG0005149	Caus	Caust.v2_007009
OG0005150	Caus	Caust.v2_007008
OG0005151	Caus	Caust.v2_007007
OG0005152	Caus	Caust.v2_008950
OG0005153	Caus	Caust.v2_002018
OG0005154	Caus	Caust.v2_012133
OG0005155	Caus	Caust.v2_002668
OG0005156	Caus	Caust.v2_018195
OG0005157	Caus	Caust.v2_008949
OG0005158	Caus	Caust.v2_000116
OG0005159	Caus	Caust.v2_000117
OG0005160	Caus	Caust.v2_002749
OG0005161	Caus	Caust.v2_020859
OG0005162	Caus	Caust.v2_006926
OG0005163	Caus	Caust.v2_013022
OG0005164	Caus	Caust.v2_004872
OG0005165	Caus	Caust.v2_002622
OG0005166	Caus	Caust.v2_010144
OG0005167	Caus	Caust.v2_019445
OG0005168	Caus	Caust.v2_016106
OG0005169	Caus	Caust.v2_016105
OG0005170	Caus	Caust.v2_006026
OG0005171	Caus	Caust.v2_011153
OG0005172	Caus	Caust.v2_008003
OG0005173	Caus	Caust.v2_005640
OG0005174	Caus	Caust.v2_005641
OG0005175	Caus	Caust.v2_005647
OG0005176	Caus	Caust.v2_005018
OG0005177	Caus	Caust.v2_005017
OG0005178	Caus	Caust.v2_001259
OG0005179	Caus	Caust.v2_001012
OG0005180	Caus	Caust.v2_002550
OG0005181	Caus	Caust.v2_004238
OG0005182	Caus	Caust.v2_004239
OG0005183	Caus	Caust.v2_004240
OG0005184	Caus	Caust.v2_006854
OG0005185	Caus	Caust.v2_006852
OG0005186	Caus	Caust.v2_005930
OG0005187	Caus	Caust.v2_001011
OG0005188	Caus	Caust.v2_002495
OG0005189	Caus	Caust.v2_002492
OG0005190	Caus	Caust.v2_001013
OG0005191	Caus	Caust.v2_000396
OG0005192	Caus	Caust.v2_000380
OG0005193	Caus	Caust.v2_004236
OG0005194	Caus	Caust.v2_001014
OG0005195	Caus	Caust.v2_005014
OG0005196	Caus	Caust.v2_005012
OG0005197	Caus	Caust.v2_005933
OG0005198	Caus	Caust.v2_000395
OG0005199	Caus	Caust.v2_004237
OG0005200	Caus	Caust.v2_006184
OG0005201	Caus	Caust.v2_010493
OG0005202	Caus	Caust.v2_016323
OG0005203	Caus	Caust.v2_010689
OG0005204	Caus	Caust.v2_010686
OG0005205	Caus	Caust.v2_010474
OG0005206	Caus	Caust.v2_019834
OG0005207	Caus	Caust.v2_001432
OG0005208	Caus	Caust.v2_001431
OG0005209	Caus	Caust.v2_005381
OG0005210	Caus	Caust.v2_004764
OG0005211	Caus	Caust.v2_007554
OG0005212	Caus	Caust.v2_007551
OG0005213	Caus	Caust.v2_007550
OG0005214	Caus	Caust.v2_010687
OG0005215	Caus	Caust.v2_012614
OG0005216	Caus	Caust.v2_018259
OG0005217	Caus	Caust.v2_012590
OG0005218	Caus	Caust.v2_012608
OG0005219	Caus	Caust.v2_012570
OG0005220	Caus	Caust.v2_012541
OG0005221	Caus	Caust.v2_004548
OG0005221	Caus	Caust.v2_004550
OG0005222	Caus	Caust.v2_004554
OG0005223	Caus	Caust.v2_007888
OG0005224	Caus	Caust.v2_006923
OG0005225	Caus	Caust.v2_007472
OG0005226	Caus	Caust.v2_007471
OG0005227	Caus	Caust.v2_013421
OG0005228	Caus	Caust.v2_020059
OG0005229	Caus	Caust.v2_011140
OG0005230	Caus	Caust.v2_003913
OG0005231	Caus	Caust.v2_003911
OG0005232	Caus	Caust.v2_003912
OG0005233	Caus	Caust.v2_021101
OG0005234	Caus	Caust.v2_015829
OG0005235	Caus	Caust.v2_004536
OG0005236	Caus	Caust.v2_008112
OG0005237	Caus	Caust.v2_010010
OG0005238	Caus	Caust.v2_014603
OG0005239	Caus	Caust.v2_015462
OG0005240	Caus	Caust.v2_015228
OG0005241	Caus	Caust.v2_011498
OG0005242	Caus	Caust.v2_000050
OG0005243	Caus	Caust.v2_008341
OG0005244	Caus	Caust.v2_020305
OG0005245	Caus	Caust.v2_016538
OG0005247	Caus	Caust.v2_015106
OG0005248	Caus	Caust.v2_011967
OG0005249	Caus	Caust.v2_009433
OG0005250	Caus	Caust.v2_008361
OG0005251	Caus	Caust.v2_013537
OG0005252	Caus	Caust.v2_008430
OG0005253	Caus	Caust.v2_008424
OG0005254	Caus	Caust.v2_002573
OG0005255	Caus	Caust.v2_008434
OG0005256	Caus	Caust.v2_009822
OG0005257	Caus	Caust.v2_006259
OG0005258	Caus	Caust.v2_009818
OG0005259	Caus	Caust.v2_010826
OG0005260	Caus	Caust.v2_010827
OG0005261	Caus	Caust.v2_009554
OG0005262	Caus	Caust.v2_003830
OG0005263	Caus	Caust.v2_001344
OG0005264	Caus	Caust.v2_009255
OG0005265	Caus	Caust.v2_009260
OG0005266	Caus	Caust.v2_016325
OG0005267	Caus	Caust.v2_011905
OG0005268	Caus	Caust.v2_011909
OG0005269	Caus	Caust.v2_008340
OG0005270	Caus	Caust.v2_008362
OG0005271	Caus	Caust.v2_013530
OG0005272	Caus	Caust.v2_005468
OG0005273	Caus	Caust.v2_020353
OG0005274	Caus	Caust.v2_016562
OG0005275	Caus	Caust.v2_001345
OG0005276	Caus	Caust.v2_009259
OG0005277	Caus	Caust.v2_016326
OG0005278	Caus	Caust.v2_016327
OG0005279	Caus	Caust.v2_007671
OG0005280	Caus	Caust.v2_006459
OG0005281	Caus	Caust.v2_009573
OG0005282	Caus	Caust.v2_009565
OG0005283	Caus	Caust.v2_000082
OG0005284	Caus	Caust.v2_004690
OG0005285	Caus	Caust.v2_005717
OG0005286	Caus	Caust.v2_002261
OG0005287	Caus	Caust.v2_002260
OG0005288	Caus	Caust.v2_003023
OG0005289	Caus	Caust.v2_015356
OG0005290	Caus	Caust.v2_015355
OG0005291	Caus	Caust.v2_009658
OG0005292	Caus	Caust.v2_009654
OG0005293	Caus	Caust.v2_010650
OG0005294	Caus	Caust.v2_020656
OG0005295	Caus	Caust.v2_003700
OG0005296	Caus	Caust.v2_008637
OG0005297	Caus	Caust.v2_006666
OG0005298	Caus	Caust.v2_014293
OG0005300	Caus	Caust.v2_012845
OG0005301	Caus	Caust.v2_015828
OG0005302	Caus	Caust.v2_013847
OG0005303	Caus	Caust.v2_009681
OG0005304	Caus	Caust.v2_000030
OG0005305	Caus	Caust.v2_004243
OG0005306	Caus	Caust.v2_010740
OG0005307	Caus	Caust.v2_005846
OG0005308	Caus	Caust.v2_005852
OG0005309	Caus	Caust.v2_007041
OG0005310	Caus	Caust.v2_003833
OG0005311	Caus	Caust.v2_000069
OG0005312	Caus	Caust.v2_002903
OG0005313	Caus	Caust.v2_001036
OG0005314	Caus	Caust.v2_001692
OG0005315	Caus	Caust.v2_001695
OG0005316	Caus	Caust.v2_009722
OG0005317	Caus	Caust.v2_009720
OG0005318	Caus	Caust.v2_011265
OG0005319	Caus	Caust.v2_004555
OG0005320	Caus	Caust.v2_005855
OG0005321	Caus	Caust.v2_013848
OG0005322	Caus	Caust.v2_013338
OG0005323	Caus	Caust.v2_012619
OG0005324	Caus	Caust.v2_005848
OG0005325	Caus	Caust.v2_007044
OG0005326	Caus	Caust.v2_016216
OG0005327	Caus	Caust.v2_014675
OG0005328	Caus	Caust.v2_006152
OG0005329	Caus	Caust.v2_016974
OG0005330	Caus	Caust.v2_013788
OG0005331	Caus	Caust.v2_013780
OG0005332	Caus	Caust.v2_013782
OG0005333	Caus	Caust.v2_013783
OG0005334	Caus	Caust.v2_000164
OG0005335	Caus	Caust.v2_014784
OG0005336	Caus	Caust.v2_002785
OG0005337	Caus	Caust.v2_002782
OG0005338	Caus	Caust.v2_001194
OG0005339	Caus	Caust.v2_001231
OG0005340	Caus	Caust.v2_014318
OG0005341	Caus	Caust.v2_012771
OG0005342	Caus	Caust.v2_012654
OG0005343	Caus	Caust.v2_008062
OG0005344	Caus	Caust.v2_008050
OG0005345	Caus	Caust.v2_008045
OG0005347	Caus	Caust.v2_002558
OG0005348	Caus	Caust.v2_016866
OG0005349	Caus	Caust.v2_016868
OG0005350	Caus	Caust.v2_004744
OG0005351	Caus	Caust.v2_016972
OG0005352	Caus	Caust.v2_016221
OG0005353	Caus	Caust.v2_016225
OG0005354	Caus	Caust.v2_021132
OG0005355	Caus	Caust.v2_002757
OG0005356	Caus	Caust.v2_002781
OG0005357	Caus	Caust.v2_001230
OG0005358	Caus	Caust.v2_012772
OG0005359	Caus	Caust.v2_012656
OG0005360	Caus	Caust.v2_011815
OG0005361	Caus	Caust.v2_003533
OG0005362	Caus	Caust.v2_010367
OG0005363	Caus	Caust.v2_015911
OG0005364	Caus	Caust.v2_010558
OG0005365	Caus	Caust.v2_003543
OG0005366	Caus	Caust.v2_003548
OG0005367	Caus	Caust.v2_000445
OG0005368	Caus	Caust.v2_000444
OG0005369	Caus	Caust.v2_000443
OG0005370	Caus	Caust.v2_004991
OG0005371	Caus	Caust.v2_011155
OG0005372	Caus	Caust.v2_011154
OG0005373	Caus	Caust.v2_011969
OG0005374	Caus	Caust.v2_011970
OG0005375	Caus	Caust.v2_004200
OG0005376	Caus	Caust.v2_010912
OG0005377	Caus	Caust.v2_010911
OG0005378	Caus	Caust.v2_004069
OG0005379	Caus	Caust.v2_004070
OG0005380	Caus	Caust.v2_003531
OG0005381	Caus	Caust.v2_010365
OG0005382	Caus	Caust.v2_021057
OG0005383	Caus	Caust.v2_011157
OG0005384	Caus	Caust.v2_005217
OG0005385	Caus	Caust.v2_019426
OG0005386	Caus	Caust.v2_013697
OG0005386	Caus	Caust.v2_016230
OG0005387	Caus	Caust.v2_016231
OG0005388	Caus	Caust.v2_014085
OG0005389	Caus	Caust.v2_013821
OG0005390	Caus	Caust.v2_009017
OG0005391	Caus	Caust.v2_009016
OG0005392	Caus	Caust.v2_013314
OG0005393	Caus	Caust.v2_004061
OG0005394	Caus	Caust.v2_002952
OG0005395	Caus	Caust.v2_003850
OG0005396	Caus	Caust.v2_002262
OG0005397	Caus	Caust.v2_006504
OG0005398	Caus	Caust.v2_000620
OG0005399	Caus	Caust.v2_004755
OG0005400	Caus	Caust.v2_010069
OG0005401	Caus	Caust.v2_010068
OG0005402	Caus	Caust.v2_018788
OG0005403	Caus	Caust.v2_018020
OG0005403	Caus	Caust.v2_020937
OG0005404	Caus	Caust.v2_006506
OG0005405	Caus	Caust.v2_018789
OG0005406	Caus	Caust.v2_000293
OG0005407	Caus	Caust.v2_000286
OG0005408	Caus	Caust.v2_002702
OG0005409	Caus	Caust.v2_002701
OG0005410	Caus	Caust.v2_005613
OG0005411	Caus	Caust.v2_005608
OG0005412	Caus	Caust.v2_005598
OG0005413	Caus	Caust.v2_008508
OG0005414	Caus	Caust.v2_008620
OG0005415	Caus	Caust.v2_001436
OG0005416	Caus	Caust.v2_000285
OG0005417	Caus	Caust.v2_000114
OG0005418	Caus	Caust.v2_000106
OG0005419	Caus	Caust.v2_000103
OG0005420	Caus	Caust.v2_000102
OG0005421	Caus	Caust.v2_011065
OG0005422	Caus	Caust.v2_002734
OG0005423	Caus	Caust.v2_001880
OG0005424	Caus	Caust.v2_006345
OG0005425	Caus	Caust.v2_006342
OG0005426	Caus	Caust.v2_006336
OG0005427	Caus	Caust.v2_001741
OG0005428	Caus	Caust.v2_001745
OG0005429	Caus	Caust.v2_000299
OG0005430	Caus	Caust.v2_000301
OG0005431	Caus	Caust.v2_002752
OG0005432	Caus	Caust.v2_002753
OG0005433	Caus	Caust.v2_001892
OG0005434	Caus	Caust.v2_001889
OG0005435	Caus	Caust.v2_001887
OG0005436	Caus	Caust.v2_001885
OG0005437	Caus	Caust.v2_009529
OG0005438	Caus	Caust.v2_015658
OG0005439	Caus	Caust.v2_000265
OG0005440	Caus	Caust.v2_006337
OG0005441	Caus	Caust.v2_001890
OG0005442	Caus	Caust.v2_008376
OG0005443	Caus	Caust.v2_011472
OG0005444	Caus	Caust.v2_013563
OG0005445	Caus	Caust.v2_004302
OG0005446	Caus	Caust.v2_002221
OG0005447	Caus	Caust.v2_004292
OG0005448	Caus	Caust.v2_004288
OG0005449	Caus	Caust.v2_009696
OG0005450	Caus	Caust.v2_004306
OG0005451	Caus	Caust.v2_004298
OG0005452	Caus	Caust.v2_015070
OG0005453	Caus	Caust.v2_019790
OG0005454	Caus	Caust.v2_014918
OG0005455	Caus	Caust.v2_003103
OG0005456	Caus	Caust.v2_003102
OG0005457	Caus	Caust.v2_000974
OG0005458	Caus	Caust.v2_005053
OG0005459	Caus	Caust.v2_006263
OG0005460	Caus	Caust.v2_011426
OG0005461	Caus	Caust.v2_006266
OG0005462	Caus	Caust.v2_003636
OG0005463	Caus	Caust.v2_003635
OG0005464	Caus	Caust.v2_003634
OG0005465	Caus	Caust.v2_003629
OG0005466	Caus	Caust.v2_003637
OG0005467	Caus	Caust.v2_003638
OG0005468	Caus	Caust.v2_003639
OG0005469	Caus	Caust.v2_003642
OG0005470	Caus	Caust.v2_001375
OG0005471	Caus	Caust.v2_003005
OG0005472	Caus	Caust.v2_010676
OG0005473	Caus	Caust.v2_010380
OG0005474	Caus	Caust.v2_002574
OG0005475	Caus	Caust.v2_008366
OG0005476	Caus	Caust.v2_001374
OG0005477	Caus	Caust.v2_006270
OG0005478	Caus	Caust.v2_018233
OG0005479	Caus	Caust.v2_007881
OG0005480	Caus	Caust.v2_003648
OG0005481	Caus	Caust.v2_001101
OG0005482	Caus	Caust.v2_008346
OG0005483	Caus	Caust.v2_016210
OG0005484	Caus	Caust.v2_000847
OG0005485	Caus	Caust.v2_000583
OG0005486	Caus	Caust.v2_006262
OG0005487	Caus	Caust.v2_009881
OG0005488	Caus	Caust.v2_003004
OG0005489	Caus	Caust.v2_015660
OG0005490	Caus	Caust.v2_007877
OG0005491	Caus	Caust.v2_015788
OG0005492	Caus	Caust.v2_015787
OG0005493	Caus	Caust.v2_015785
OG0005494	Caus	Caust.v2_009863
OG0005495	Caus	Caust.v2_009860
OG0005496	Caus	Caust.v2_012732
OG0005497	Caus	Caust.v2_012733
OG0005498	Caus	Caust.v2_012737
OG0005499	Caus	Caust.v2_012830
OG0005500	Caus	Caust.v2_015572
OG0005501	Caus	Caust.v2_007571
OG0005502	Caus	Caust.v2_000556
OG0005503	Caus	Caust.v2_021576
OG0005504	Caus	Caust.v2_004409
OG0005505	Caus	Caust.v2_007911
OG0005506	Caus	Caust.v2_007910
OG0005507	Caus	Caust.v2_007899
OG0005508	Caus	Caust.v2_007897
OG0005509	Caus	Caust.v2_011217
OG0005510	Caus	Caust.v2_000357
OG0005511	Caus	Caust.v2_000356
OG0005512	Caus	Caust.v2_000355
OG0005513	Caus	Caust.v2_003000
OG0005514	Caus	Caust.v2_002534
OG0005515	Caus	Caust.v2_002533
OG0005516	Caus	Caust.v2_009578
OG0005517	Caus	Caust.v2_009661
OG0005518	Caus	Caust.v2_003608
OG0005519	Caus	Caust.v2_007913
OG0005520	Caus	Caust.v2_011216
OG0005521	Caus	Caust.v2_000372
OG0005522	Caus	Caust.v2_000369
OG0005523	Caus	Caust.v2_000360
OG0005524	Caus	Caust.v2_002222
OG0005525	Caus	Caust.v2_000131
OG0005526	Caus	Caust.v2_007069
OG0005527	Caus	Caust.v2_008511
OG0005528	Caus	Caust.v2_011924
OG0005529	Caus	Caust.v2_014248
OG0005530	Caus	Caust.v2_000130
OG0005531	Caus	Caust.v2_014250
OG0005532	Caus	Caust.v2_000194
OG0005533	Caus	Caust.v2_000197
OG0005534	Caus	Caust.v2_002682
OG0005535	Caus	Caust.v2_016393
OG0005535	Caus	Caust.v2_018465
OG0005536	Caus	Caust.v2_013452
OG0005537	Caus	Caust.v2_007616
OG0005539	Caus	Caust.v2_003491
OG0005540	Caus	Caust.v2_003490
OG0005541	Caus	Caust.v2_010720
OG0005542	Caus	Caust.v2_007074
OG0005543	Caus	Caust.v2_007081
OG0005544	Caus	Caust.v2_007085
OG0005545	Caus	Caust.v2_002698
OG0005546	Caus	Caust.v2_002684
OG0005547	Caus	Caust.v2_000192
OG0005548	Caus	Caust.v2_016395
OG0005549	Caus	Caust.v2_013451
OG0005550	Caus	Caust.v2_008044
OG0005551	Caus	Caust.v2_014717
OG0005552	Caus	Caust.v2_008630
OG0005553	Caus	Caust.v2_008036
OG0005554	Caus	Caust.v2_015217
OG0005555	Caus	Caust.v2_015343
OG0005556	Caus	Caust.v2_015344
OG0005557	Caus	Caust.v2_010031
OG0005558	Caus	Caust.v2_010030
OG0005559	Caus	Caust.v2_001670
OG0005560	Caus	Caust.v2_000971
OG0005561	Caus	Caust.v2_013465
OG0005562	Caus	Caust.v2_013464
OG0005563	Caus	Caust.v2_015077
OG0005564	Caus	Caust.v2_020354
OG0005565	Caus	Caust.v2_008633
OG0005566	Caus	Caust.v2_013463
OG0005567	Caus	Caust.v2_013461
OG0005568	Caus	Caust.v2_011062
OG0005569	Caus	Caust.v2_006869
OG0005570	Caus	Caust.v2_006871
OG0005571	Caus	Caust.v2_006870
OG0005572	Caus	Caust.v2_007834
OG0005573	Caus	Caust.v2_004567
OG0005574	Caus	Caust.v2_003047
OG0005575	Caus	Caust.v2_006861
OG0005576	Caus	Caust.v2_004139
OG0005577	Caus	Caust.v2_004138
OG0005578	Caus	Caust.v2_005618
OG0005579	Caus	Caust.v2_010927
OG0005580	Caus	Caust.v2_010928
OG0005581	Caus	Caust.v2_010929
OG0005582	Caus	Caust.v2_005706
OG0005583	Caus	Caust.v2_005895
OG0005584	Caus	Caust.v2_005898
OG0005585	Caus	Caust.v2_011312
OG0005586	Caus	Caust.v2_005900
OG0005587	Caus	Caust.v2_014179
OG0005588	Caus	Caust.v2_012672
OG0005589	Caus	Caust.v2_005480
OG0005590	Caus	Caust.v2_005891
OG0005591	Caus	Caust.v2_005896
OG0005592	Caus	Caust.v2_021171
OG0005593	Caus	Caust.v2_020573
OG0005594	Caus	Caust.v2_002630
OG0005595	Caus	Caust.v2_010751
