Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0005639			XR_001099475.3, XR_007227011.1, XR_007227012.1, XR_007227404.1, XR_007227425.1					
OG0005640			XR_001099483.3, XR_001099484.3, XR_001099485.3, XR_001099486.3, XR_002308566.2					
OG0005641			XR_007223756.1, XR_007223758.1, XR_007223839.1, XR_007224688.1, XR_007224696.1					
OG0005642			XR_007224326.1, XR_007225286.1, XR_007225300.1, XR_007225302.1, XR_007225306.1					
OG0005643				Caust.v2_008140-RA, Caust.v2_017433-RA		XM_014747314.1, XM_014750619.1		XM_046975175.1
OG0005644				Caust.v2_008568-RA, Caust.v2_008569-RA, Caust.v2_008570-RA, Caust.v2_019435-RA, Caust.v2_019436-RA				
OG0005645				Caust.v2_005648-RA, Caust.v2_005649-RA, Caust.v2_020064-RA	XM_017934104.1			XM_046965423.1
OG0005646				Caust.v2_014428-RA, Caust.v2_014520-RA, Caust.v2_014521-RA, Caust.v2_020492-RA, Caust.v2_021053-RA				
OG0005647				Caust.v2_012774-RA, Caust.v2_012775-RA, Caust.v2_012776-RA, Caust.v2_012777-RA, Caust.v2_012778-RA				
OG0005648				Caust.v2_004248-RA		XM_014742979.1		XM_046959803.1, XM_046959804.1, XM_046959853.1
OG0005649					XM_017931933.1	XM_014744603.1		XM_046961178.1, XM_046961730.1, XR_006942094.1
OG0005650					XM_017933018.1, XM_017937461.1, XM_017939001.1, XM_017941517.1, XM_017941585.1			
OG0005651					XM_017936610.1, XM_017936611.1, XM_017940206.1, XM_017940207.1, XM_017941570.1			
OG0005652					XM_017936990.1	XM_014759407.1, XM_014759434.1		XM_046975029.1, XR_006943527.1
OG0005653					XM_017939291.1	XM_014757659.1, XM_014758897.1, XM_014758898.1		XM_046970769.1
OG0005654					XM_017940718.1, XM_017940719.1, XM_017940720.1, XM_017941558.1, XM_017941575.1			
OG0005655						XM_014742965.1, XM_014757092.1, XM_014757100.1, XR_001381369.1, XR_001381741.1		
OG0005656						XM_014742981.1		XM_046959798.1, XM_046959799.1, XM_046959800.1, XM_046959801.1
OG0005657						XM_014743278.1, XM_014759916.1, XM_014759935.1		XM_046962227.1, XM_046962255.1
OG0005658						XM_014744748.1		XM_046961366.1, XR_006941755.1, XR_006941878.1, XR_006942659.1
OG0005659						XM_014747248.1, XM_014759301.1		XM_046970389.1, XM_046970530.1, XM_046970531.1
OG0005660						XM_014747403.1, XM_014759312.1, XM_014759372.1, XM_014759457.1, XR_001382346.1		
OG0005661						XM_014749264.1, XM_014749273.1, XM_014753374.1		XM_046976710.1, XM_046976714.1
OG0005662						XM_014749266.1		XM_046979965.1, XM_046980192.1, XM_046980194.1, XR_006944086.1
OG0005663						XM_014749282.1, XM_014749284.1		XM_046980031.1, XM_046980055.1, XM_046980056.1
OG0005664						XM_014749335.1, XM_014749347.1		XM_046966875.1, XM_046966878.1, XM_046966883.1
OG0005665						XM_014749778.1, XM_014749782.1, XM_014749783.1		XM_046976050.1, XM_046976053.1
OG0005666						XM_014749889.1, XM_014749890.1		XM_046981558.1, XM_046981559.1, XM_046981560.1
OG0005667						XM_014750577.1, XM_014760807.1	XM_011173584.1	XM_046964438.1, XM_046964439.1
OG0005668						XM_014751493.1, XM_014759551.1, XR_001381901.1, XR_001382282.1, XR_001382451.1		
OG0005669						XM_014751868.1		XM_046959001.1, XM_046959034.1, XM_046959037.1, XR_006941874.1
OG0005670						XM_014752171.1		XM_046957474.1, XM_046957475.1, XM_046957575.1, XM_046957576.1
OG0005671						XM_014752176.1		XM_046970102.1, XR_006942093.1, XR_006942657.1, XR_006943085.1
OG0005672						XM_014753442.1		XM_046960534.1, XR_006941719.1, XR_006941866.1, XR_006941928.1
OG0005673						XM_014753581.1, XM_014753582.1	XM_039455308.1	XM_046960752.1, XM_046960762.1
OG0005674						XM_014753880.1, XM_014759484.1, XR_001382004.1		XM_046960767.1, XR_006942037.1
OG0005675						XM_014755510.1, XM_014759280.1, XR_001382085.1		XM_046968523.1, XR_006942768.1
OG0005676						XM_014755829.1, XM_014755839.1		XM_046981778.1, XR_006944358.1, XR_006944360.1
OG0005677						XM_014756198.1, XM_014756199.1, XM_014756200.1, XM_014756207.1		XM_046968821.1
OG0005678						XM_014757201.1, XM_014759162.1, XM_014759236.1, XM_014759238.1, XR_001382329.1		
OG0005679						XM_014758776.1, XM_014759020.1, XM_014759201.1, XM_014759422.1, XR_001381985.1		
OG0005680						XM_014759146.1		XM_046961761.1, XM_046963130.1, XM_046968441.1, XR_006943476.1
OG0005681						XM_014760431.1, XM_014760434.1, XR_001382426.1		XM_046963848.1, XM_046964376.1
OG0005682						XR_001381424.1, XR_001381595.1, XR_001381892.1, XR_001381988.1, XR_001382363.1		
OG0005683						XR_001381968.1, XR_001382188.1, XR_001382189.1, XR_001382192.1, XR_001382256.1		
OG0005684							XM_011158692.2, XM_011158693.1, XM_011165577.2, XM_011178055.2, XM_011178056.1	
OG0005685							XM_011158755.3, XM_039445866.1, XM_039446818.1, XM_039457341.1, XR_005574569.1	
OG0005686							XM_011159530.1, XM_011166617.1, XM_011174967.1, XM_039453177.1, XM_039456941.1	
OG0005687							XM_011160661.3, XM_026131009.2, XM_039450080.1, XM_039450081.1, XM_039450083.1	
OG0005688							XM_011162344.1, XM_039447991.1, XM_039450801.1, XM_039455419.1, XM_039456938.1	
OG0005689							XM_011162587.2, XM_011169618.1, XM_026136479.2, XM_026141270.2, XM_039447029.1	
OG0005690							XM_011164972.3, XM_011164975.3, XM_026130671.2, XM_039455514.1, XM_039455516.1	
OG0005691							XM_011165837.3, XM_011173323.2, XM_026141191.1, XM_039448425.1, XM_039459585.1	
OG0005692							XM_011166116.3, XM_026136863.2, XM_026140735.2, XR_005574383.1, XR_005574388.1	
OG0005693							XM_011166122.3, XM_026140265.2, XM_039457315.1, XR_003269162.2, XR_005575683.1	
OG0005694							XM_011166372.3, XM_011166377.3, XM_011166378.3, XM_011166379.3, XM_039459000.1	
OG0005695							XM_011167540.3, XM_039456357.1, XM_039456358.1, XR_005576505.1, XR_850901.3	
OG0005696							XM_011167776.1, XM_011169538.1, XM_011175506.2, XM_011175513.1, XM_039450985.1	
OG0005697							XM_011168214.2, XM_011176160.3, XM_026139085.2, XM_026139480.1, XM_026142069.2	
OG0005698							XM_011170136.2, XM_026133274.2, XM_039453271.1, XM_039453272.1, XM_039453323.1	
OG0005699							XM_011171553.3, XM_026134812.2, XM_039450568.1, XM_039450569.1, XM_039459717.1	
OG0005700							XM_011171643.1, XM_011171666.1, XM_011171676.1, XM_026133288.1, XM_039447971.1	
OG0005701							XM_011171999.3, XM_011174882.2, XM_026137076.2, XM_039447457.1, XM_039447562.1	
OG0005702							XM_011172244.2, XM_011173222.2, XM_011174989.1, XM_026138123.1, XM_026141889.2	
OG0005703							XM_011173138.3, XM_011173146.3, XR_003269147.2, XR_850977.3, XR_851197.3	
OG0005704							XM_011173219.1, XM_011173220.2, XM_011176722.3, XM_039453190.1, XM_039459417.1	
OG0005705							XM_011173238.1, XM_039447012.1, XM_039447268.1, XM_039447504.1, XM_039457310.1	
OG0005706							XM_011173310.1, XM_011173319.1, XM_011173342.1, XM_026141237.1, XM_039457082.1	
OG0005707							XM_011173932.2, XM_039446206.1, XM_039447637.1, XM_039447679.1, XM_039454679.1	
OG0005708							XM_011173960.3, XM_039450420.1, XM_039450810.1, XM_039456047.1, XM_039456048.1	
OG0005709							XM_011174403.3, XM_039447460.1, XM_039447508.1, XM_039456204.1, XM_039457056.1	
OG0005710							XM_011174457.3, XM_039446034.1, XM_039448611.1, XM_039456030.1, XR_005575339.1	
OG0005711							XM_011174784.3, XM_039448202.1, XM_039450404.1, XM_039450465.1, XM_039450468.1	
OG0005712							XM_011174835.2, XM_039450519.1, XM_039453158.1, XM_039457519.1, XR_005574784.1	
OG0005713							XM_011174838.3, XM_039454004.1, XM_039454123.1, XM_039457242.1, XM_039459479.1	
OG0005714							XM_011174984.3, XM_026135863.2, XR_005576126.1, XR_005576172.1, XR_850878.2	
OG0005715							XM_011175508.3, XM_039446850.1, XM_039448768.1, XM_039452351.1, XM_039457800.1	
OG0005716							XM_011175889.2, XM_026141794.1, XM_039455381.1, XM_039456055.1, XM_039459547.1	
OG0005717							XM_011176072.2, XM_039446830.1, XM_039453199.1, XM_039459423.1, XM_039459507.1	
OG0005718							XM_011176201.3, XM_026140745.2, XM_039446861.1, XM_039450809.1, XM_039455378.1	
OG0005719							XM_011176243.2, XM_039448452.1, XM_039456457.1, XM_039456458.1, XM_039459325.1	
OG0005720							XM_026129886.2, XM_039450400.1, XM_039455369.1, XM_039455384.1, XM_039457080.1	
OG0005721							XM_026132217.2, XM_026141580.2, XM_039447008.1, XM_039456561.1, XM_039456585.1	
OG0005722							XM_026133286.2, XR_005574137.1, XR_005575337.1, XR_005576566.1, XR_005576567.1	
OG0005723							XM_026133692.2, XM_039446801.1, XM_039447444.1, XM_039452595.1, XM_039452596.1	
OG0005724							XM_026134500.2, XM_039454025.1, XM_039454653.1, XM_039455416.1, XM_039455944.1	
OG0005725							XM_026134657.2, XM_026140334.2, XM_039448506.1, XM_039457166.1, XR_005575296.1	
OG0005726							XM_026134664.2, XM_039446089.1, XM_039452550.1, XM_039454650.1, XM_039458583.1	
OG0005727							XM_026136602.2, XM_039446874.1, XM_039449046.1, XM_039449470.1, XR_005576547.1	
OG0005728							XM_026136923.2, XM_026137075.2, XM_039448830.1, XM_039453003.1, XM_039455430.1	
OG0005729							XM_026138828.2, XM_039452828.1, XM_039453089.1, XR_005575473.1, XR_005576492.1	
OG0005730							XM_026139084.2, XM_039446937.1, XM_039446940.1, XM_039451306.1, XM_039454968.1	
OG0005731							XM_026139434.2, XM_039450035.1, XM_039450037.1, XM_039450040.1, XM_039450046.1	
OG0005732							XM_026140208.2, XM_039448023.1, XM_039450808.1, XM_039452251.1, XM_039454427.1	
OG0005733							XM_026140435.2, XM_039452879.1, XM_039454389.1, XM_039455950.1, XR_005575711.1	
OG0005734							XM_026140463.2, XM_039446393.1, XM_039446840.1, XM_039447139.1, XM_039448361.1	
OG0005735							XM_026141210.2, XM_039445967.1, XM_039453239.1, XM_039458696.1, XR_005575399.1	
OG0005736							XM_026141224.2, XM_039454140.1, XM_039454536.1, XM_039455770.1, XM_039455820.1	
OG0005737							XM_026141451.2, XM_026141523.2, XM_039451582.1, XM_039451589.1, XR_005575179.1	
OG0005738							XM_026141687.1, XM_039453194.1, XM_039453197.1, XM_039459295.1, XM_039459465.1	
OG0005739							XM_026141692.2, XM_026142225.1, XM_039448889.1, XM_039452799.1, XM_039454885.1	
OG0005740							XM_039445774.1, XM_039445775.1, XM_039459569.1, XM_039459775.1, XM_039459776.1	
OG0005741							XM_039445906.1, XM_039448149.1, XR_003269687.2, XR_005574584.1, XR_005574592.1	
OG0005742							XM_039446184.1, XM_039450664.1, XM_039454734.1, XM_039457173.1, XR_005574157.1	
OG0005743							XM_039446204.1, XM_039454296.1, XM_039454460.1, XM_039457077.1, XM_039459546.1	
OG0005744							XM_039446504.1, XM_039446611.1, XM_039451877.1, XM_039451992.1, XM_039453252.1	
OG0005745							XM_039446882.1, XM_039454631.1, XM_039456090.1, XM_039456864.1, XM_039458482.1	
OG0005746							XM_039446927.1, XM_039448680.1, XM_039454179.1, XR_005575289.1, XR_005575517.1	
OG0005747							XM_039446957.1, XM_039446958.1, XM_039447597.1, XM_039454441.1, XR_005575420.1	
OG0005748							XM_039447026.1, XM_039447027.1, XM_039451941.1, XM_039453157.1, XR_005576653.1	
OG0005749							XM_039447084.1, XM_039447213.1, XM_039447529.1, XM_039455347.1, XM_039456266.1	
OG0005750							XM_039447105.1, XM_039447454.1, XR_005574445.1, XR_005575512.1, XR_005575514.1	
OG0005751							XM_039447111.1, XM_039447219.1, XM_039447442.1, XM_039447490.1, XM_039448671.1	
OG0005752							XM_039447273.1, XM_039447502.1, XM_039448428.1, XM_039459344.1, XR_005574401.1	
OG0005753							XM_039447374.1, XM_039448893.1, XM_039451894.1, XM_039453990.1, XM_039457083.1	
OG0005754							XM_039447441.1, XM_039448908.1, XM_039450469.1, XM_039453991.1, XM_039457552.1	
OG0005755							XM_039447546.1, XM_039456050.1, XM_039457274.1, XR_003269043.2, XR_005576542.1	
OG0005756							XM_039447567.1, XM_039447568.1, XM_039452708.1, XM_039453125.1, XM_039457597.1	
OG0005757							XM_039447587.1, XM_039456022.1, XR_005574235.1, XR_005576717.1, XR_005576718.1	
OG0005758							XM_039447588.1, XM_039455392.1, XM_039456038.1, XM_039457586.1, XM_039458756.1	
OG0005759							XM_039447911.1, XM_039448029.1, XM_039448800.1, XM_039457070.1, XM_039457694.1	
OG0005760							XM_039447977.1, XR_005574283.1, XR_005574549.1, XR_005574688.1, XR_005576532.1	
OG0005761							XM_039449644.1, XM_039449645.1, XM_039451698.1, XM_039451950.1, XM_039452039.1	
OG0005762							XM_039450355.1, XM_039453324.1, XM_039455119.1, XR_005575543.1, XR_005576644.1	
OG0005763							XM_039450374.1, XM_039456369.1, XM_039457264.1, XM_039459176.1, XR_005576138.1	
OG0005764							XM_039451239.1, XM_039455209.1, XM_039457479.1, XM_039458892.1, XR_005576627.1	
OG0005765							XM_039451334.1, XM_039452960.1, XM_039453139.1, XM_039456008.1, XR_005575916.1	
OG0005766							XM_039452829.1, XM_039453075.1, XM_039453078.1, XM_039453092.1, XM_039453093.1	
OG0005767							XM_039454552.1, XM_039459375.1, XM_039459376.1, XM_039459378.1, XR_005575432.1	
OG0005768							XM_039455904.1, XM_039455905.1, XM_039455907.1, XM_039455908.1, XM_039455909.1	
OG0005769								XM_046957584.1, XM_046959213.1, XM_046959227.1, XM_046959352.1, XM_046979654.1
OG0005770								XM_046961078.1, XM_046981272.1, XM_046981342.1, XM_046981347.1, XM_046981371.1
OG0005771	XM_012198578.1					XM_014751605.1	XM_039453351.1	XM_046957307.1
OG0005772	XM_012198592.1					XM_014756784.1	XM_011159105.3	XM_046966779.1
OG0005773	XM_012198613.1					XM_014750132.1	XM_039446789.1	XM_046979333.1
OG0005774	XM_012198620.1					XM_014748878.1	XM_011173768.3	XM_046979783.1
OG0005775	XM_012198653.1					XM_014749134.1	XM_039446688.1	XM_046980448.1
OG0005776	XM_012198672.1						XM_011170979.3, XM_039447413.1, XM_039456294.1	
OG0005777	XM_012198686.1						XM_011165758.2, XM_039453238.1, XM_039453432.1	
OG0005778	XM_012198755.1						XM_026135355.2, XM_039446123.1, XM_039446124.1	
OG0005779	XM_012198771.1, XM_012208506.1, XM_012208507.1						XM_039448557.1	
OG0005780	XM_012198776.1					XM_014756774.1	XM_011165974.3	XM_046972586.1
OG0005781	XM_012198821.1					XM_014759669.1	XM_011166067.3	XM_046969703.1
OG0005782	XM_012198839.1					XM_014744021.1	XM_011168633.3	XM_046960612.1
OG0005783	XM_012198897.1					XM_014760770.1	XM_011161272.3	XM_046965300.1
OG0005784	XM_012198904.1					XM_014745577.1	XM_011162408.3	XM_046971036.1
OG0005785	XM_012198930.1					XM_014744769.1	XM_039445750.1	XM_046979811.1
OG0005786	XM_012198956.1		XM_003399690.4	Caust.v2_009728-RD			XM_011173434.2	
OG0005787	XM_012198960.1					XM_014758295.1	XM_039452333.1	XM_046979310.1
OG0005788	XM_012198971.1					XM_014753657.1	XM_026141430.2	XM_046959058.1
OG0005789	XM_012199038.1, XM_012201894.1, XM_012201895.1						XM_011164948.3	
OG0005790	XM_012199052.1, XM_012199246.1						XM_011158236.3, XM_011158281.1	
OG0005791	XM_012199058.1					XM_014756275.1	XM_026134247.2	XM_046971471.1
OG0005792	XM_012199102.1					XM_014753290.1	XM_011157135.3	XM_046978909.1
OG0005793	XM_012199118.1					XM_014748127.1	XM_039452928.1	XM_046966707.1
OG0005794	XM_012199125.1					XM_014761056.1	XM_039452925.1	XM_046969462.1
OG0005795	XM_012199132.1	XM_016914798.2	XM_003396748.3		XM_017932705.1			
OG0005796	XM_012199152.1, XM_012199153.1						XM_011157175.3, XM_026137011.2	
OG0005797	XM_012199164.1						XM_011176895.3, XM_039452598.1, XR_005575366.1	
OG0005798	XM_012199170.1					XM_014746014.1	XM_011157188.3	XM_046974076.1
OG0005799	XM_012199171.1					XM_014746047.1	XM_039452997.1	XM_046974039.1
OG0005800	XM_012199197.1					XM_014752588.1	XM_039452513.1	XM_046969334.1
OG0005801	XM_012199200.1					XM_014746927.1	XM_039449905.1	XM_046975803.1
OG0005802	XM_012199230.1					XM_014754299.1	XM_039453217.1	XM_046964933.1
OG0005803	XM_012199276.1					XM_014758434.1	XM_039452984.1	XM_046971177.1
OG0005804	XM_012199288.1	XM_395324.7	XM_003400690.4		XM_017943229.1			
OG0005805	XM_012199293.1, XM_012205732.1, XM_012206148.1						XM_026135182.2	
OG0005806	XM_012199313.1					XM_014756813.1	XM_011172771.3	XM_046966339.1
OG0005807	XM_012199327.1					XM_014752222.1	XM_011172728.3	XM_046977630.1
OG0005808	XM_012199336.1	XM_016913919.2			XM_017938889.1		XM_026134352.2	
OG0005809	XM_012199404.1					XM_014746722.1	XM_011158446.3	XM_046957830.1
OG0005810	XM_012199435.1					XM_014756263.1	XM_039450647.1	XM_046966687.1
OG0005811	XM_012199490.1						XM_011171521.3, XM_039458201.1, XM_039458788.1	
OG0005812	XM_012199491.1					XM_014746086.1	XM_011168856.3	XM_046962182.1
OG0005813	XM_012199573.1					XM_014756653.1	XM_011157353.3	XM_046975544.1
OG0005814	XM_012199634.1					XM_014752795.1	XM_026135799.2	XM_046967042.1
OG0005815	XM_012199663.1, XM_012206970.1						XM_039453374.1, XM_039453652.1	
OG0005816	XM_012199689.1						XM_011157361.3, XM_011157364.3, XR_005574352.1	
OG0005817	XM_012199727.1					XM_014744256.1	XM_011161392.3	XM_046967143.1
OG0005818	XM_012199729.1						XM_026135869.2, XM_039448663.1, XM_039448664.1	
OG0005819	XM_012199806.1					XM_014760715.1	XM_011172199.3	XM_046965112.1
OG0005820	XM_012199820.1					XM_014755419.1	XM_026136893.2	XM_046974348.1
OG0005821	XM_012199842.1					XM_014752526.1	XM_011160983.3	XM_046960379.1
OG0005822	XM_012199856.1					XM_014760447.1	XM_011161016.3	XM_046964709.1
OG0005823	XM_012199896.1					XM_014759507.1	XM_011161104.3	XM_046971731.1
OG0005824	XM_012199911.1						XM_011161130.3, XM_026136431.2, XM_039448687.1	
OG0005825	XM_012199928.1, XM_012200030.1						XM_011158476.3, XM_026135207.2	
OG0005826	XM_012199938.1					XM_014761168.1	XM_039448564.1	XM_046982281.1
OG0005827	XM_012199957.1						XM_011159268.3, XM_026131307.2, XR_003268212.2	
OG0005828	XM_012200008.1					XM_014751515.1	XM_026130883.2	XM_046972608.1
OG0005829	XM_012200025.1						XM_026130877.2, XM_026130878.2, XM_039454992.1	
OG0005830	XM_012200039.1					XM_014761085.1	XM_011159670.3	XM_046969166.1
OG0005831	XM_012200042.1					XM_014744461.1	XM_011159664.3	XM_046980651.1
OG0005832	XM_012200064.1						XM_011163151.3, XM_011163152.3, XM_039455174.1	
OG0005833	XM_012200130.1	XM_006561001.3			XM_017932349.1		XM_011165623.2	
OG0005834	XM_012200138.1					XM_014757590.1	XM_039455079.1	XM_046979474.1
OG0005835	XM_012200154.1						XM_011159765.3, XM_039455176.1, XM_039455177.1	
OG0005836	XM_012200187.1						XM_011165689.3, XM_011177964.3, XM_039454730.1	
OG0005837	XM_012200246.1					XM_014748535.1	XM_026138669.2	XM_046965818.1
OG0005838	XM_012200270.1					XM_014745075.1	XM_011174308.3	XM_046965680.1
OG0005839	XM_012200272.1					XM_014746794.1	XM_011174313.3	XM_046972169.1
OG0005840	XM_012200304.1					XM_014752346.1	XM_011157935.3	XM_046967183.1
OG0005841	XM_012200307.1			Caust.v2_008188-RA	XM_017932770.1		XM_039449261.1	
OG0005842	XM_012200329.1					XM_014749281.1	XM_026130933.2	XM_046980050.1
OG0005843	XM_012200363.1					XM_014754075.1	XM_011160652.3	XM_046979047.1
OG0005844	XM_012200391.1					XM_014755113.1	XM_011173191.3	XM_046977435.1
OG0005845	XM_012200443.1						XM_011165310.3, XM_011167542.3, XM_039459792.1	
OG0005846	XM_012200468.1, XM_012200469.1						XM_011169005.3, XM_026137935.2	
OG0005847	XM_012200490.1					XM_014757679.1	XM_011168963.3	XM_046971691.1
OG0005848	XM_012200502.1						XM_011158792.3, XM_026142012.2, XR_005574963.1	
OG0005849	XM_012200503.1					XM_014758566.1	XM_011158778.3	XM_046971655.1
OG0005850	XM_012200512.1			Caust.v2_001433-RA			NM_001364888.1, XM_011172261.3	
OG0005851	XM_012200513.1, XM_012200514.1, XM_012200685.1, XM_012200686.1							
OG0005852	XM_012200551.1					XM_014755181.1	XM_011177166.3	XM_046981112.1
OG0005853	XM_012200610.1						XM_026134025.2, XR_003268609.2, XR_851466.3	
OG0005854	XM_012200642.1						XM_011165887.3, XM_026139561.2, XM_026139572.2	
OG0005855	XM_012200696.1, XM_012200697.1			Caust.v2_007722-RA			XM_039457504.1	
OG0005856	XM_012200702.1					XM_014743969.1	XM_039457520.1	XM_046958949.1
OG0005857	XM_012200710.1, XM_012202766.1, XM_012208908.1						XM_039446715.1	
OG0005858	XM_012200718.1	XM_394389.7	XM_048414726.1	Caust.v2_001963-RA				
OG0005859	XM_012200786.1					XM_014755110.1	XM_011162013.3	XM_046977262.1
OG0005860	XM_012200859.1					XM_014747356.1	XM_011159341.3	XM_046976678.1
OG0005861	XM_012200862.1		XM_012310670.3		XM_017932364.1		XM_011159359.3	
OG0005862	XM_012200872.1						XM_039453540.1, XR_005575558.1, XR_850595.3	
OG0005863	XM_012200906.1		XM_012309881.3	Caust.v2_006289-RD	XM_017936896.1			
OG0005864	XM_012201012.1					XM_014760604.1	XM_011166430.3	XM_046970035.1
OG0005865	XM_012201021.1					XM_014746919.1	NM_001304592.1	XM_046975798.1
OG0005866	XM_012201029.1						XM_011171378.3, XM_011171383.3, XM_039456246.1	
OG0005867	XM_012201064.1					XM_014752058.1	XM_011171299.3	XM_046956937.1
OG0005868	XM_012201071.1						XM_011171297.3, XM_026136211.2, XM_026136212.1	
OG0005869	XM_012201082.1					XR_001382400.1	XM_026136197.2, XM_039455692.1	
OG0005870	XM_012201100.1					XM_014745033.1	XM_011171146.3	XM_046964508.1
OG0005871	XM_012201116.1					XM_014761466.1	XM_039455540.1	XM_046982430.1
OG0005872	XM_012201155.1					XM_014756691.1	XM_011161601.3	XM_046974427.1
OG0005873	XM_012201164.1			Caust.v2_005517-RA			XM_026138520.2, XR_005575661.1	
OG0005874	XM_012201174.1					XM_014745116.1	XM_011163254.3	XM_046965852.1
OG0005875	XM_012201191.1					XM_014743534.1	XM_039455794.1	XM_046956866.1
OG0005876	XM_012201205.1					XM_014760994.1	XM_026136229.2	XM_046969463.1
OG0005877	XM_012201269.1					XM_014758242.1	XM_039454118.1	XM_046970363.1
OG0005878	XM_012201270.1					XM_014756942.1	XM_026138524.2	XM_046979063.1
OG0005879	XM_012201273.1					XM_014758885.1	XM_026137125.2	XM_046979635.1
OG0005880	XM_012201277.1					XM_014757671.1	XM_039454165.1	XM_046979169.1
OG0005881	XM_012201342.1					XM_014752604.1	XM_011160860.3	XM_046958899.1
OG0005882	XM_012201350.1	XM_006559270.3		Caust.v2_003204-RA			XM_026137170.2	
OG0005883	XM_012201351.1					XM_014742590.1	XM_026137169.2	XM_046969636.1
OG0005884	XM_012201422.1	XM_026445519.1	XM_003401413.4				XM_011158449.3	
OG0005885	XM_012201487.1, XM_012204188.1, XM_012204199.1						XM_026130143.2	
OG0005886	XM_012201570.1						XM_011177408.3, XM_026137326.2, XM_039457811.1	
OG0005887	XM_012201588.1					XM_014753560.1	XM_039457875.1	XM_046960717.1
OG0005888	XM_012201592.1					XM_014748577.1	XM_011168704.3	XM_046962838.1
OG0005889	XM_012201695.1					XM_014758163.1	XM_011168677.2	XM_046982267.1
OG0005890	XM_012201723.1					XM_014744262.1	XM_011174019.3	XM_046967146.1
OG0005891	XM_012201886.1						XM_026131955.2, XM_039458941.1, XR_005575067.1	
OG0005892	XM_012201897.1						XM_011159976.3, XM_011164934.3, XM_011166658.3	
OG0005893	XM_012201953.1, XM_012202298.1, XM_012202502.1, XM_012206828.1							
OG0005894	XM_012202003.1					XM_014753117.1	XM_039448189.1	XM_046980314.1
OG0005895	XM_012202004.1, XM_012202012.1, XM_012202085.1, XM_012202093.1							
OG0005896	XM_012202006.1					XM_014743676.1	XM_026132705.2	XM_046966419.1
OG0005897	XM_012202029.1					XM_014751832.1	XM_011167905.3	XM_046960077.1
OG0005898	XM_012202039.1	XM_006561672.3					XM_011167935.3, XM_026132815.2	
OG0005899	XM_012202098.1					XM_014758374.1	XM_026132796.2	XM_046974278.1
OG0005900	XM_012202106.1					XM_014745685.1	XM_026139325.2	XM_046972788.1
OG0005901	XM_012202112.1						XM_011167995.3, XM_039452742.1, XM_039454496.1	
OG0005902	XM_012202134.1			Caust.v2_007707-RA			XM_011159148.3, XM_039456500.1	
OG0005903	XM_012202159.1						XM_011157390.1, XM_011164546.3, XM_026134958.2	
OG0005904	XM_012202195.1					XM_014757764.1	XM_026132834.2	XM_046960526.1
OG0005905	XM_012202199.1					XM_014759557.1	XM_011169100.3	XM_046969374.1
OG0005906	XM_012202210.1					XM_014742255.1	XM_039457076.1	XM_046982653.1
OG0005907	XM_012202251.1					XM_014743574.1	XM_026131316.2	XM_046957104.1
OG0005908	XM_012202260.1					XM_014748255.1	XM_011158426.3	XM_046972482.1
OG0005909	XM_012202278.1					XM_014755226.1	XM_011169299.3	XM_046981625.1
OG0005910	XM_012202281.1					XM_014751610.1	XM_039445927.1	XM_046976009.1
OG0005911	XM_012202309.1	XM_026445289.1	XM_003401424.4		XM_017940428.1			
OG0005912	XM_012202311.1					XM_014746161.1	XM_026135469.2	XM_046961710.1
OG0005913	XM_012202314.1					XM_014746130.1		XM_046961725.1, XR_006942134.1
OG0005914	XM_012202343.1						XM_011160901.3, XM_039453970.1, XR_005575713.1	
OG0005915	XM_012202400.1					XM_014760543.1	XM_026133354.2	XM_046969952.1
OG0005916	XM_012202428.1					XM_014747013.1	XM_026130380.2	XM_046972126.1
OG0005917	XM_012202466.1					XM_014748617.1	XM_011174768.3	XM_046958691.1
OG0005918	XM_012202480.1					XM_014754460.1	XM_026135131.2	XM_046960241.1
OG0005919	XM_012202509.1					XM_014746641.1	XM_011163065.3	XM_046977550.1
OG0005920	XM_012202515.1					XM_014752772.1	XM_011177505.3	XM_046977546.1
OG0005921	XM_012202565.1	XM_006560662.3	XM_012317088.3		XM_017943854.1			
OG0005922	XM_012202572.1					XM_014753557.1	XM_011174024.3	XM_046959644.1
OG0005923	XM_012202588.1						XM_011177927.3, XR_005576239.1, XR_005576363.1	
OG0005924	XM_012202598.1		XM_003401819.4		XM_017931955.1		XM_011173726.3	
OG0005925	XM_012202606.1, XM_012202607.1						XM_011173600.3, XM_039446548.1	
OG0005926	XM_012202633.1					XM_014751876.1	XM_011166477.3	XM_046967985.1
OG0005927	XM_012202648.1					XM_014751716.1	XM_011166526.3	XM_046976401.1
OG0005928	XM_012202697.1					XM_014751738.1	XM_026133860.2	XM_046980044.1
OG0005929	XM_012202699.1					XM_014744725.1	XM_026133848.2	XM_046961977.1
OG0005930	XM_012202703.1					XM_014754790.1	XM_026133819.2	XM_046956767.1
OG0005931	XM_012202731.1					XM_014746870.1	XM_026133136.2	XM_046970663.1
OG0005932	XM_012202776.1					XM_014748633.1	XM_011162314.3	XM_046973207.1
OG0005933	XM_012202792.1						XM_011167551.3, XR_003268280.2, XR_850573.3	
OG0005934	XM_012202793.1					XM_014747708.1	XM_026137442.2	XM_046956834.1
OG0005935	XM_012202871.1						XM_011173293.3, XM_026140018.2, XM_039458612.1	
