Orthogroup	TranscriptID	Species	GeneID
OG0009942	XR_007226977.1	Bter	LOC125386633
OG0009942	XR_007227099.1	Bter	LOC125386717
OG0009942	XR_007227132.1	Bter	LOC125386741
OG0009943	XR_007227216.1	Bter	LOC125386800
OG0009943	XR_007227219.1	Bter	LOC110120325
OG0009943	XR_007227398.1	Bter	LOC110120116
OG0009944	XR_007227259.1	Bter	LOC125386820
OG0009945	XR_007227823.1	Bter	LOC125387237
OG0012790	XM_012313761.3	Bter	LOC100645384
OG0013485	XM_012318816.3	Bter	LOC105666767
OG0013492	XR_007226766.1	Bter	LOC125386530
OG0014344	XM_012312928.3	Bter	LOC100650211
OG0014346	XM_020864008.2	Bter	LOC100651683
OG0014347	XM_020863492.2	Bter	LOC100651564
OG0014350	XM_003396347.3	Bter	LOC100643080
OG0014351	XM_003394122.4	Bter	LOC100648048
OG0014352	XM_003397770.4	Bter	LOC100649508
OG0014353	XM_003400730.4	Bter	LOC100646077
OG0014354	XM_012308718.3	Bter	LOC100642912
OG0014356	XM_012311558.3	Bter	LOC100646094
OG0014358	XM_048404755.1	Bter	LOC100643921
OG0014359	XM_012313251.3	Bter	LOC100644970
OG0014360	XM_012316418.2	Bter	LOC100643136
OG0014361	XM_003396204.4	Bter	LOC100645794
OG0014362	XM_003393600.4	Bter	LOC100642316
OG0014364	XM_048409552.1	Bter	LOC105667109
OG0014369	XM_003393609.3	Bter	LOC100643354
OG0014370	NM_001331111.1	Bter	LOC100643258
OG0014371	XM_048411546.1	Bter	LOC100647549
OG0014375	XR_007225975.1	Bter	LOC125386106
OG0014381	XR_007223651.1	Bter	LOC125384841
OG0014385	XM_012317947.3	Bter	LOC105666640
OG0014390	XM_003402831.4	Bter	LOC100651783
OG0014393	XM_003399291.4	Bter	LOC100647907
OG0014394	XM_003400692.4	Bter	LOC100651775
OG0014396	XM_048408499.1	Bter	LOC100647980
OG0014399	XM_003395619.4	Bter	LOC100643802
OG0014401	XM_012316121.2	Bter	LOC100645574
OG0014402	XM_012313320.3	Bter	LOC100648219
OG0014403	XM_012319081.3	Bter	LOC100649832
OG0014405	XM_003399481.4	Bter	LOC100652206
OG0014406	XM_048414526.1	Bter	LOC100651117
OG0014407	XM_003394681.3	Bter	LOC100648472
OG0014409	XM_003400005.4	Bter	LOC100648224
OG0014410	XM_003392992.4	Bter	LOC100645111
OG0014411	XM_012319909.3	Bter	LOC100646646
OG0014412	XM_012315484.2	Bter	LOC100648721
OG0014414	XM_003396543.4	Bter	LOC100648476
OG0014415	XM_012317700.3	Bter	LOC105666622
OG0014418	XM_003393123.4	Bter	LOC100651394
OG0014421	XM_048405182.1	Bter	LOC100645046
OG0014423	XM_003400309.4	Bter	LOC100645061
OG0014424	XM_012317992.3	Bter	LOC100651632
OG0014426	XM_012314419.3	Bter	LOC105666301
OG0014428	XM_048407747.1	Bter	LOC100643609
OG0014429	XM_003397845.4	Bter	LOC100648562
OG0014430	XM_012310239.3	Bter	LOC105665918
OG0014432	XM_012318088.3	Bter	LOC105666647
OG0014434	XM_003398522.4	Bter	LOC100651927
OG0014435	XM_012319602.3	Bter	LOC100642311
OG0014436	XM_003394319.4	Bter	LOC100652032
OG0014439	XM_003402646.4	Bter	LOC100647128
OG0014441	XM_003397939.3	Bter	LOC100650690
OG0014442	XM_003393747.4	Bter	LOC100651190
OG0014443	XM_048412954.1	Bter	LOC100649859
OG0014444	XM_020864551.2	Bter	LOC100647069
OG0014445	XM_003393082.4	Bter	LOC100645934
OG0014447	XM_003400548.4	Bter	LOC100644147
OG0014448	XM_012307739.3	Bter	LOC100644992
OG0014449	XM_012314630.3	Bter	LOC105665617
OG0014450	XM_003399261.4	Bter	LOC100644264
OG0014452	XM_003397979.4	Bter	LOC100645722
OG0014453	XM_003401333.4	Bter	LOC100651055
OG0014454	XM_003396446.4	Bter	LOC100646024
OG0014457	XM_003397654.4	Bter	LOC100645252
OG0014458	XM_003402581.4	Bter	LOC100648808
OG0014462	XM_003393882.3	Bter	LOC100648047
OG0014466	XM_012313836.3	Bter	LOC100650004
OG0014468	XM_003401713.4	Bter	LOC100648186
OG0014471	XM_012320796.3	Bter	LOC100648238
OG0014473	XR_007225577.1	Bter	LOC125385869
OG0014476	XM_012310390.3	Bter	LOC100651567
OG0014478	XM_003401397.4	Bter	LOC100648883
OG0014481	XM_003399260.4	Bter	LOC100644144
OG0014482	XM_003397288.4	Bter	LOC100649215
OG0014483	XM_003401530.3	Bter	LOC100645541
OG0014485	XM_048406935.1	Bter	LOC100646585
OG0014487	XM_020864163.2	Bter	LOC100645411
OG0014490	XM_020864382.2	Bter	LOC100642694
OG0014491	XM_003395660.4	Bter	LOC100648630
OG0014492	XM_012314652.3	Bter	LOC105666328
OG0014493	XM_003399441.3	Bter	LOC100646992
OG0014494	XM_020865998.2	Bter	LOC110119773
OG0014495	XM_003395198.3	Bter	LOC100642324
OG0014498	XM_012317599.3	Bter	LOC100647679
OG0014499	XM_003395793.4	Bter	LOC100644171
OG0014501	XM_003401645.4	Bter	LOC100650223
OG0014502	XM_012310420.3	Bter	LOC100644019
OG0014503	XM_003400416.4	Bter	LOC100648455
OG0014504	XM_012316568.3	Bter	LOC100644863
OG0014505	XM_003400390.3	Bter	LOC100645062
OG0014506	XM_048409202.1	Bter	LOC100651978
OG0014507	XM_003394624.4	Bter	LOC100651715
OG0014508	XM_003401602.4	Bter	LOC100644582
OG0014510	XM_003402357.4	Bter	LOC100650864
OG0014511	XM_012312104.3	Bter	LOC100650565
OG0014512	XM_048405923.1	Bter	LOC100648017
OG0014516	XM_012319476.3	Bter	LOC100642749
OG0014518	XM_020868244.2	Bter	LOC100645153
OG0014519	XM_048404231.1	Bter	LOC105667133
OG0014521	XM_003396338.4	Bter	LOC100651997
OG0014522	XM_020868034.2	Bter	LOC100644386
OG0014523	XM_003395895.4	Bter	LOC100647729
OG0014524	XM_048413142.1	Bter	LOC100647834
OG0014525	XM_048409943.1	Bter	LOC100642438
OG0014526	XM_003398305.4	Bter	LOC100646186
OG0014530	XM_012310561.3	Bter	LOC100645492
OG0014532	XM_048411315.1	Bter	LOC100644306
OG0014534	XM_003394270.3	Bter	LOC100645670
OG0014535	XM_012310586.3	Bter	LOC105665944
OG0014539	XM_003402987.4	Bter	LOC100642789
OG0014540	XM_012319614.3	Bter	LOC100643597
OG0014541	XM_003402999.4	Bter	LOC100644277
OG0014546	XM_048413387.1	Bter	LOC100643229
OG0014547	XM_048413433.1	Bter	LOC100645549
OG0014548	XM_012310953.3	Bter	LOC100645493
OG0014549	XM_020863299.2	Bter	LOC105665807
OG0014550	XM_020864118.2	Bter	LOC100650284
OG0014551	XM_003401233.4	Bter	LOC100648916
OG0014552	XM_003403235.4	Bter	LOC100644199
OG0014554	XM_048411630.1	Bter	LOC100644458
OG0014557	XM_048404790.1	Bter	LOC100651279
OG0014558	XM_020866018.2	Bter	LOC105666352
OG0014560	XM_048404363.1	Bter	LOC100646285
OG0014561	XM_003401181.4	Bter	LOC100642469
OG0014562	XM_012319911.3	Bter	LOC105666988
OG0014565	XM_003397769.4	Bter	LOC100649386
OG0014567	XM_020864801.2	Bter	LOC100643613
OG0014568	XM_048406020.1	Bter	LOC100644168
OG0014569	XM_048411130.1	Bter	LOC100651049
OG0014570	XM_048410967.1	Bter	LOC100651062
OG0014572	XM_020863431.2	Bter	LOC100643649
OG0014574	XM_020862902.2	Bter	LOC100651716
OG0014575	XM_048411373.1	Bter	LOC100647991
OG0014579	XM_012316201.3	Bter	LOC105666463
OG0014580	XM_003400647.4	Bter	LOC100646680
OG0014581	XM_003399760.4	Bter	LOC100646752
OG0014586	XM_012316801.3	Bter	LOC105666530
OG0014589	XM_012319701.3	Bter	LOC100642233
OG0014590	XM_012310997.3	Bter	LOC105665989
OG0014593	XM_003395547.4	Bter	LOC100645077
OG0014594	XM_003400581.4	Bter	LOC100648415
OG0014599	XM_003400269.4	Bter	LOC100650173
OG0014600	XM_012310429.3	Bter	LOC100644134
OG0014602	XM_048405616.1	Bter	LOC100645589
OG0014603	XM_048409332.1	Bter	LOC100650209
OG0014604	XM_012312342.3	Bter	LOC100652008
OG0014606	XM_012313688.3	Bter	LOC100648795
OG0014608	XM_012313929.3	Bter	LOC100647666
OG0014609	XM_012313953.3	Bter	LOC100648291
OG0014610	XM_048410711.1	Bter	LOC100648652
OG0014614	XM_048408372.1	Bter	LOC100643976
OG0014617	XM_003395612.4	Bter	LOC100642753
OG0014618	XM_012310440.3	Bter	LOC100644640
OG0014619	XM_048411310.1	Bter	LOC100646036
OG0014620	XM_048414473.1	Bter	LOC125387176
OG0014622	XM_048407699.1	Bter	LOC100646108
OG0014623	XM_048407157.1	Bter	LOC125384612
OG0014624	XM_012309807.3	Bter	LOC100647380
OG0014625	XM_003393927.4	Bter	LOC100643680
OG0014626	XM_012320009.3	Bter	LOC100645037
OG0014627	XM_003394120.4	Bter	LOC100647837
OG0014629	XM_003394724.3	Bter	LOC100643846
OG0014630	XM_012318789.3	Bter	LOC100644626
OG0014631	XM_012318792.3	Bter	LOC100644985
OG0014633	XM_048407250.1	Bter	LOC100649996
OG0014634	XM_012317770.3	Bter	LOC105666628
OG0014636	XM_012321041.3	Bter	LOC100648012
OG0014637	XM_012310533.3	Bter	LOC100651284
OG0014638	XM_020863558.2	Bter	LOC100642963
OG0014640	XM_048410298.1	Bter	LOC100651094
OG0014642	XR_007224371.1	Bter	LOC125385297
OG0014643	XM_048406427.1	Bter	LOC100644467
OG0014644	XM_012309293.3	Bter	LOC100647846
OG0014646	XM_012310515.3	Bter	LOC105665935
OG0014649	XM_012311023.3	Bter	LOC105665993
OG0014650	XM_003402512.4	Bter	LOC100650261
OG0014653	XR_007226051.1	Bter	LOC100649804
OG0014654	XM_003396878.4	Bter	LOC100649503
OG0014656	XM_012313125.3	Bter	LOC105666186
OG0014657	XM_003398783.4	Bter	LOC100644900
OG0014659	XM_048408967.1	Bter	LOC100647172
OG0014660	XM_012316546.3	Bter	LOC100647238
OG0014661	XM_003393534.3	Bter	LOC100644088
OG0014662	XM_003393961.4	Bter	LOC100647889
OG0014663	XR_007223327.1	Bter	LOC100646375
OG0014664	XM_003402780.4	Bter	LOC100645106
OG0014666	XM_020868517.2	Bter	LOC100643192
OG0014668	XM_003394699.4	Bter	LOC100650842
OG0014669	XM_020867755.2	Bter	LOC100651468
OG0014672	XM_048405821.1	Bter	LOC100646944
OG0014673	XM_020863135.2	Bter	LOC100651563
OG0014674	XM_012318077.3	Bter	LOC100644312
OG0014675	XM_003399526.3	Bter	LOC100647472
OG0014677	XM_048406081.1	Bter	LOC100648659
OG0014678	XM_003394470.4	Bter	LOC100652070
OG0014680	XM_012309520.3	Bter	LOC100643041
OG0014683	XM_012311655.3	Bter	LOC100651721
OG0014687	XM_048408207.1	Bter	LOC100651807
OG0014689	XM_020867278.2	Bter	LOC110119181
OG0014690	XM_012319800.3	Bter	LOC100650230
OG0014692	XM_048413233.1	Bter	LOC100646089
OG0014693	XM_048408061.1	Bter	LOC100648752
OG0014697	XR_002308040.2	Bter	LOC110119567
OG0014699	XM_020865134.2	Bter	LOC100647985
OG0014701	XM_020864904.2	Bter	LOC100651168
OG0014702	XM_020864883.2	Bter	LOC100646117
OG0014704	XM_003398031.4	Bter	LOC100652127
OG0014706	XM_048412161.1	Bter	LOC105666504
OG0014708	XM_003399320.4	Bter	LOC100651535
OG0014710	XM_003399487.4	Bter	LOC100642859
OG0014712	XM_012314514.3	Bter	LOC100644572
OG0014713	XM_003400128.4	Bter	LOC100643134
OG0014714	XM_003400160.4	Bter	LOC100646841
OG0014715	XM_012315471.3	Bter	LOC100649469
OG0014717	XM_003400810.4	Bter	LOC100646804
OG0014719	XM_020866391.2	Bter	LOC110119840
OG0014720	XM_048411934.1	Bter	LOC100651776
OG0014723	XM_048408929.1	Bter	LOC100642747
OG0014724	XM_012316777.3	Bter	LOC105666527
OG0014725	XM_012316976.2	Bter	LOC100651735
OG0014726	XM_020866746.2	Bter	LOC100649392
OG0014729	XM_048414119.1	Bter	LOC110120050
OG0014731	XM_012314448.3	Bter	LOC100648649
OG0014732	XM_048414046.1	Bter	LOC100651821
OG0014734	XM_048409132.1	Bter	LOC125385742
OG0014736	XM_003396811.4	Bter	LOC100650813
OG0014737	XM_048409575.1	Bter	LOC125385842
OG0014738	XM_048414450.1	Bter	LOC105667102
OG0014739	XR_007225690.1	Bter	LOC105667098
OG0014740	XM_003394018.4	Bter	LOC100645115
OG0014746	XM_048411073.1	Bter	LOC105666382
OG0014747	XR_007227706.1	Bter	LOC125387158
OG0014748	XM_048404251.1	Bter	LOC100650998
OG0014749	XM_003394179.3	Bter	LOC100644877
OG0014750	XM_012321206.3	Bter	LOC100649803
OG0014751	XM_048409299.1	Bter	LOC100651572
OG0014752	XM_048414665.1	Bter	LOC100645588
OG0014753	XM_003394070.4	Bter	LOC100651554
OG0014755	XM_020868636.2	Bter	LOC110120353
OG0014757	XM_012320650.2	Bter	LOC105667137
OG0014758	XM_020868564.2	Bter	LOC105667189
OG0014762	XM_020868663.2	Bter	LOC100642631
OG0014763	XM_020862596.2	Bter	LOC110119188
OG0014764	XM_012308203.3	Bter	LOC100649688
OG0014767	XM_003400438.4	Bter	LOC100650859
OG0014768	XM_003394870.4	Bter	LOC100651794
OG0014770	XM_012321345.3	Bter	LOC105667206
OG0014771	XM_048405389.1	Bter	LOC100645074
OG0014775	XM_020863170.2	Bter	LOC100647843
OG0014776	XM_003401935.4	Bter	LOC100646246
OG0014778	XM_048406018.1	Bter	LOC105665793
OG0014779	XM_012308823.3	Bter	LOC100650074
OG0014780	XM_012309037.3	Bter	LOC100648244
OG0014782	XM_048404632.1	Bter	LOC105667174
OG0014785	XM_048405798.1	Bter	LOC125385085
OG0014788	XM_048406714.1	Bter	LOC100649450
OG0014789	XM_003394741.4	Bter	LOC100645867
OG0014791	XM_003403247.4	Bter	LOC100646279
OG0014793	XM_012307756.3	Bter	LOC105665650
OG0014796	XM_012309304.3	Bter	LOC105665825
OG0014798	XM_003402694.4	Bter	LOC100643349
OG0014801	XR_007224418.1	Bter	LOC125385319
OG0014802	XM_003395945.4	Bter	LOC100643692
OG0014804	XM_020863870.2	Bter	LOC110119434
OG0014805	XM_003397145.4	Bter	LOC100651838
OG0014806	XM_048407855.1	Bter	LOC100649092
OG0014811	XM_012311231.3	Bter	LOC105666013
OG0014812	XM_020867258.2	Bter	LOC100646882
OG0014813	XM_003397117.4	Bter	LOC100648399
OG0014814	XM_012319610.3	Bter	LOC100652146
OG0014817	XM_048413424.1	Bter	LOC100645548
OG0014818	XM_020864090.2	Bter	LOC100650928
OG0014819	XM_012311046.1	Bter	LOC105665995
OG0014820	XM_020864264.2	Bter	LOC100644608
OG0014821	XM_048409955.1	Bter	LOC105666271
OG0014822	XM_003397012.3	Bter	LOC100645597
OG0014823	XM_020864252.2	Bter	LOC110119509
OG0014824	XM_012311007.3	Bter	LOC100644726
OG0014825	XM_020868588.2	Bter	LOC110119151
OG0014826	XM_048413412.1	Bter	LOC100648616
OG0014828	XM_003403061.4	Bter	LOC100652101
OG0014829	XM_048408657.1	Bter	LOC100646786
OG0014830	XM_012317823.3	Bter	LOC100647442
OG0014833	XM_003397639.4	Bter	LOC100643164
OG0014834	XM_003403191.4	Bter	LOC100648468
OG0014835	XM_012311649.3	Bter	LOC100650728
OG0014836	XM_003396685.4	Bter	LOC100645491
OG0014837	XM_012311455.3	Bter	LOC100649506
OG0014838	XM_020867190.2	Bter	LOC100646275
OG0014839	XM_020867779.2	Bter	LOC110119157
OG0014840	XM_020864778.2	Bter	LOC110119584
OG0014841	XM_003397804.4	Bter	LOC100643578
OG0014842	XM_003397507.3	Bter	LOC100646951
OG0014843	XM_003403289.4	Bter	LOC100642392
OG0014845	XM_003403296.4	Bter	LOC100643185
OG0014846	XM_012320443.3	Bter	LOC100644879
OG0014847	XM_020867633.2	Bter	LOC100651180
OG0014848	XM_012313037.3	Bter	LOC100652245
OG0014850	XM_012320049.3	Bter	LOC105667007
OG0014851	XR_007225612.1	Bter	LOC125385881
OG0014852	XR_007225818.1	Bter	LOC110119679
OG0014855	XM_012313950.3	Bter	LOC100648647
OG0014856	XM_003399151.4	Bter	LOC100650369
OG0014857	XM_012316211.3	Bter	LOC105666464
OG0014859	XM_012310803.3	Bter	LOC100649137
OG0014860	XM_020863796.2	Bter	LOC110119424
OG0014863	XM_012313176.3	Bter	LOC105666196
OG0014864	XM_003400956.4	Bter	LOC100644344
OG0014865	XM_048410981.1	Bter	LOC125386110
OG0014866	XM_012317075.3	Bter	LOC100650665
OG0014867	XM_048412927.1	Bter	LOC105666590
OG0014868	XM_048407373.1	Bter	LOC100647899
OG0014869	XM_020866269.2	Bter	LOC100650782
OG0014870	XM_048411543.1	Bter	LOC100650660
OG0014871	XM_048411540.1	Bter	LOC100643093
OG0014873	XM_048411537.1	Bter	LOC105666428
OG0014874	XM_012309918.3	Bter	LOC100645245
OG0014877	XM_048407530.1	Bter	LOC105665882
OG0014878	XM_003400623.4	Bter	LOC100643826
OG0014879	XM_003400679.4	Bter	LOC100650254
OG0014880	XM_048411985.1	Bter	LOC100649032
OG0014882	XM_012309837.3	Bter	LOC100651865
OG0014884	XM_003401061.4	Bter	LOC100647199
OG0014885	XM_048412349.1	Bter	LOC100650580
OG0014887	XM_003402761.4	Bter	LOC100642624
OG0014888	XM_048414647.1	Bter	LOC100649793
OG0014889	XM_048412928.1	Bter	LOC100650542
OG0014891	XM_003401921.4	Bter	LOC100644625
OG0014892	XM_020866851.2	Bter	LOC110119919
OG0014893	XM_048412525.1	Bter	LOC100647239
OG0014894	XM_048412499.1	Bter	LOC105666513
OG0014895	XM_048412609.1	Bter	LOC100646487
OG0014899	XM_012314746.3	Bter	LOC100647474
OG0014900	XM_048410753.1	Bter	LOC105666314
OG0014902	XM_012318304.3	Bter	LOC100651302
OG0014905	XM_003402747.4	Bter	LOC100650262
OG0014906	XM_003402748.3	Bter	LOC100650385
OG0014907	XM_012307762.3	Bter	LOC100647841
OG0014908	XM_020863667.2	Bter	LOC110119393
OG0014909	XM_003396219.4	Bter	LOC100647618
OG0014910	XM_012315039.3	Bter	LOC100646371
OG0014911	XM_003398628.4	Bter	LOC100644853
OG0014913	XM_012312860.3	Bter	LOC100643030
OG0014914	XM_003402743.4	Bter	LOC100649556
OG0014916	XM_020867237.2	Bter	LOC100649989
OG0014917	XM_012319884.3	Bter	LOC100647329
OG0014918	XM_003394115.4	Bter	LOC100647290
OG0014919	XM_003394886.4	Bter	LOC100643729
OG0014920	XM_012310636.3	Bter	LOC100642845
OG0014921	XM_003395149.4	Bter	LOC100646291
OG0014922	XM_003403114.4	Bter	LOC100648497
OG0014923	XM_048413418.1	Bter	LOC100648152
OG0014925	XM_003393651.4	Bter	LOC100648966
OG0014927	XM_012310064.3	Bter	LOC105665890
OG0014928	XM_003400413.4	Bter	LOC100648069
OG0014929	XM_012318886.3	Bter	LOC100643390
OG0014930	XM_003402608.4	Bter	LOC100652331
OG0014931	XM_048409901.1	Bter	LOC100647688
OG0014932	XM_003393487.4	Bter	LOC100648122
OG0014934	XM_003397800.4	Bter	LOC100643003
OG0014936	XM_012308154.3	Bter	LOC100645239
OG0014937	XM_012312881.3	Bter	LOC100647036
OG0014938	XM_048410015.1	Bter	LOC100643494
OG0014939	XM_003403140.4	Bter	LOC100651906
OG0014940	XM_003399735.4	Bter	LOC100643459
OG0014941	XM_003403020.4	Bter	LOC100646934
OG0014943	XM_003399884.4	Bter	LOC100652251
OG0014944	XM_048406392.1	Bter	LOC100644113
OG0014945	XM_003393155.4	Bter	LOC100645360
OG0014946	XM_003399026.4	Bter	LOC100644492
OG0014947	XM_003402989.4	Bter	LOC100642984
OG0014949	XM_003401404.4	Bter	LOC100649750
OG0014950	XM_020868446.2	Bter	LOC100651072
OG0014951	XM_003396661.4	Bter	LOC100642454
OG0014952	XM_003394790.4	Bter	LOC100642443
OG0014953	XM_003399234.4	Bter	LOC100650854
OG0014954	XM_012320488.3	Bter	LOC100651435
OG0014955	XM_003394200.4	Bter	LOC100647452
OG0014956	XM_012315012.3	Bter	LOC100645570
OG0014957	XM_003396620.4	Bter	LOC100647578
OG0014958	XM_012315011.3	Bter	LOC100645462
OG0014959	XM_048412879.1	Bter	LOC100645693
OG0014962	XM_012309956.3	Bter	LOC100649577
OG0014963	XM_012309036.3	Bter	LOC100648627
OG0014967	XM_012315663.3	Bter	LOC100644033
OG0014969	XM_048414011.1	Bter	LOC100647044
OG0014970	XM_003399009.4	Bter	LOC100642344
OG0014972	XM_048405760.1	Bter	LOC100647534
OG0014973	XM_003401158.4	Bter	LOC100649858
OG0014976	XM_048413408.1	Bter	LOC100650017
OG0014977	XM_020864667.2	Bter	LOC100650775
OG0014978	XM_003394716.4	Bter	LOC100642799
OG0014979	XM_003402070.3	Bter	LOC100643063
OG0014980	XM_003394941.4	Bter	LOC100650679
OG0014981	XM_003398203.4	Bter	LOC100644025
OG0014983	XR_001099735.3	Bter	LOC105667093
OG0014985	XR_007223571.1	Bter	LOC125384795
OG0014986	XR_007223438.1	Bter	LOC125384721
OG0014990	XR_007223794.1	Bter	LOC105667202
OG0014992	XR_007224731.1	Bter	LOC105665883
OG0014993	XR_007226953.1	Bter	LOC125386617
OG0014997	XR_007224282.1	Bter	LOC125385234
OG0014998	XR_007224281.1	Bter	LOC125385233
OG0015002	XR_007226682.1	Bter	LOC105666947
OG0015003	XR_007225025.1	Bter	LOC125385586
OG0015004	XR_007226711.1	Bter	LOC100648889
OG0015006	XR_002308993.2	Bter	LOC110120358
OG0015007	XR_007224989.1	Bter	LOC125385567
OG0015011	XR_007225442.1	Bter	LOC125385798
OG0015012	XR_007224462.1	Bter	LOC125385341
OG0015018	XR_007224879.1	Bter	LOC125385506
OG0015019	XR_007226500.1	Bter	LOC125386396
OG0015020	XR_007226175.1	Bter	LOC125386208
OG0015021	XR_007226362.1	Bter	LOC125386323
OG0015022	XR_007226461.1	Bter	LOC105666554
OG0015023	XR_007226564.1	Bter	LOC125386427
OG0015026	XR_007224897.1	Bter	LOC125385509
OG0015027	XR_007226445.1	Bter	LOC125386374
OG0015028	XR_007224244.1	Bter	LOC125385210
OG0015029	XM_003393526.3	Bter	LOC100642950
OG0015030	XR_002308919.2	Bter	LOC105666164
OG0015031	XR_001099753.3	Bter	LOC105667131
OG0015038	XR_007223804.1	Bter	LOC105665681
OG0015039	XR_007223796.1	Bter	LOC125384942
OG0015043	XR_002307689.2	Bter	LOC110119293
OG0015047	XR_007224468.1	Bter	LOC125385345
OG0015048	XR_002308046.2	Bter	LOC110119574
OG0015050	XR_007224472.1	Bter	LOC125385349
OG0015053	XR_007224595.1	Bter	LOC110119383
OG0015055	XR_002307960.2	Bter	LOC110119487
OG0015056	XR_007226755.1	Bter	LOC125386521
OG0015057	XR_007225074.1	Bter	LOC125385605
OG0015058	XM_048408704.1	Bter	LOC125385650
OG0015059	XM_020864481.2	Bter	LOC110119554
OG0015060	XM_048408457.1	Bter	LOC100647978
OG0015061	XR_007225176.1	Bter	LOC125385660
OG0015063	XR_007225393.1	Bter	LOC125385773
OG0015067	XR_007224710.1	Bter	LOC125385435
OG0015068	XR_002307899.2	Bter	LOC110119430
OG0015069	XR_007225697.1	Bter	LOC110119692
OG0015070	XR_007224651.1	Bter	LOC125385412
OG0015072	XR_007225807.1	Bter	LOC110119712
OG0015073	XR_007225691.1	Bter	LOC105666247
OG0015074	XR_007224689.1	Bter	LOC125385427
OG0015075	XR_007225711.1	Bter	LOC125385943
OG0015076	XR_007225257.1	Bter	LOC125385696
OG0015078	XR_002308044.2	Bter	LOC110119571
OG0015082	XR_007226174.1	Bter	LOC125386207
OG0015085	XR_007226322.1	Bter	LOC110119862
OG0015086	XR_001098825.3	Bter	LOC105665881
OG0015088	XR_007226631.1	Bter	LOC125386465
OG0015089	XR_132301.4	Bter	LOC100652176
OG0015090	XR_007227504.1	Bter	LOC125386915
OG0015091	XR_007227460.1	Bter	LOC125386903
OG0015092	XR_002308619.2	Bter	LOC110120049
OG0015093	XR_007223537.1	Bter	LOC125384775
OG0015094	XR_002308242.2	Bter	LOC110119742
OG0015098	XR_007223999.1	Bter	LOC125385058
OG0015101	XR_007224067.1	Bter	LOC105665722
OG0015102	XR_007223335.1	Bter	LOC100645545
OG0015104	XR_002307969.2	Bter	LOC110119500
OG0015105	XR_007224961.1	Bter	LOC125385551
OG0015106	XR_001099331.3	Bter	LOC105666491
OG0015107	XR_007225118.1	Bter	LOC110119552
OG0015109	XR_007224530.1	Bter	LOC125385371
OG0015110	XR_007225760.1	Bter	LOC110119660
OG0015111	XR_007226007.1	Bter	LOC125386130
OG0015112	XR_001098636.3	Bter	LOC100642921
OG0015113	XR_007227249.1	Bter	LOC125386811
OG0015114	XR_007224198.1	Bter	LOC125385188
OG0015115	XR_007223342.1	Bter	LOC105666863
OG0015116	XR_007226933.1	Bter	LOC125386601
OG0015117	XR_007224568.1	Bter	LOC125385385
OG0015118	NM_001280909.1	Bter	Def
OG0015119	NM_001280930.1	Bter	LOC100647908
OG0015120	NM_001287565.1	Bter	LOC100646090
OG0015121	XM_003392856.4	Bter	LOC100648043
OG0015122	XM_003392985.4	Bter	LOC100644115
OG0015122	XR_007225112.1	Bter	LOC125385629
OG0015123	XM_003393292.4	Bter	LOC100643150
OG0015123	XM_003393293.4	Bter	LOC100642915
OG0015124	XM_003393421.4	Bter	LOC100648667
OG0015125	XM_003393575.3	Bter	LOC100648928
OG0015126	XM_003393608.4	Bter	LOC100643233
OG0015127	XM_003393718.4	Bter	LOC100647288
OG0015128	XM_003393761.4	Bter	LOC100642988
OG0015128	XR_007225868.1	Bter	LOC125386042
OG0015129	XM_003393842.4	Bter	LOC100642598
OG0015130	XM_003393923.4	Bter	LOC100643190
OG0015131	XM_003393974.4	Bter	LOC100649442
OG0015132	XM_003394217.4	Bter	LOC100649763
OG0015133	XM_003394346.3	Bter	LOC100645823
OG0015134	XM_003394389.4	Bter	LOC100651948
OG0015135	XM_003394685.4	Bter	LOC100648933
OG0015135	XM_048405248.1	Bter	LOC100650428
OG0015136	XM_003394828.4	Bter	LOC100646776
OG0015137	XM_003394844.4	Bter	LOC100648705
OG0015138	XM_003394859.4	Bter	LOC100650397
OG0015139	XM_003394877.4	Bter	LOC100642444
OG0015139	XM_020862613.2	Bter	LOC100642684
OG0015140	XM_003394905.3	Bter	LOC100645985
OG0015141	XM_003394975.4	Bter	LOC100644716
OG0015142	XM_003395056.4	Bter	LOC100644754
OG0015143	XM_003395115.4	Bter	LOC100642201
OG0015144	XM_003395118.3	Bter	LOC100642563
OG0015145	XM_003395128.4	Bter	LOC100643800
OG0015146	XM_003395189.4	Bter	LOC100651400
OG0015147	XM_003395395.4	Bter	LOC100646621
OG0015148	XM_003395402.4	Bter	LOC100647574
OG0015149	XM_003395640.4	Bter	LOC100646140
OG0015150	XM_003395782.3	Bter	LOC100642879
OG0015151	XM_003395830.4	Bter	LOC100648939
OG0015151	XM_048405827.1	Bter	LOC125385096
OG0015152	XM_003395943.4	Bter	LOC100643447
OG0015153	XM_003396092.4	Bter	LOC100652160
OG0015154	XM_003396162.4	Bter	LOC100650600
OG0015155	XM_003396203.4	Bter	LOC100645676
OG0015155	XR_007224666.1	Bter	LOC125385415
OG0015156	XM_003396207.4	Bter	LOC100646143
OG0015157	XM_003396299.4	Bter	LOC100647184
OG0015158	XM_003396397.4	Bter	LOC100649332
OG0015159	XM_003396408.4	Bter	LOC100650643
OG0015159	XM_012309730.3	Bter	LOC100650525
OG0015160	XM_003396453.3	Bter	LOC100646828
OG0015161	XM_003396598.4	Bter	LOC100644966
OG0015162	XM_003396862.4	Bter	LOC100647100
